k_on,k_off,v_open,v_close
5.62341325190349e-6,5.62341325190349e-5,3.1622776601683796e-6,0.003162277660168379
5.62341325190349e-6,5.62341325190349e-5,3.1622776601683796e-6,0.00562341325190349
5.62341325190349e-6,5.62341325190349e-5,3.1622776601683796e-6,0.009999999999999998
5.62341325190349e-6,5.62341325190349e-5,5.623413251903491e-6,0.003162277660168379
5.62341325190349e-6,5.62341325190349e-5,5.623413251903491e-6,0.00562341325190349
5.62341325190349e-6,5.62341325190349e-5,5.623413251903491e-6,0.009999999999999998
5.62341325190349e-6,5.62341325190349e-5,1.0e-5,0.003162277660168379
5.62341325190349e-6,5.62341325190349e-5,1.0e-5,0.00562341325190349
5.62341325190349e-6,5.62341325190349e-5,1.0e-5,0.009999999999999998
5.62341325190349e-6,9.999999999999999e-5,3.1622776601683796e-6,0.003162277660168379
5.62341325190349e-6,9.999999999999999e-5,3.1622776601683796e-6,0.00562341325190349
5.62341325190349e-6,9.999999999999999e-5,3.1622776601683796e-6,0.009999999999999998
5.62341325190349e-6,9.999999999999999e-5,5.623413251903491e-6,0.003162277660168379
5.62341325190349e-6,9.999999999999999e-5,5.623413251903491e-6,0.00562341325190349
5.62341325190349e-6,9.999999999999999e-5,5.623413251903491e-6,0.009999999999999998
5.62341325190349e-6,9.999999999999999e-5,1.0e-5,0.003162277660168379
5.62341325190349e-6,9.999999999999999e-5,1.0e-5,0.00562341325190349
5.62341325190349e-6,9.999999999999999e-5,1.0e-5,0.009999999999999998
5.62341325190349e-6,0.00017782794100389227,3.1622776601683796e-6,0.003162277660168379
5.62341325190349e-6,0.00017782794100389227,3.1622776601683796e-6,0.00562341325190349
5.62341325190349e-6,0.00017782794100389227,3.1622776601683796e-6,0.009999999999999998
5.62341325190349e-6,0.00017782794100389227,5.623413251903491e-6,0.003162277660168379
5.62341325190349e-6,0.00017782794100389227,5.623413251903491e-6,0.00562341325190349
5.62341325190349e-6,0.00017782794100389227,5.623413251903491e-6,0.009999999999999998
5.62341325190349e-6,0.00017782794100389227,1.0e-5,0.003162277660168379
5.62341325190349e-6,0.00017782794100389227,1.0e-5,0.00562341325190349
5.62341325190349e-6,0.00017782794100389227,1.0e-5,0.009999999999999998
9.999999999999999e-6,5.62341325190349e-5,3.1622776601683796e-6,0.003162277660168379
9.999999999999999e-6,5.62341325190349e-5,3.1622776601683796e-6,0.00562341325190349
9.999999999999999e-6,5.62341325190349e-5,3.1622776601683796e-6,0.009999999999999998
9.999999999999999e-6,5.62341325190349e-5,5.623413251903491e-6,0.003162277660168379
9.999999999999999e-6,5.62341325190349e-5,5.623413251903491e-6,0.00562341325190349
9.999999999999999e-6,5.62341325190349e-5,5.623413251903491e-6,0.009999999999999998
9.999999999999999e-6,5.62341325190349e-5,1.0e-5,0.003162277660168379
9.999999999999999e-6,5.62341325190349e-5,1.0e-5,0.00562341325190349
9.999999999999999e-6,5.62341325190349e-5,1.0e-5,0.009999999999999998
9.999999999999999e-6,9.999999999999999e-5,3.1622776601683796e-6,0.003162277660168379
9.999999999999999e-6,9.999999999999999e-5,3.1622776601683796e-6,0.00562341325190349
9.999999999999999e-6,9.999999999999999e-5,3.1622776601683796e-6,0.009999999999999998
9.999999999999999e-6,9.999999999999999e-5,5.623413251903491e-6,0.003162277660168379
9.999999999999999e-6,9.999999999999999e-5,5.623413251903491e-6,0.00562341325190349
9.999999999999999e-6,9.999999999999999e-5,5.623413251903491e-6,0.009999999999999998
9.999999999999999e-6,9.999999999999999e-5,1.0e-5,0.003162277660168379
9.999999999999999e-6,9.999999999999999e-5,1.0e-5,0.00562341325190349
9.999999999999999e-6,9.999999999999999e-5,1.0e-5,0.009999999999999998
9.999999999999999e-6,0.00017782794100389227,3.1622776601683796e-6,0.003162277660168379
9.999999999999999e-6,0.00017782794100389227,3.1622776601683796e-6,0.00562341325190349
9.999999999999999e-6,0.00017782794100389227,3.1622776601683796e-6,0.009999999999999998
9.999999999999999e-6,0.00017782794100389227,5.623413251903491e-6,0.003162277660168379
9.999999999999999e-6,0.00017782794100389227,5.623413251903491e-6,0.00562341325190349
9.999999999999999e-6,0.00017782794100389227,5.623413251903491e-6,0.009999999999999998
9.999999999999999e-6,0.00017782794100389227,1.0e-5,0.003162277660168379
9.999999999999999e-6,0.00017782794100389227,1.0e-5,0.00562341325190349
9.999999999999999e-6,0.00017782794100389227,1.0e-5,0.009999999999999998
1.7782794100389226e-5,5.62341325190349e-5,3.1622776601683796e-6,0.003162277660168379
1.7782794100389226e-5,5.62341325190349e-5,3.1622776601683796e-6,0.00562341325190349
1.7782794100389226e-5,5.62341325190349e-5,3.1622776601683796e-6,0.009999999999999998
1.7782794100389226e-5,5.62341325190349e-5,5.623413251903491e-6,0.003162277660168379
1.7782794100389226e-5,5.62341325190349e-5,5.623413251903491e-6,0.00562341325190349
1.7782794100389226e-5,5.62341325190349e-5,5.623413251903491e-6,0.009999999999999998
1.7782794100389226e-5,5.62341325190349e-5,1.0e-5,0.003162277660168379
1.7782794100389226e-5,5.62341325190349e-5,1.0e-5,0.00562341325190349
1.7782794100389226e-5,5.62341325190349e-5,1.0e-5,0.009999999999999998
1.7782794100389226e-5,9.999999999999999e-5,3.1622776601683796e-6,0.003162277660168379
1.7782794100389226e-5,9.999999999999999e-5,3.1622776601683796e-6,0.00562341325190349
1.7782794100389226e-5,9.999999999999999e-5,3.1622776601683796e-6,0.009999999999999998
1.7782794100389226e-5,9.999999999999999e-5,5.623413251903491e-6,0.003162277660168379
1.7782794100389226e-5,9.999999999999999e-5,5.623413251903491e-6,0.00562341325190349
1.7782794100389226e-5,9.999999999999999e-5,5.623413251903491e-6,0.009999999999999998
1.7782794100389226e-5,9.999999999999999e-5,1.0e-5,0.003162277660168379
1.7782794100389226e-5,9.999999999999999e-5,1.0e-5,0.00562341325190349
1.7782794100389226e-5,9.999999999999999e-5,1.0e-5,0.009999999999999998
1.7782794100389226e-5,0.00017782794100389227,3.1622776601683796e-6,0.003162277660168379
1.7782794100389226e-5,0.00017782794100389227,3.1622776601683796e-6,0.00562341325190349
1.7782794100389226e-5,0.00017782794100389227,3.1622776601683796e-6,0.009999999999999998
1.7782794100389226e-5,0.00017782794100389227,5.623413251903491e-6,0.003162277660168379
1.7782794100389226e-5,0.00017782794100389227,5.623413251903491e-6,0.00562341325190349
1.7782794100389226e-5,0.00017782794100389227,5.623413251903491e-6,0.009999999999999998
1.7782794100389226e-5,0.00017782794100389227,1.0e-5,0.003162277660168379
1.7782794100389226e-5,0.00017782794100389227,1.0e-5,0.00562341325190349
1.7782794100389226e-5,0.00017782794100389227,1.0e-5,0.009999999999999998
