para,error
0.7,2.2498906112e10
0.8,2.2498906112e10
0.9,2.2498906112e10
1.0,2.2498906112e10
1.1,2.2498906112e10
1.2,2.2498906112e10
1.3,2.2498906112e10
1.4,2.2498906112e10
1.5,2.2498906112e10
1.6,2.2498906112e10
1.7,2.2498906112e10
1.8,2.2498906112e10
1.9,2.2498906112e10
2.0,2.2498906112e10
2.1,2.2498906112e10
2.2,2.2498906112e10
2.4,2.2498906112e10
2.6,2.2498906112e10
2.7,2.2498906112e10
2.8,2.2498906112e10
3.0,2.2498906112e10
3.2,2.2498906112e10
3.3,2.2498906112e10
3.4,2.2498906112e10
3.5,2.2498906112e10
3.6,2.2498906112e10
3.8,2.2498906112e10
3.9,2.2498906112e10
4.0,2.2498906112e10
4.2,2.2498906112e10
4.4,2.2498906112e10
4.5,2.2498906112e10
4.8,2.2498906112e10
4.9,2.2498906112e10
5.0,2.2498906112e10
5.1,2.2498906112e10
5.2,2.2498906112e10
5.4,2.2498906112e10
5.5,2.2498906112e10
5.6,2.2498906112e10
5.7,2.2498906112e10
6.0,2.2498906112e10
6.3,2.2498906112e10
6.4,2.2498906112e10
6.5,2.2498906112e10
6.6,2.2498906112e10
6.8,2.2498906112e10
7.0,2.2498906112e10
7.2,2.2498906112e10
7.5,2.2498906112e10
7.6,2.2498906112e10
7.7,2.2498906112e10
7.8,2.2498906112e10
8.0,2.2498906112e10
8.1,2.2498906112e10
8.4,2.2498906112e10
8.5,2.2498906112e10
8.8,2.2498906112e10
9.0,2.2498906112e10
9.1,2.2498906112e10
9.5,2.2498906112e10
9.6,2.2498906112e10
9.8,2.2498906112e10
9.9,2.2498906112e10
10.0,2.2498906112e10
10.2,2.2498906112e10
10.4,2.2498906112e10
10.5,2.2498906112e10
10.8,2.2498906112e10
11.0,2.2498906112e10
11.2,2.2498906112e10
11.4,2.2498906112e10
11.7,2.2498906112e10
11.9,2.2498906112e10
12.0,2.2498906112e10
12.1,2.2498906112e10
12.6,2.2498906112e10
12.8,2.2498906112e10
13.0,2.2498906112e10
13.2,2.2498906112e10
13.3,2.2498906112e10
13.5,2.2498906112e10
13.6,2.2498906112e10
14.0,2.2498906112e10
14.3,2.2498906112e10
14.4,2.2498906112e10
15.0,2.2498906112e10
15.2,2.2498906112e10
15.3,2.2498906112e10
15.4,2.2498906112e10
15.6,2.2498906112e10
16.0,2.2498906112e10
16.2,2.2498906112e10
16.5,2.2498906112e10
16.8,2.2498906112e10
16.9,2.2498906112e10
17.0,2.2498906112e10
17.1,2.2498906112e10
17.6,2.2498906112e10
18.0,2.2498906112e10
18.2,2.2498906112e10
18.7,2.2498906112e10
19.0,2.2498906112e10
19.2,2.2498906112e10
19.5,2.2498906112e10
19.6,2.2498906112e10
19.8,2.2498906112e10
20.0,2.2498906112e10
20.4,2.2498906112e10
20.8,2.2498906112e10
20.9,2.2498906112e10
21.0,2.2498906112e10
21.6,2.2498906112e10
22.0,2.2498906112e10
22.1,2.2498906112e10
22.4,2.2498906112e10
22.5,2.2498906112e10
22.8,2.2498906112e10
23.4,2.2498906112e10
23.8,2.249890816e10
24.0,2.249890816e10
24.7,2.249890816e10
25.2,2.249890816e10
25.5,2.249890816e10
25.6,2.249890816e10
26.0,2.249890816e10
26.6,2.249890816e10
27.0,2.249890816e10
27.2,2.249890816e10
28.0,2.249890816e10
28.5,2.249890816e10
28.8,2.249890816e10
28.9,2.249890816e10
30.0,2.249890816e10
30.4,2.249890816e10
30.6,2.249890816e10
32.0,2.249890816e10
32.3,2.249890816e10
32.4,2.249890816e10
34.0,2.249890816e10
34.2,2.249890816e10
36.0,2.2498910208e10
36.1,2.2498910208e10
38.0,2.2498910208e10
40.0,2.2498910208e10
