para,error
0.7,264.3538513183594
0.8,238.53382873535156
0.9,214.34019470214844
1.0,191.7283935546875
1.1,170.65521240234375
1.2,151.07730102539062
1.3,132.6635284423828
1.4,69.43950653076172
1.5,97.88894653320312
1.6,46.780704498291016
1.7,69.67093658447266
1.8,29.65312957763672
1.9,47.69921112060547
2.0,17.61232566833496
2.1,5.371160984039307
2.2,10.242134094238281
2.4,3.562896728515625
2.6,6.092295169830322
2.7,4.41943883895874
2.8,6.443124771118164
3.0,7.377295017242432
3.2,9.934192657470703
3.3,17.367053985595703
3.4,14.358749389648438
3.5,55.33765411376953
3.6,21.012939453125
3.8,29.819955825805664
3.9,47.406890869140625
4.0,40.70559310913086
4.2,68.42106628417969
4.4,103.36286926269531
4.5,93.17340087890625
4.8,121.48178100585938
4.9,180.14505004882812
5.0,174.5877685546875
5.1,153.1726531982422
5.2,184.63778686523438
5.4,188.08055114746094
5.5,226.59011840820312
5.6,232.80780029296875
5.7,226.04774475097656
6.0,266.9237976074219
6.3,314.0084228515625
6.4,323.6829833984375
6.5,345.3056640625
6.6,351.3536682128906
6.8,396.5836486816406
7.0,377.9154052734375
7.2,401.283447265625
7.5,480.2308654785156
7.6,517.255859375
7.7,438.6614685058594
7.8,503.1876220703125
8.0,475.10589599609375
8.1,495.95184326171875
8.4,495.9888916015625
8.5,627.9306640625
8.8,544.6585083007812
9.0,579.555908203125
9.1,549.8712158203125
9.5,785.585205078125
9.6,609.8406982421875
9.8,600.4081420898438
9.9,657.754150390625
10.0,690.0765380859375
10.2,849.5586547851562
10.4,670.7598266601562
10.5,647.7651977539062
10.8,730.6151123046875
11.0,776.71337890625
11.2,692.1382446289062
11.4,1037.2276611328125
11.7,798.387939453125
11.9,733.7328491210938
12.0,780.7071533203125
12.1,900.4723510742188
12.6,772.7529296875
12.8,830.2713623046875
13.0,931.451416015625
13.2,988.022216796875
13.3,809.393798828125
13.5,920.019775390625
13.6,876.593994140625
14.0,843.83935546875
14.3,1068.837158203125
14.4,919.9359130859375
15.0,1064.351318359375
15.2,960.5409545898438
15.3,1025.470947265625
15.4,1143.494873046875
15.6,1209.594482421875
16.0,998.63427734375
16.2,1072.9656982421875
16.5,1212.556884765625
16.8,1289.71923828125
16.9,1352.910400390625
17.0,1178.978271484375
17.1,1117.3721923828125
17.6,1276.548583984375
18.0,1158.9569091796875
18.2,1438.257080078125
18.7,1335.95068359375
19.0,1278.4781494140625
19.2,1432.046142578125
19.5,1516.8583984375
19.6,1588.4112548828125
19.8,1391.197998046875
20.0,1323.3887939453125
20.4,1495.408203125
20.8,1589.407958984375
20.9,1442.6805419921875
21.0,1671.103271484375
21.6,1554.2447509765625
22.0,1490.7470703125
22.1,1656.525146484375
22.4,1742.42529296875
22.5,1801.260498046875
22.8,1608.994140625
23.4,1718.7587890625
23.8,1808.11865234375
24.0,1660.04541015625
24.7,1776.594482421875
25.2,1868.7939453125
25.5,1941.920654296875
25.6,2003.2666015625
26.0,1830.4608154296875
26.6,1924.982421875
27.0,2004.066650390625
27.2,2072.11083984375
28.0,1977.147216796875
28.5,2061.5419921875
28.8,2135.51904296875
28.9,2198.615966796875
30.0,2114.838134765625
30.4,2194.091064453125
30.6,2263.099609375
32.0,2248.34521484375
32.3,2322.598876953125
32.4,2386.8076171875
34.0,2377.656494140625
34.2,2447.082763671875
36.0,2502.806640625
36.1,2567.595703125
38.0,2623.86376953125
40.0,2740.919677734375
