para,error
0.7,533.3221435546875
0.8,475.1521301269531
0.9,421.483154296875
1.0,372.5299072265625
1.1,328.1883239746094
1.2,288.074462890625
1.3,251.840087890625
1.4,205.1427001953125
1.5,189.77267456054688
1.6,152.6143035888672
1.7,139.78024291992188
1.8,110.56561279296875
1.9,100.02827453613281
2.0,77.43827819824219
2.1,59.28838348388672
2.2,51.923336029052734
2.4,30.35517120361328
2.6,19.48427963256836
2.7,13.397322654724121
2.8,9.437841415405273
3.0,5.980088233947754
3.2,5.210326194763184
3.3,4.913180351257324
3.4,4.86954402923584
3.5,6.695647716522217
3.6,4.996758460998535
3.8,6.107614040374756
3.9,6.248201370239258
4.0,6.110810279846191
4.2,6.249432563781738
4.4,7.807178974151611
4.5,8.110081672668457
4.8,11.431449890136719
4.9,16.430313110351562
5.0,15.163189888000488
5.1,15.784980773925781
5.2,17.651521682739258
5.4,20.296031951904297
5.5,23.28986358642578
5.6,24.232866287231445
5.7,25.373762130737305
6.0,30.873207092285156
6.3,38.810028076171875
6.4,38.9737548828125
6.5,41.33972930908203
6.6,43.760414123535156
6.8,46.9512825012207
7.0,51.21488952636719
7.2,55.116756439208984
7.5,61.301029205322266
7.6,63.35935592651367
7.7,65.52798461914062
7.8,67.37886047363281
8.0,71.42140197753906
8.1,73.56995391845703
8.4,79.1371078491211
8.5,81.45431518554688
8.8,86.65879821777344
9.0,90.19517517089844
9.1,92.12967681884766
9.5,100.95368194580078
9.6,100.58633422851562
9.8,103.83704376220703
9.9,105.8311767578125
10.0,107.80789184570312
10.2,113.28407287597656
10.4,113.67098999023438
10.5,114.89750671386719
10.8,120.39439392089844
11.0,124.03138732910156
11.2,125.31509399414062
11.4,134.07492065429688
11.7,133.89340209960938
11.9,135.11170959472656
12.0,137.3282470703125
12.1,141.102294921875
12.6,144.31866455078125
12.8,147.9737548828125
13.0,152.62698364257812
13.2,156.16555786132812
13.3,152.9715576171875
13.5,157.92733764648438
13.6,157.89837646484375
14.0,161.10726928710938
14.3,169.87387084960938
14.4,167.15670776367188
15.0,176.70361328125
15.2,175.80209350585938
15.3,178.506103515625
15.4,182.36643981933594
15.6,185.71316528320312
16.0,183.88502502441406
16.2,187.68612670898438
16.5,193.77513122558594
16.8,198.0665283203125
16.9,200.25448608398438
17.0,197.075439453125
17.1,196.216796875
17.6,204.21983337402344
18.0,204.1583709716797
18.2,212.4160919189453
18.7,213.80735778808594
19.0,214.45425415039062
19.2,219.539794921875
19.5,223.43112182617188
19.6,225.55177307128906
19.8,222.63174438476562
20.0,222.20529174804688
20.4,228.91043090820312
20.8,233.44439697265625
20.9,230.77540588378906
21.0,236.32839965820312
21.6,237.51019287109375
22.0,238.31039428710938
22.1,242.57989501953125
22.4,246.0981903076172
22.5,248.12728881835938
22.8,245.42623901367188
23.4,250.943359375
23.8,254.99034118652344
24.0,252.73394775390625
24.7,258.6253356933594
25.2,263.11407470703125
25.5,266.29461669921875
25.6,268.22039794921875
26.0,265.70330810546875
26.6,270.5620422363281
27.0,274.1802978515625
27.2,276.62518310546875
28.0,277.4131774902344
28.5,281.39849853515625
28.8,284.27777099609375
28.9,286.09625244140625
30.0,288.0287780761719
30.4,291.2727355957031
30.6,293.5225830078125
32.0,297.6900329589844
32.3,300.30242919921875
32.4,302.0143737792969
34.0,306.5154724121094
34.2,308.5877685546875
36.0,314.6057434082031
36.1,316.214599609375
38.0,322.04669189453125
40.0,328.9116516113281
