time,extension,std
1,0.0,0.0
2,0.0,0.002388817485617484
3,0.0,0.002388817485617484
4,0.0,0.0051623756594207275
5,0.007936753236814713,0.005372309958082677
6,0.007936753236814713,0.005914658373352546
7,0.007936753236814713,0.006915560685283352
8,0.007936753236814713,0.007431669683571404
9,0.007936753236814713,0.00752803738957077
10,0.007936753236814713,0.00849929648949409
11,0.007936753236814713,0.008622722710303022
12,0.007936753236814713,0.008676385968212097
13,0.007936753236814713,0.009165970783728435
14,0.007936753236814713,0.009529331732357003
15,0.007936753236814713,0.010163415784477346
16,0.007936753236814713,0.010974344850511998
17,0.007936753236814713,0.011439837304394691
18,0.007936753236814713,0.011637813105457185
19,0.007936753236814713,0.011604137193259995
20,0.007936753236814713,0.011981223405216776
21,0.011289227840996502,0.012177945941206128
22,0.011289227840996502,0.012958571349827551
23,0.011289227840996502,0.01277758241002178
24,0.011289227840996502,0.012946558915600008
25,0.011289227840996502,0.013884656044331374
26,0.011289227840996502,0.015258972602962469
27,0.013854488624033141,0.015369452873562322
28,0.013854488624033141,0.015579829974708208
29,0.01599856584336496,0.016236104891285234
30,0.01599856584336496,0.017239016023816087
31,0.01599856584336496,0.017541098097011477
32,0.01599856584336496,0.017828470695686122
33,0.01599856584336496,0.01793875294280116
34,0.01599856584336496,0.018450374698921763
35,0.01599856584336496,0.018450374698921763
36,0.02261428081184372,0.018246958930300733
37,0.02261428081184372,0.018209313607075263
38,0.02518001272150296,0.018439965469886656
39,0.028392189206676917,0.01820711679648418
40,0.028392189206676917,0.018709211962156448
41,0.028392189206676917,0.019549380698996213
42,0.029324569372251016,0.02000714974243774
43,0.029324569372251016,0.0207388504591587
44,0.029324569372251016,0.02085979630870868
45,0.029324569372251016,0.020689731259536378
46,0.029324569372251016,0.021214250120220258
47,0.029324569372251016,0.02142105773032028
48,0.031011998532487692,0.021256382474879574
49,0.031011998532487692,0.021438854675469916
50,0.03649435667272581,0.02174365682779458
51,0.037111962049923064,0.021946346448759518
52,0.037111962049923064,0.021946346448759518
53,0.03768960785624694,0.022044081995411108
54,0.04137423395186119,0.02371391393856599
55,0.04137423395186119,0.024419757808556812
56,0.041759695456887444,0.024659271551880597
57,0.041759695456887444,0.024814057898452545
58,0.041759695456887444,0.025427608328470897
59,0.04568376618407356,0.025078489034327765
60,0.04568376618407356,0.025031630602344805
61,0.047496727876257416,0.025031630602344805
62,0.049225174771665096,0.025333407805117895
63,0.052461151348507026,0.02556436295042817
64,0.052461151348507026,0.026095742087590475
65,0.05413586392473721,0.02569373146770811
66,0.05413586392473721,0.02569373146770811
67,0.05426298289205868,0.026042502152584093
68,0.05436266950591065,0.026268540973909443
69,0.05443455109079419,0.026816991263155593
70,0.05443455109079419,0.028073280200655033
71,0.05710603446957907,0.028529826855558785
72,0.05710603446957907,0.028540417456152052
73,0.0571371143174163,0.029151684937476215
74,0.0571371143174163,0.029606513348468796
75,0.0571371143174163,0.029632877493949664
76,0.0571371143174163,0.030172207782145802
77,0.0571371143174163,0.030600605569571494
78,0.06320694028923854,0.03038786546216991
79,0.06320694028923854,0.030362968852716304
80,0.06753958091413156,0.030636246373156335
81,0.06844204255190174,0.03074768416698489
82,0.06832030012798589,0.030666266782367675
83,0.06817340286183596,0.030870161274973235
84,0.06817340286183596,0.030517517217867794
85,0.06817340286183596,0.030621006528465493
86,0.06817340286183596,0.030727287613481813
87,0.06998569776406847,0.030913472394899347
88,0.0697802160860107,0.03167399757607144
89,0.06928897846707574,0.03139375214066308
90,0.06928897846707574,0.03245392338157503
91,0.07224618437354481,0.03307040850015837
92,0.07224618437354481,0.03323512280337026
93,0.0757950415688406,0.033586955679798296
94,0.07619499051232506,0.033499343886355844
95,0.07619499051232506,0.03355830260113565
96,0.07619499051232506,0.03389070066901442
97,0.07686455846887512,0.03409439956404355
98,0.07751205862251546,0.03418048613833719
99,0.07751205862251546,0.03525015443590428
100,0.07751205862251546,0.035638474966799345
101,0.0771450663921519,0.03601485407836209
102,0.08067115340719169,0.03601485407836209
103,0.08029329786026743,0.03563543753292872
104,0.082735367045979,0.03552188632608445
105,0.08418492028276155,0.03515687989685138
106,0.08418492028276155,0.035833943548039496
107,0.08418492028276155,0.03596222961919455
108,0.08418492028276155,0.03596961983424912
109,0.08418492028276155,0.0360538554082073
110,0.08418492028276155,0.036919486586299094
111,0.08418492028276155,0.03718968915696711
112,0.08469424028266975,0.03675994270609113
113,0.08469424028266975,0.03677410357680458
114,0.08565669042298882,0.03667102954872232
115,0.08565669042298882,0.0377957086431348
116,0.08611012909286833,0.03804957453702971
117,0.08736079491718596,0.037538986536720484
118,0.08950929375900356,0.037739368282568624
119,0.09021390930170542,0.0385832532139454
120,0.09341270862756518,0.03832078990281268
121,0.09370431609441224,0.03820948060577722
122,0.09671412982947464,0.03798587922384005
123,0.09935508197452057,0.0386923438084042
124,0.10267058678114582,0.038849364767742894
125,0.1077055898734241,0.039075641977047125
126,0.10716042848066801,0.03922340409209058
127,0.10686823986833298,0.03892598942944449
128,0.10708418973395001,0.039075641977047125
129,0.10708418973395001,0.03974113789030614
130,0.10708418973395001,0.0400930387361951
131,0.10790811114455456,0.04000354678152977
132,0.10723876227641828,0.039708608021692335
133,0.10885457138742725,0.03936527009682416
134,0.10804032304208361,0.039583150404160196
135,0.10999345575251482,0.039952641352236126
136,0.10988012149798665,0.04001967271332479
137,0.11035947201529193,0.03988442486659142
138,0.1143023211153483,0.04053044610196747
139,0.11411404381685167,0.04031233568231026
140,0.11411404381685167,0.04031233568231026
141,0.12193446642836345,0.04024579176885505
142,0.12373748592626033,0.04025115031947306
143,0.12373748592626033,0.04024579176885505
144,0.12462847972279827,0.04046426087503967
145,0.12677350228069267,0.04109071696147639
146,0.12717082369485766,0.0413047173270728
147,0.12717082369485766,0.04176895048346075
148,0.12755508551350803,0.041953926137697134
149,0.12857142857142856,0.04188381987530434
150,0.12892926764521997,0.04221896275758715
151,0.12991416324023106,0.042496482447470445
152,0.1315124986350069,0.042894399044487795
153,0.1318313664183503,0.042724044752340574
154,0.13180039947809166,0.04217017419737242
155,0.1314460448097971,0.04227181238661266
156,0.1314460448097971,0.043709482462537315
157,0.1314460448097971,0.044364755270418
158,0.13323698984513732,0.044577658905211565
159,0.13323698984513732,0.04474341908057997
160,0.13265871747428706,0.045265453782354255
161,0.13323200358989296,0.04536338539718875
162,0.13323200358989296,0.04594051522104982
163,0.1340376029949553,0.04594051522104982
164,0.13419068652860686,0.046316846672828295
165,0.13419068652860686,0.04621723329085402
166,0.13793309166992823,0.04532619551650017
167,0.13793309166992823,0.04602607956365609
168,0.13925757386327411,0.046142126486917505
169,0.14192857977303036,0.0451963372183984
170,0.14316696134366602,0.045095197264526196
171,0.1425772325572256,0.04518840378608979
172,0.14556476113805183,0.04548452618692405
173,0.14789791114307693,0.04628077575064654
174,0.14789791114307693,0.046459483335878106
175,0.1489868334002381,0.04615360334839325
176,0.1504420069883784,0.04571355713705125
177,0.15022787365863877,0.045777798736318216
178,0.15156482176360137,0.04656995264970664
179,0.15181541300115348,0.04554909080837276
180,0.1508398815009176,0.04499287925520515
181,0.15180718499267426,0.04483376642938778
182,0.1575444960932599,0.04477426739108261
183,0.1575444960932599,0.04547476178259402
184,0.15785014504605338,0.04626933043361996
185,0.15671868084668983,0.04633280144558408
186,0.1565775814803488,0.0462885219606991
187,0.15621796402332067,0.0462885219606991
188,0.15621796402332067,0.04687494087071101
189,0.15621796402332067,0.04791605244208515
190,0.154854718188066,0.04774458917949099
191,0.1547765402303746,0.047409979144152556
192,0.15828939932245467,0.04714026313209617
193,0.16015068632294044,0.04725900497281347
194,0.16024737965599795,0.04731176321778243
195,0.16024737965599795,0.047546637899121794
196,0.1633506302502012,0.04755957467069216
197,0.1668647291961001,0.04731176321778243
198,0.16744756670970606,0.047546637899121794
199,0.16857440716894462,0.04830536878092564
200,0.16688289881546975,0.048122510325210595
201,0.1696014501435914,0.04818354024996927
202,0.16843968675707033,0.048122510325210595
203,0.16724619639242608,0.04824449297112383
204,0.16820883023389085,0.048099695785876626
205,0.16696461620563316,0.04806140290274091
206,0.16696461620563316,0.04834813885365439
207,0.16626668080219004,0.04830738651424578
208,0.167288697917823,0.04810438988835232
209,0.16814165107105683,0.04822641836764813
210,0.1672145335355535,0.04818556308476553
211,0.16913473541221982,0.04832656260340916
212,0.1707628552227869,0.048530147163113664
213,0.17086008550593096,0.04802218874900329
214,0.17086008550593096,0.04836818316680029
215,0.1711427610860894,0.04887774335951249
216,0.17256285522278692,0.048817581309380326
217,0.1722497396009694,0.048771959156876196
218,0.17307140405921861,0.048832177414287074
219,0.1762202214058185,0.04893783144908217
220,0.17771454531540598,0.04937083663666317
221,0.17771454531540598,0.04975277656081321
222,0.1780470356085045,0.049716325081323516
223,0.17930806433629443,0.049775400858378276
224,0.1795757347460558,0.04964627203054236
225,0.18044799412995077,0.04887068818080329
226,0.18060316436495383,0.04900186085596076
227,0.18060316436495383,0.04901203850450772
228,0.18241861302410428,0.050447790752784556
229,0.18302541028783742,0.050214234911577636
230,0.1851865930563843,0.0506222504922288
231,0.18455310510133419,0.0502060050071255
232,0.18455310510133419,0.050338508000884394
233,0.18273333581607823,0.05045513343353596
234,0.18092140849468885,0.05057796890717846
235,0.18092140849468885,0.050641665510864534
236,0.1821445343029786,0.05056416412715187
237,0.1844980035299903,0.05059521958543079
238,0.1863326158191732,0.05019692160656379
239,0.1863326158191732,0.050641665510864534
240,0.18528102661627927,0.050745524382924255
241,0.18528102661627927,0.05105100770557915
242,0.18671868084668983,0.05088193617160642
243,0.18517190866065947,0.05018009687564363
244,0.18540718499267428,0.05105797904823296
245,0.18540718499267428,0.05129184682793562
246,0.1856306399271114,0.051175724474698
247,0.19009159418472124,0.051396574173136235
248,0.19141351882261187,0.05099027518326712
249,0.1938220385677225,0.0512776356550041
250,0.19454540806605064,0.05211898788310441
251,0.19703855876809526,0.05267305704793971
252,0.20180528826124602,0.05294374064485232
253,0.20180528826124602,0.0540699350614648
254,0.20200752919376525,0.05386189141627665
255,0.20321407826005894,0.054296627474476174
256,0.20321407826005894,0.05491111630514854
257,0.20699293542250963,0.054642867226889824
258,0.2070627224234678,0.05499341407693047
259,0.2055306081358717,0.054979925093303884
260,0.20906693566538476,0.05477924230723808
261,0.21036890835827693,0.05454644454265464
262,0.21272919041144184,0.05441525896440507
263,0.21413362437723205,0.05590496016838373
264,0.21578241108218088,0.05590496016838373
265,0.21415385565006886,0.05585236808236659
266,0.21415385565006886,0.055820438068170414
267,0.2148542913605408,0.05527417672154781
268,0.2170102146924623,0.056152971826057066
269,0.2170102146924623,0.05644766837794208
270,0.2168286499027345,0.056395582400447945
271,0.21940220191346899,0.055961082687079985
272,0.21940220191346899,0.05578542271736499
273,0.2194725132694773,0.05560945155313812
274,0.21973810160778437,0.05571504468347514
275,0.21974665852990863,0.0554506848377871
276,0.22070187186007495,0.055307968942743035
277,0.22070187186007495,0.05553937672811011
278,0.22063003158992306,0.055645102833832144
279,0.22082595637645064,0.05562715824751321
280,0.22150712569597927,0.05602962481708098
281,0.22234412838711096,0.05608205067722886
282,0.2257196133184046,0.055396644707942005
283,0.2294343852478548,0.055220983884973374
284,0.23234879800833516,0.05558894325533539
285,0.23474729899501895,0.05628342562424572
286,0.23700201044551966,0.055220983884973374
287,0.24204929660083907,0.05488124470534686
288,0.24250810851892024,0.05472036519749241
289,0.24337271511059122,0.054289022455591085
290,0.24287562373470048,0.05385422500621848
291,0.24149044113739487,0.05407206076248658
292,0.2460368043521233,0.05350261027391513
293,0.24672471965589426,0.053502610273915126
294,0.24955623554228654,0.053651723444558874
