para,error
0.7,526.3866577148438
0.8,468.3606872558594
0.9,415.8254089355469
1.0,367.6037902832031
1.1,323.6806335449219
1.2,283.932861328125
1.3,247.69219970703125
1.4,203.42994689941406
1.5,185.82211303710938
1.6,150.6824493408203
1.7,136.21792602539062
1.8,108.66949462890625
1.9,96.9640121459961
2.0,75.74497985839844
2.1,58.47099304199219
2.2,50.53462219238281
2.4,29.79871368408203
2.6,18.829147338867188
2.7,13.24276351928711
2.8,9.588912963867188
3.0,6.142604351043701
3.2,4.916700839996338
3.3,5.179478168487549
3.4,4.858262538909912
3.5,6.841792106628418
3.6,5.226150035858154
3.8,5.974688529968262
3.9,6.687734127044678
4.0,6.388068675994873
4.2,6.683795928955078
4.4,8.095552444458008
4.5,7.985404014587402
4.8,10.639657974243164
4.9,15.515438079833984
5.0,14.344852447509766
5.1,14.342812538146973
5.2,16.22174072265625
5.4,18.855392456054688
5.5,21.349075317382812
5.6,22.469738006591797
5.7,23.98767852783203
6.0,29.58875274658203
6.3,36.18486022949219
6.4,37.38240432739258
6.5,39.3502197265625
6.6,41.41477966308594
6.8,45.54913330078125
7.0,49.285213470458984
7.2,53.24167251586914
7.5,59.74882507324219
7.6,62.491424560546875
7.7,63.013267517089844
7.8,65.43948364257812
8.0,68.3336181640625
8.1,70.31684875488281
8.4,75.47634887695312
8.5,80.6195068359375
8.8,82.71652221679688
9.0,86.73728942871094
9.1,87.444580078125
9.5,101.01304626464844
9.6,96.38152313232422
9.8,98.8280258178711
9.9,102.21528625488281
10.0,104.78861999511719
10.2,113.18122863769531
10.4,109.24298095703125
10.5,109.5941162109375
10.8,116.6551284790039
11.0,120.98780059814453
11.2,119.74313354492188
11.4,135.13381958007812
11.7,130.05685424804688
11.9,129.29385375976562
12.0,132.5338897705078
12.1,138.79296875
12.6,138.27487182617188
12.8,143.02743530273438
13.0,149.59765625
13.2,153.96389770507812
13.3,146.7195281982422
13.5,153.951416015625
13.6,152.81654357910156
14.0,154.6627197265625
14.3,167.78494262695312
14.4,161.95333862304688
15.0,173.73226928710938
15.2,170.48916625976562
15.3,174.43983459472656
15.4,180.39132690429688
15.6,184.64093017578125
16.0,178.47286987304688
16.2,183.5870361328125
16.5,191.9124755859375
16.8,197.1829071044922
16.9,200.23641967773438
17.0,194.1805419921875
17.1,192.0909881591797
17.6,202.46682739257812
18.0,200.0107879638672
18.2,212.64950561523438
18.7,212.16033935546875
19.0,211.64198303222656
19.2,219.0059051513672
19.5,223.9000244140625
19.6,226.90293884277344
19.8,221.08657836914062
20.0,219.4346466064453
20.4,228.5372772216797
20.8,234.1334686279297
20.9,229.3277130126953
21.0,237.96144104003906
21.6,237.2886505126953
22.0,236.9557647705078
22.1,243.47463989257812
22.4,247.99256896972656
22.5,250.90087890625
22.8,245.3476104736328
23.4,252.0303192138672
23.8,257.12713623046875
24.0,252.79000854492188
24.7,259.89202880859375
25.2,265.4761047363281
25.5,269.6357421875
25.6,272.4244689941406
26.0,267.13824462890625
26.6,273.13360595703125
27.0,277.77337646484375
27.2,281.1259765625
28.0,280.179931640625
28.5,285.22509765625
28.8,289.0521240234375
28.9,291.7087707519531
30.0,292.072265625
30.4,296.2999267578125
30.6,299.426025390625
32.0,302.95135498046875
32.3,306.4740295410156
32.4,308.9941101074219
34.0,312.93499755859375
34.2,315.84796142578125
36.0,322.1246643066406
36.1,324.50872802734375
38.0,330.6080322265625
40.0,338.46099853515625
