condition,fold,length,id,N_20nt,N_30nt,Time
wt_15mM_salt,1,40,36,0,0,1800.0
wt_15mM_salt,1,40,36,1,0,3600.0
wt_15mM_salt,1,40,36,0,1,5400.0
wt_15mM_salt,1,40,36,0,1,7200.0
wt_15mM_salt,1,40,37,0,1,1800.0
wt_15mM_salt,1,40,37,0,1,3600.0
wt_15mM_salt,1,40,37,0,1,5400.0
wt_15mM_salt,1,40,37,0,1,7200.0
wt_15mM_salt,1,40,38,0,0,1800.0
wt_15mM_salt,1,40,38,0,0,3600.0
wt_15mM_salt,1,40,38,1,0,5400.0
wt_15mM_salt,1,40,38,1,0,7200.0
wt_15mM_salt,1,40,39,0,0,1800.0
wt_15mM_salt,1,40,39,0,0,3600.0
wt_15mM_salt,1,40,39,0,0,5400.0
wt_15mM_salt,1,40,39,0,0,7200.0
wt_15mM_salt,1,40,40,0,0,1800.0
wt_15mM_salt,1,40,40,0,0,3600.0
wt_15mM_salt,1,40,40,1,0,5400.0
wt_15mM_salt,1,40,40,1,0,7200.0
wt_15mM_salt,1,40,41,0,0,1800.0
wt_15mM_salt,1,40,41,1,0,3600.0
wt_15mM_salt,1,40,41,1,0,5400.0
wt_15mM_salt,1,40,41,1,0,7200.0
wt_15mM_salt,1,40,42,1,0,1800.0
wt_15mM_salt,1,40,42,0,1,3600.0
wt_15mM_salt,1,40,42,0,1,5400.0
wt_15mM_salt,1,40,42,0,1,7200.0
wt_15mM_salt,1,40,43,0,0,1800.0
wt_15mM_salt,1,40,43,0,0,3600.0
wt_15mM_salt,1,40,43,0,0,5400.0
wt_15mM_salt,1,40,43,0,1,7200.0
wt_15mM_salt,1,40,44,0,0,1800.0
wt_15mM_salt,1,40,44,0,0,3600.0
wt_15mM_salt,1,40,44,0,0,5400.0
wt_15mM_salt,1,40,44,0,0,7200.0
wt_15mM_salt,1,40,45,0,0,1800.0
wt_15mM_salt,1,40,45,0,0,3600.0
wt_15mM_salt,1,40,45,1,0,5400.0
wt_15mM_salt,1,40,45,1,0,7200.0
wt_15mM_salt,1,40,46,1,0,1800.0
wt_15mM_salt,1,40,46,1,0,3600.0
wt_15mM_salt,1,40,46,1,0,5400.0
wt_15mM_salt,1,40,46,1,0,7200.0
wt_15mM_salt,1,40,47,0,0,1800.0
wt_15mM_salt,1,40,47,0,0,3600.0
wt_15mM_salt,1,40,47,1,0,5400.0
wt_15mM_salt,1,40,47,1,0,7200.0
wt_15mM_salt,1,40,48,0,0,1800.0
wt_15mM_salt,1,40,48,0,0,3600.0
wt_15mM_salt,1,40,48,1,0,5400.0
wt_15mM_salt,1,40,48,1,0,7200.0
wt_15mM_salt,1,40,49,0,0,1800.0
wt_15mM_salt,1,40,49,0,0,3600.0
wt_15mM_salt,1,40,49,0,1,5400.0
wt_15mM_salt,1,40,49,0,1,7200.0
wt_15mM_salt,1,40,50,0,0,1800.0
wt_15mM_salt,1,40,50,0,0,3600.0
wt_15mM_salt,1,40,50,0,0,5400.0
wt_15mM_salt,1,40,50,1,0,7200.0
wt_15mM_salt,1,40,51,0,0,1800.0
wt_15mM_salt,1,40,51,0,0,3600.0
wt_15mM_salt,1,40,51,0,0,5400.0
wt_15mM_salt,1,40,51,1,0,7200.0
wt_15mM_salt,1,40,52,0,0,1800.0
wt_15mM_salt,1,40,52,0,0,3600.0
wt_15mM_salt,1,40,52,0,1,5400.0
wt_15mM_salt,1,40,52,0,1,7200.0
wt_15mM_salt,1,40,53,0,0,1800.0
wt_15mM_salt,1,40,53,0,0,3600.0
wt_15mM_salt,1,40,53,0,0,5400.0
wt_15mM_salt,1,40,53,0,0,7200.0
wt_15mM_salt,1,40,54,0,0,1800.0
wt_15mM_salt,1,40,54,0,0,3600.0
wt_15mM_salt,1,40,54,0,0,5400.0
wt_15mM_salt,1,40,54,0,0,7200.0
wt_15mM_salt,1,40,55,0,0,1800.0
wt_15mM_salt,1,40,55,0,0,3600.0
wt_15mM_salt,1,40,55,0,0,5400.0
wt_15mM_salt,1,40,55,0,1,7200.0
wt_15mM_salt,1,40,56,0,0,1800.0
wt_15mM_salt,1,40,56,0,0,3600.0
wt_15mM_salt,1,40,56,0,1,5400.0
wt_15mM_salt,1,40,56,0,1,7200.0
wt_15mM_salt,1,40,57,0,0,1800.0
wt_15mM_salt,1,40,57,1,0,3600.0
wt_15mM_salt,1,40,57,1,0,5400.0
wt_15mM_salt,1,40,57,1,0,7200.0
wt_15mM_salt,1,40,58,1,0,1800.0
wt_15mM_salt,1,40,58,1,0,3600.0
wt_15mM_salt,1,40,58,1,0,5400.0
wt_15mM_salt,1,40,58,1,0,7200.0
wt_15mM_salt,1,40,59,1,0,1800.0
wt_15mM_salt,1,40,59,0,1,3600.0
wt_15mM_salt,1,40,59,0,1,5400.0
wt_15mM_salt,1,40,59,0,1,7200.0
wt_15mM_salt,1,40,60,0,0,1800.0
wt_15mM_salt,1,40,60,1,0,3600.0
wt_15mM_salt,1,40,60,0,1,5400.0
wt_15mM_salt,1,40,60,0,1,7200.0
wt_15mM_salt,1,40,61,0,0,1800.0
wt_15mM_salt,1,40,61,0,0,3600.0
wt_15mM_salt,1,40,61,1,0,5400.0
wt_15mM_salt,1,40,61,1,0,7200.0
wt_15mM_salt,1,40,62,0,0,1800.0
wt_15mM_salt,1,40,62,0,0,3600.0
wt_15mM_salt,1,40,62,0,0,5400.0
wt_15mM_salt,1,40,62,1,0,7200.0
wt_15mM_salt,1,40,63,0,0,1800.0
wt_15mM_salt,1,40,63,1,0,3600.0
wt_15mM_salt,1,40,63,1,0,5400.0
wt_15mM_salt,1,40,63,1,0,7200.0
wt_15mM_salt,1,40,64,1,0,1800.0
wt_15mM_salt,1,40,64,0,1,3600.0
wt_15mM_salt,1,40,64,0,1,5400.0
wt_15mM_salt,1,40,64,0,1,7200.0
wt_15mM_salt,1,40,65,0,0,1800.0
wt_15mM_salt,1,40,65,0,0,3600.0
wt_15mM_salt,1,40,65,0,0,5400.0
wt_15mM_salt,1,40,65,0,1,7200.0
wt_15mM_salt,1,40,66,0,0,1800.0
wt_15mM_salt,1,40,66,0,1,3600.0
wt_15mM_salt,1,40,66,0,1,5400.0
wt_15mM_salt,1,40,66,0,1,7200.0
wt_15mM_salt,1,40,67,0,0,1800.0
wt_15mM_salt,1,40,67,1,0,3600.0
wt_15mM_salt,1,40,67,1,0,5400.0
wt_15mM_salt,1,40,67,1,0,7200.0
wt_15mM_salt,1,40,68,0,0,1800.0
wt_15mM_salt,1,40,68,0,1,3600.0
wt_15mM_salt,1,40,68,0,1,5400.0
wt_15mM_salt,1,40,68,1,0,7200.0
wt_15mM_salt,1,40,69,0,0,1800.0
wt_15mM_salt,1,40,69,0,0,3600.0
wt_15mM_salt,1,40,69,0,0,5400.0
wt_15mM_salt,1,40,69,1,0,7200.0
wt_15mM_salt,1,40,70,0,0,1800.0
wt_15mM_salt,1,40,70,0,1,3600.0
wt_15mM_salt,1,40,70,0,1,5400.0
wt_15mM_salt,1,40,70,0,1,7200.0
wt_15mM_salt,1,40,71,0,0,1800.0
wt_15mM_salt,1,40,71,0,1,3600.0
wt_15mM_salt,1,40,71,0,1,5400.0
wt_15mM_salt,1,40,71,0,1,7200.0
wt_15mM_salt,1,40,72,0,0,1800.0
wt_15mM_salt,1,40,72,0,0,3600.0
wt_15mM_salt,1,40,72,0,1,5400.0
wt_15mM_salt,1,40,72,0,1,7200.0
wt_15mM_salt,1,40,73,0,0,1800.0
wt_15mM_salt,1,40,73,1,0,3600.0
wt_15mM_salt,1,40,73,1,0,5400.0
wt_15mM_salt,1,40,73,1,0,7200.0
wt_15mM_salt,1,40,74,1,0,1800.0
wt_15mM_salt,1,40,74,1,0,3600.0
wt_15mM_salt,1,40,74,1,0,5400.0
wt_15mM_salt,1,40,74,1,0,7200.0
wt_15mM_salt,1,40,75,1,0,1800.0
wt_15mM_salt,1,40,75,1,0,3600.0
wt_15mM_salt,1,40,75,1,0,5400.0
wt_15mM_salt,1,40,75,1,0,7200.0
wt_15mM_salt,1,40,76,0,0,1800.0
wt_15mM_salt,1,40,76,0,0,3600.0
wt_15mM_salt,1,40,76,1,0,5400.0
wt_15mM_salt,1,40,76,0,1,7200.0
wt_15mM_salt,1,40,77,0,0,1800.0
wt_15mM_salt,1,40,77,0,0,3600.0
wt_15mM_salt,1,40,77,1,0,5400.0
wt_15mM_salt,1,40,77,1,0,7200.0
wt_15mM_salt,1,40,78,0,0,1800.0
wt_15mM_salt,1,40,78,0,0,3600.0
wt_15mM_salt,1,40,78,1,0,5400.0
wt_15mM_salt,1,40,78,0,1,7200.0
wt_15mM_salt,1,40,79,0,0,1800.0
wt_15mM_salt,1,40,79,0,0,3600.0
wt_15mM_salt,1,40,79,0,0,5400.0
wt_15mM_salt,1,40,79,1,0,7200.0
wt_15mM_salt,1,40,80,0,0,1800.0
wt_15mM_salt,1,40,80,0,0,3600.0
wt_15mM_salt,1,40,80,0,0,5400.0
wt_15mM_salt,1,40,80,1,0,7200.0
wt_15mM_salt,1,40,81,1,0,1800.0
wt_15mM_salt,1,40,81,0,1,3600.0
wt_15mM_salt,1,40,81,0,1,5400.0
wt_15mM_salt,1,40,81,0,1,7200.0
wt_15mM_salt,1,40,82,0,0,1800.0
wt_15mM_salt,1,40,82,0,0,3600.0
wt_15mM_salt,1,40,82,1,0,5400.0
wt_15mM_salt,1,40,82,1,0,7200.0
wt_15mM_salt,1,40,83,0,0,1800.0
wt_15mM_salt,1,40,83,0,0,3600.0
wt_15mM_salt,1,40,83,0,0,5400.0
wt_15mM_salt,1,40,83,1,0,7200.0
wt_15mM_salt,1,40,84,0,0,1800.0
wt_15mM_salt,1,40,84,0,0,3600.0
wt_15mM_salt,1,40,84,1,0,5400.0
wt_15mM_salt,1,40,84,1,0,7200.0
wt_15mM_salt,1,40,85,0,0,1800.0
wt_15mM_salt,1,40,85,0,0,3600.0
wt_15mM_salt,1,40,85,1,0,5400.0
wt_15mM_salt,1,40,85,1,0,7200.0
wt_15mM_salt,1,40,86,0,1,1800.0
wt_15mM_salt,1,40,86,0,1,3600.0
wt_15mM_salt,1,40,86,0,1,5400.0
wt_15mM_salt,1,40,86,0,1,7200.0
wt_15mM_salt,1,40,87,0,0,1800.0
wt_15mM_salt,1,40,87,1,0,3600.0
wt_15mM_salt,1,40,87,1,0,5400.0
wt_15mM_salt,1,40,87,1,0,7200.0
wt_15mM_salt,1,40,88,0,0,1800.0
wt_15mM_salt,1,40,88,0,0,3600.0
wt_15mM_salt,1,40,88,0,0,5400.0
wt_15mM_salt,1,40,88,0,0,7200.0
wt_15mM_salt,1,40,89,1,0,1800.0
wt_15mM_salt,1,40,89,1,0,3600.0
wt_15mM_salt,1,40,89,1,0,5400.0
wt_15mM_salt,1,40,89,1,0,7200.0
wt_15mM_salt,1,40,90,0,0,1800.0
wt_15mM_salt,1,40,90,0,0,3600.0
wt_15mM_salt,1,40,90,0,0,5400.0
wt_15mM_salt,1,40,90,0,0,7200.0
wt_15mM_salt,1,40,91,1,0,1800.0
wt_15mM_salt,1,40,91,1,0,3600.0
wt_15mM_salt,1,40,91,1,0,5400.0
wt_15mM_salt,1,40,91,1,0,7200.0
wt_15mM_salt,1,40,92,0,0,1800.0
wt_15mM_salt,1,40,92,0,0,3600.0
wt_15mM_salt,1,40,92,0,1,5400.0
wt_15mM_salt,1,40,92,0,1,7200.0
wt_15mM_salt,1,40,93,0,0,1800.0
wt_15mM_salt,1,40,93,0,1,3600.0
wt_15mM_salt,1,40,93,0,1,5400.0
wt_15mM_salt,1,40,93,0,1,7200.0
wt_15mM_salt,1,40,94,0,0,1800.0
wt_15mM_salt,1,40,94,0,0,3600.0
wt_15mM_salt,1,40,94,0,0,5400.0
wt_15mM_salt,1,40,94,0,0,7200.0
wt_15mM_salt,1,40,95,0,0,1800.0
wt_15mM_salt,1,40,95,0,0,3600.0
wt_15mM_salt,1,40,95,0,1,5400.0
wt_15mM_salt,1,40,95,0,1,7200.0
wt_15mM_salt,1,40,96,1,0,1800.0
wt_15mM_salt,1,40,96,1,0,3600.0
wt_15mM_salt,1,40,96,1,0,5400.0
wt_15mM_salt,1,40,96,1,0,7200.0
wt_15mM_salt,1,40,97,0,0,1800.0
wt_15mM_salt,1,40,97,0,0,3600.0
wt_15mM_salt,1,40,97,0,0,5400.0
wt_15mM_salt,1,40,97,0,0,7200.0
wt_15mM_salt,1,40,98,1,0,1800.0
wt_15mM_salt,1,40,98,1,0,3600.0
wt_15mM_salt,1,40,98,1,0,5400.0
wt_15mM_salt,1,40,98,1,0,7200.0
wt_15mM_salt,1,40,99,0,0,1800.0
wt_15mM_salt,1,40,99,0,0,3600.0
wt_15mM_salt,1,40,99,0,0,5400.0
wt_15mM_salt,1,40,99,0,0,7200.0
wt_15mM_salt,1,40,100,0,0,1800.0
wt_15mM_salt,1,40,100,0,0,3600.0
wt_15mM_salt,1,40,100,0,0,5400.0
wt_15mM_salt,1,40,100,1,0,7200.0
wt_15mM_salt,4,40,1,1,0,1800.0
wt_15mM_salt,4,40,1,1,0,3600.0
wt_15mM_salt,4,40,1,1,0,5400.0
wt_15mM_salt,4,40,1,1,0,7200.0
wt_15mM_salt,4,40,2,0,0,1800.0
wt_15mM_salt,4,40,2,0,0,3600.0
wt_15mM_salt,4,40,2,0,0,5400.0
wt_15mM_salt,4,40,2,0,0,7200.0
wt_15mM_salt,4,40,3,0,0,1800.0
wt_15mM_salt,4,40,3,0,0,3600.0
wt_15mM_salt,4,40,3,0,0,5400.0
wt_15mM_salt,4,40,3,1,0,7200.0
wt_15mM_salt,4,40,4,1,0,1800.0
wt_15mM_salt,4,40,4,1,0,3600.0
wt_15mM_salt,4,40,4,1,0,5400.0
wt_15mM_salt,4,40,4,1,0,7200.0
wt_15mM_salt,4,40,5,1,0,1800.0
wt_15mM_salt,4,40,5,0,1,3600.0
wt_15mM_salt,4,40,5,0,1,5400.0
wt_15mM_salt,4,40,5,0,1,7200.0
wt_15mM_salt,4,40,6,0,0,1800.0
wt_15mM_salt,4,40,6,0,0,3600.0
wt_15mM_salt,4,40,6,0,1,5400.0
wt_15mM_salt,4,40,6,0,1,7200.0
wt_15mM_salt,4,40,7,0,0,1800.0
wt_15mM_salt,4,40,7,0,0,3600.0
wt_15mM_salt,4,40,7,0,0,5400.0
wt_15mM_salt,4,40,7,1,0,7200.0
wt_15mM_salt,4,40,8,0,0,1800.0
wt_15mM_salt,4,40,8,0,0,3600.0
wt_15mM_salt,4,40,8,0,0,5400.0
wt_15mM_salt,4,40,8,0,0,7200.0
wt_15mM_salt,4,40,9,0,0,1800.0
wt_15mM_salt,4,40,9,0,0,3600.0
wt_15mM_salt,4,40,9,0,0,5400.0
wt_15mM_salt,4,40,9,0,0,7200.0
wt_15mM_salt,4,40,10,1,0,1800.0
wt_15mM_salt,4,40,10,1,0,3600.0
wt_15mM_salt,4,40,10,1,0,5400.0
wt_15mM_salt,4,40,10,1,0,7200.0
wt_15mM_salt,4,40,11,0,0,1800.0
wt_15mM_salt,4,40,11,0,0,3600.0
wt_15mM_salt,4,40,11,0,0,5400.0
wt_15mM_salt,4,40,11,1,0,7200.0
wt_15mM_salt,4,40,12,1,0,1800.0
wt_15mM_salt,4,40,12,1,0,3600.0
wt_15mM_salt,4,40,12,1,0,5400.0
wt_15mM_salt,4,40,12,1,0,7200.0
wt_15mM_salt,4,40,13,0,0,1800.0
wt_15mM_salt,4,40,13,0,0,3600.0
wt_15mM_salt,4,40,13,0,0,5400.0
wt_15mM_salt,4,40,13,0,0,7200.0
wt_15mM_salt,4,40,14,0,0,1800.0
wt_15mM_salt,4,40,14,0,0,3600.0
wt_15mM_salt,4,40,14,1,0,5400.0
wt_15mM_salt,4,40,14,1,0,7200.0
wt_15mM_salt,4,40,15,1,0,1800.0
wt_15mM_salt,4,40,15,1,0,3600.0
wt_15mM_salt,4,40,15,1,0,5400.0
wt_15mM_salt,4,40,15,1,0,7200.0
wt_15mM_salt,4,40,16,1,0,1800.0
wt_15mM_salt,4,40,16,1,0,3600.0
wt_15mM_salt,4,40,16,1,0,5400.0
wt_15mM_salt,4,40,16,1,0,7200.0
wt_15mM_salt,4,40,17,1,0,1800.0
wt_15mM_salt,4,40,17,1,0,3600.0
wt_15mM_salt,4,40,17,1,0,5400.0
wt_15mM_salt,4,40,17,1,0,7200.0
wt_15mM_salt,4,40,18,0,0,1800.0
wt_15mM_salt,4,40,18,0,0,3600.0
wt_15mM_salt,4,40,18,1,0,5400.0
wt_15mM_salt,4,40,18,0,1,7200.0
wt_15mM_salt,4,40,19,0,0,1800.0
wt_15mM_salt,4,40,19,1,0,3600.0
wt_15mM_salt,4,40,19,0,1,5400.0
wt_15mM_salt,4,40,19,0,1,7200.0
wt_15mM_salt,4,40,20,0,0,1800.0
wt_15mM_salt,4,40,20,1,0,3600.0
wt_15mM_salt,4,40,20,1,0,5400.0
wt_15mM_salt,4,40,20,1,0,7200.0
wt_15mM_salt,4,40,21,0,0,1800.0
wt_15mM_salt,4,40,21,1,0,3600.0
wt_15mM_salt,4,40,21,1,0,5400.0
wt_15mM_salt,4,40,21,0,1,7200.0
wt_15mM_salt,4,40,22,0,0,1800.0
wt_15mM_salt,4,40,22,0,0,3600.0
wt_15mM_salt,4,40,22,0,1,5400.0
wt_15mM_salt,4,40,22,0,1,7200.0
wt_15mM_salt,4,40,23,1,0,1800.0
wt_15mM_salt,4,40,23,1,0,3600.0
wt_15mM_salt,4,40,23,1,0,5400.0
wt_15mM_salt,4,40,23,1,0,7200.0
wt_15mM_salt,4,40,24,0,0,1800.0
wt_15mM_salt,4,40,24,0,0,3600.0
wt_15mM_salt,4,40,24,0,1,5400.0
wt_15mM_salt,4,40,24,0,1,7200.0
wt_15mM_salt,4,40,25,0,0,1800.0
wt_15mM_salt,4,40,25,0,0,3600.0
wt_15mM_salt,4,40,25,1,0,5400.0
wt_15mM_salt,4,40,25,1,0,7200.0
wt_15mM_salt,4,40,26,0,1,1800.0
wt_15mM_salt,4,40,26,0,1,3600.0
wt_15mM_salt,4,40,26,0,1,5400.0
wt_15mM_salt,4,40,26,0,1,7200.0
wt_15mM_salt,4,40,27,0,0,1800.0
wt_15mM_salt,4,40,27,0,0,3600.0
wt_15mM_salt,4,40,27,1,0,5400.0
wt_15mM_salt,4,40,27,1,0,7200.0
wt_15mM_salt,4,40,28,0,0,1800.0
wt_15mM_salt,4,40,28,0,0,3600.0
wt_15mM_salt,4,40,28,0,0,5400.0
wt_15mM_salt,4,40,28,0,0,7200.0
wt_15mM_salt,4,40,29,0,0,1800.0
wt_15mM_salt,4,40,29,0,0,3600.0
wt_15mM_salt,4,40,29,1,0,5400.0
wt_15mM_salt,4,40,29,1,0,7200.0
wt_15mM_salt,4,40,30,0,0,1800.0
wt_15mM_salt,4,40,30,1,0,3600.0
wt_15mM_salt,4,40,30,1,0,5400.0
wt_15mM_salt,4,40,30,1,0,7200.0
wt_15mM_salt,4,40,31,0,0,1800.0
wt_15mM_salt,4,40,31,0,0,3600.0
wt_15mM_salt,4,40,31,1,0,5400.0
wt_15mM_salt,4,40,31,1,0,7200.0
wt_15mM_salt,4,40,32,1,0,1800.0
wt_15mM_salt,4,40,32,1,0,3600.0
wt_15mM_salt,4,40,32,1,0,5400.0
wt_15mM_salt,4,40,32,1,0,7200.0
wt_15mM_salt,4,40,33,0,0,1800.0
wt_15mM_salt,4,40,33,0,0,3600.0
wt_15mM_salt,4,40,33,0,0,5400.0
wt_15mM_salt,4,40,33,1,0,7200.0
wt_15mM_salt,4,40,34,0,0,1800.0
wt_15mM_salt,4,40,34,1,0,3600.0
wt_15mM_salt,4,40,34,1,0,5400.0
wt_15mM_salt,4,40,34,1,0,7200.0
wt_15mM_salt,4,40,35,0,0,1800.0
wt_15mM_salt,4,40,35,0,0,3600.0
wt_15mM_salt,4,40,35,1,0,5400.0
wt_15mM_salt,4,40,35,1,0,7200.0
wt_15mM_salt,4,40,36,0,1,1800.0
wt_15mM_salt,4,40,36,0,1,3600.0
wt_15mM_salt,4,40,36,0,1,5400.0
wt_15mM_salt,4,40,36,0,1,7200.0
wt_15mM_salt,4,40,37,0,0,1800.0
wt_15mM_salt,4,40,37,1,0,3600.0
wt_15mM_salt,4,40,37,1,0,5400.0
wt_15mM_salt,4,40,37,1,0,7200.0
wt_15mM_salt,4,40,38,0,0,1800.0
wt_15mM_salt,4,40,38,0,0,3600.0
wt_15mM_salt,4,40,38,0,1,5400.0
wt_15mM_salt,4,40,38,0,1,7200.0
wt_15mM_salt,4,40,39,0,0,1800.0
wt_15mM_salt,4,40,39,0,0,3600.0
wt_15mM_salt,4,40,39,1,0,5400.0
wt_15mM_salt,4,40,39,1,0,7200.0
wt_15mM_salt,4,40,40,0,0,1800.0
wt_15mM_salt,4,40,40,0,0,3600.0
wt_15mM_salt,4,40,40,0,0,5400.0
wt_15mM_salt,4,40,40,0,0,7200.0
wt_15mM_salt,4,40,41,0,0,1800.0
wt_15mM_salt,4,40,41,0,0,3600.0
wt_15mM_salt,4,40,41,0,1,5400.0
wt_15mM_salt,4,40,41,0,1,7200.0
wt_15mM_salt,4,40,42,0,0,1800.0
wt_15mM_salt,4,40,42,1,0,3600.0
wt_15mM_salt,4,40,42,0,1,5400.0
wt_15mM_salt,4,40,42,0,1,7200.0
wt_15mM_salt,4,40,43,0,0,1800.0
wt_15mM_salt,4,40,43,0,0,3600.0
wt_15mM_salt,4,40,43,0,0,5400.0
wt_15mM_salt,4,40,43,0,0,7200.0
wt_15mM_salt,4,40,44,0,0,1800.0
wt_15mM_salt,4,40,44,0,0,3600.0
wt_15mM_salt,4,40,44,1,0,5400.0
wt_15mM_salt,4,40,44,0,1,7200.0
wt_15mM_salt,4,40,45,0,0,1800.0
wt_15mM_salt,4,40,45,0,0,3600.0
wt_15mM_salt,4,40,45,1,0,5400.0
wt_15mM_salt,4,40,45,1,0,7200.0
wt_15mM_salt,4,40,46,0,0,1800.0
wt_15mM_salt,4,40,46,0,0,3600.0
wt_15mM_salt,4,40,46,0,0,5400.0
wt_15mM_salt,4,40,46,0,0,7200.0
wt_15mM_salt,4,40,47,0,0,1800.0
wt_15mM_salt,4,40,47,0,0,3600.0
wt_15mM_salt,4,40,47,0,0,5400.0
wt_15mM_salt,4,40,47,0,0,7200.0
wt_15mM_salt,4,40,48,0,0,1800.0
wt_15mM_salt,4,40,48,0,0,3600.0
wt_15mM_salt,4,40,48,0,0,5400.0
wt_15mM_salt,4,40,48,0,0,7200.0
wt_15mM_salt,4,40,49,0,0,1800.0
wt_15mM_salt,4,40,49,0,0,3600.0
wt_15mM_salt,4,40,49,0,1,5400.0
wt_15mM_salt,4,40,49,0,1,7200.0
wt_15mM_salt,4,40,50,0,0,1800.0
wt_15mM_salt,4,40,50,0,1,3600.0
wt_15mM_salt,4,40,50,0,1,5400.0
wt_15mM_salt,4,40,50,0,1,7200.0
wt_15mM_salt,4,40,51,0,0,1800.0
wt_15mM_salt,4,40,51,0,0,3600.0
wt_15mM_salt,4,40,51,0,0,5400.0
wt_15mM_salt,4,40,51,1,0,7200.0
wt_15mM_salt,4,40,52,0,0,1800.0
wt_15mM_salt,4,40,52,0,0,3600.0
wt_15mM_salt,4,40,52,1,0,5400.0
wt_15mM_salt,4,40,52,1,0,7200.0
wt_15mM_salt,4,40,53,0,0,1800.0
wt_15mM_salt,4,40,53,0,1,3600.0
wt_15mM_salt,4,40,53,0,1,5400.0
wt_15mM_salt,4,40,53,0,1,7200.0
wt_15mM_salt,4,40,54,0,0,1800.0
wt_15mM_salt,4,40,54,0,0,3600.0
wt_15mM_salt,4,40,54,0,0,5400.0
wt_15mM_salt,4,40,54,0,0,7200.0
wt_15mM_salt,4,40,55,0,0,1800.0
wt_15mM_salt,4,40,55,1,0,3600.0
wt_15mM_salt,4,40,55,0,1,5400.0
wt_15mM_salt,4,40,55,0,1,7200.0
wt_15mM_salt,4,40,56,0,0,1800.0
wt_15mM_salt,4,40,56,0,0,3600.0
wt_15mM_salt,4,40,56,0,0,5400.0
wt_15mM_salt,4,40,56,1,0,7200.0
wt_15mM_salt,4,40,57,0,0,1800.0
wt_15mM_salt,4,40,57,0,0,3600.0
wt_15mM_salt,4,40,57,1,0,5400.0
wt_15mM_salt,4,40,57,1,0,7200.0
wt_15mM_salt,4,40,58,0,0,1800.0
wt_15mM_salt,4,40,58,1,0,3600.0
wt_15mM_salt,4,40,58,0,1,5400.0
wt_15mM_salt,4,40,58,0,1,7200.0
wt_15mM_salt,4,40,59,0,0,1800.0
wt_15mM_salt,4,40,59,0,0,3600.0
wt_15mM_salt,4,40,59,0,0,5400.0
wt_15mM_salt,4,40,59,0,0,7200.0
wt_15mM_salt,4,40,60,0,0,1800.0
wt_15mM_salt,4,40,60,0,0,3600.0
wt_15mM_salt,4,40,60,0,1,5400.0
wt_15mM_salt,4,40,60,0,1,7200.0
wt_15mM_salt,4,40,61,0,0,1800.0
wt_15mM_salt,4,40,61,1,0,3600.0
wt_15mM_salt,4,40,61,1,0,5400.0
wt_15mM_salt,4,40,61,1,0,7200.0
wt_15mM_salt,4,40,62,1,0,1800.0
wt_15mM_salt,4,40,62,1,0,3600.0
wt_15mM_salt,4,40,62,0,1,5400.0
wt_15mM_salt,4,40,62,0,1,7200.0
wt_15mM_salt,4,40,63,1,0,1800.0
wt_15mM_salt,4,40,63,1,0,3600.0
wt_15mM_salt,4,40,63,2,0,5400.0
wt_15mM_salt,4,40,63,2,0,7200.0
wt_15mM_salt,4,40,64,0,0,1800.0
wt_15mM_salt,4,40,64,0,0,3600.0
wt_15mM_salt,4,40,64,0,0,5400.0
wt_15mM_salt,4,40,64,0,0,7200.0
wt_15mM_salt,4,40,65,1,0,1800.0
wt_15mM_salt,4,40,65,1,0,3600.0
wt_15mM_salt,4,40,65,1,0,5400.0
wt_15mM_salt,4,40,65,1,0,7200.0
wt_15mM_salt,4,40,66,1,0,1800.0
wt_15mM_salt,4,40,66,0,1,3600.0
wt_15mM_salt,4,40,66,0,1,5400.0
wt_15mM_salt,4,40,66,0,1,7200.0
wt_15mM_salt,4,40,67,0,0,1800.0
wt_15mM_salt,4,40,67,1,0,3600.0
wt_15mM_salt,4,40,67,0,1,5400.0
wt_15mM_salt,4,40,67,0,1,7200.0
wt_15mM_salt,4,40,68,0,1,1800.0
wt_15mM_salt,4,40,68,0,1,3600.0
wt_15mM_salt,4,40,68,0,1,5400.0
wt_15mM_salt,4,40,68,0,1,7200.0
wt_15mM_salt,4,40,69,0,0,1800.0
wt_15mM_salt,4,40,69,0,0,3600.0
wt_15mM_salt,4,40,69,1,0,5400.0
wt_15mM_salt,4,40,69,0,1,7200.0
wt_15mM_salt,4,40,70,0,0,1800.0
wt_15mM_salt,4,40,70,1,0,3600.0
wt_15mM_salt,4,40,70,1,0,5400.0
wt_15mM_salt,4,40,70,0,1,7200.0
wt_15mM_salt,4,40,71,0,0,1800.0
wt_15mM_salt,4,40,71,0,0,3600.0
wt_15mM_salt,4,40,71,0,0,5400.0
wt_15mM_salt,4,40,71,1,0,7200.0
wt_15mM_salt,4,40,72,0,0,1800.0
wt_15mM_salt,4,40,72,0,0,3600.0
wt_15mM_salt,4,40,72,0,0,5400.0
wt_15mM_salt,4,40,72,0,0,7200.0
wt_15mM_salt,4,40,73,1,0,1800.0
wt_15mM_salt,4,40,73,1,0,3600.0
wt_15mM_salt,4,40,73,1,0,5400.0
wt_15mM_salt,4,40,73,1,0,7200.0
wt_15mM_salt,4,40,74,0,0,1800.0
wt_15mM_salt,4,40,74,0,0,3600.0
wt_15mM_salt,4,40,74,0,0,5400.0
wt_15mM_salt,4,40,74,0,0,7200.0
wt_15mM_salt,4,40,75,0,0,1800.0
wt_15mM_salt,4,40,75,0,0,3600.0
wt_15mM_salt,4,40,75,0,0,5400.0
