condition,fold,length,id,N_20nt,N_30nt,Time
wt_15mM_salt,10,60,56,0,0,1800.0
wt_15mM_salt,10,60,56,0,0,3600.0
wt_15mM_salt,10,60,56,0,0,5400.0
wt_15mM_salt,10,60,56,0,1,7200.0
wt_15mM_salt,10,60,57,1,0,1800.0
wt_15mM_salt,10,60,57,0,1,3600.0
wt_15mM_salt,10,60,57,1,1,5400.0
wt_15mM_salt,10,60,57,2,0,7200.0
wt_15mM_salt,10,60,58,2,0,1800.0
wt_15mM_salt,10,60,58,1,1,3600.0
wt_15mM_salt,10,60,58,1,1,5400.0
wt_15mM_salt,10,60,58,1,1,7200.0
wt_15mM_salt,10,60,59,0,0,1800.0
wt_15mM_salt,10,60,59,0,0,3600.0
wt_15mM_salt,10,60,59,0,0,5400.0
wt_15mM_salt,10,60,59,0,0,7200.0
wt_15mM_salt,10,60,60,0,0,1800.0
wt_15mM_salt,10,60,60,0,0,3600.0
wt_15mM_salt,10,60,60,1,0,5400.0
wt_15mM_salt,10,60,60,2,0,7200.0
wt_15mM_salt,10,60,61,0,0,1800.0
wt_15mM_salt,10,60,61,0,0,3600.0
wt_15mM_salt,10,60,61,0,0,5400.0
wt_15mM_salt,10,60,61,0,0,7200.0
wt_15mM_salt,10,60,62,0,0,1800.0
wt_15mM_salt,10,60,62,0,0,3600.0
wt_15mM_salt,10,60,62,0,1,5400.0
wt_15mM_salt,10,60,62,0,1,7200.0
wt_15mM_salt,10,60,63,0,0,1800.0
wt_15mM_salt,10,60,63,2,0,3600.0
wt_15mM_salt,10,60,63,2,0,5400.0
wt_15mM_salt,10,60,63,2,0,7200.0
wt_15mM_salt,10,60,64,0,0,1800.0
wt_15mM_salt,10,60,64,0,0,3600.0
wt_15mM_salt,10,60,64,1,0,5400.0
wt_15mM_salt,10,60,64,0,1,7200.0
wt_15mM_salt,10,60,65,0,0,1800.0
wt_15mM_salt,10,60,65,1,0,3600.0
wt_15mM_salt,10,60,65,0,1,5400.0
wt_15mM_salt,10,60,65,0,1,7200.0
wt_15mM_salt,10,60,66,0,1,1800.0
wt_15mM_salt,10,60,66,0,1,3600.0
wt_15mM_salt,10,60,66,0,1,5400.0
wt_15mM_salt,10,60,66,0,1,7200.0
wt_15mM_salt,10,60,67,2,0,1800.0
wt_15mM_salt,10,60,67,1,1,3600.0
wt_15mM_salt,10,60,67,1,1,5400.0
wt_15mM_salt,10,60,67,1,1,7200.0
wt_15mM_salt,10,60,68,0,0,1800.0
wt_15mM_salt,10,60,68,0,0,3600.0
wt_15mM_salt,10,60,68,0,1,5400.0
wt_15mM_salt,10,60,68,0,1,7200.0
wt_15mM_salt,10,60,69,0,0,1800.0
wt_15mM_salt,10,60,69,0,0,3600.0
wt_15mM_salt,10,60,69,0,0,5400.0
wt_15mM_salt,10,60,69,0,0,7200.0
wt_15mM_salt,10,60,70,1,0,1800.0
wt_15mM_salt,10,60,70,1,0,3600.0
wt_15mM_salt,10,60,70,0,1,5400.0
wt_15mM_salt,10,60,70,0,1,7200.0
wt_15mM_salt,10,60,71,0,1,1800.0
wt_15mM_salt,10,60,71,0,1,3600.0
wt_15mM_salt,10,60,71,0,1,5400.0
wt_15mM_salt,10,60,71,0,1,7200.0
wt_15mM_salt,10,60,72,0,0,1800.0
wt_15mM_salt,10,60,72,1,0,3600.0
wt_15mM_salt,10,60,72,1,1,5400.0
wt_15mM_salt,10,60,72,1,1,7200.0
wt_15mM_salt,10,60,73,1,0,1800.0
wt_15mM_salt,10,60,73,1,0,3600.0
wt_15mM_salt,10,60,73,1,0,5400.0
wt_15mM_salt,10,60,73,1,0,7200.0
wt_15mM_salt,10,60,74,0,1,1800.0
wt_15mM_salt,10,60,74,0,1,3600.0
wt_15mM_salt,10,60,74,0,1,5400.0
wt_15mM_salt,10,60,74,0,1,7200.0
wt_15mM_salt,10,60,75,1,0,1800.0
wt_15mM_salt,10,60,75,1,0,3600.0
wt_15mM_salt,10,60,75,1,0,5400.0
wt_15mM_salt,10,60,75,1,0,7200.0
wt_15mM_salt,10,60,76,0,0,1800.0
wt_15mM_salt,10,60,76,1,0,3600.0
wt_15mM_salt,10,60,76,1,0,5400.0
wt_15mM_salt,10,60,76,0,1,7200.0
wt_15mM_salt,10,60,77,0,1,1800.0
wt_15mM_salt,10,60,77,0,1,3600.0
wt_15mM_salt,10,60,77,0,1,5400.0
wt_15mM_salt,10,60,77,0,1,7200.0
wt_15mM_salt,10,60,78,0,0,1800.0
wt_15mM_salt,10,60,78,0,0,3600.0
wt_15mM_salt,10,60,78,1,0,5400.0
wt_15mM_salt,10,60,78,2,0,7200.0
wt_15mM_salt,10,60,79,0,0,1800.0
wt_15mM_salt,10,60,79,0,0,3600.0
wt_15mM_salt,10,60,79,2,0,5400.0
wt_15mM_salt,10,60,79,2,0,7200.0
wt_15mM_salt,10,60,80,1,1,1800.0
wt_15mM_salt,10,60,80,1,1,3600.0
wt_15mM_salt,10,60,80,1,1,5400.0
wt_15mM_salt,10,60,80,1,1,7200.0
wt_15mM_salt,10,60,81,0,0,1800.0
wt_15mM_salt,10,60,81,1,0,3600.0
wt_15mM_salt,10,60,81,1,1,5400.0
wt_15mM_salt,10,60,81,1,1,7200.0
wt_15mM_salt,10,60,82,0,0,1800.0
wt_15mM_salt,10,60,82,0,0,3600.0
wt_15mM_salt,10,60,82,0,0,5400.0
wt_15mM_salt,10,60,82,0,0,7200.0
wt_15mM_salt,10,60,83,0,0,1800.0
wt_15mM_salt,10,60,83,2,0,3600.0
wt_15mM_salt,10,60,83,2,0,5400.0
wt_15mM_salt,10,60,83,2,0,7200.0
wt_15mM_salt,10,60,84,0,0,1800.0
wt_15mM_salt,10,60,84,0,0,3600.0
wt_15mM_salt,10,60,84,0,0,5400.0
wt_15mM_salt,10,60,84,1,1,7200.0
wt_15mM_salt,10,60,85,1,0,1800.0
wt_15mM_salt,10,60,85,0,1,3600.0
wt_15mM_salt,10,60,85,0,1,5400.0
wt_15mM_salt,10,60,85,0,1,7200.0
wt_15mM_salt,10,60,86,0,0,1800.0
wt_15mM_salt,10,60,86,0,0,3600.0
wt_15mM_salt,10,60,86,1,0,5400.0
wt_15mM_salt,10,60,86,1,1,7200.0
wt_15mM_salt,10,60,87,0,0,1800.0
wt_15mM_salt,10,60,87,0,0,3600.0
wt_15mM_salt,10,60,87,0,0,5400.0
wt_15mM_salt,10,60,87,2,0,7200.0
wt_15mM_salt,10,60,88,0,0,1800.0
wt_15mM_salt,10,60,88,1,1,3600.0
wt_15mM_salt,10,60,88,1,1,5400.0
wt_15mM_salt,10,60,88,1,1,7200.0
wt_15mM_salt,10,60,89,0,0,1800.0
wt_15mM_salt,10,60,89,1,1,3600.0
wt_15mM_salt,10,60,89,1,1,5400.0
wt_15mM_salt,10,60,89,1,1,7200.0
wt_15mM_salt,10,60,90,0,0,1800.0
wt_15mM_salt,10,60,90,0,1,3600.0
wt_15mM_salt,10,60,90,1,1,5400.0
wt_15mM_salt,10,60,90,1,1,7200.0
wt_15mM_salt,10,60,91,0,1,1800.0
wt_15mM_salt,10,60,91,0,1,3600.0
wt_15mM_salt,10,60,91,0,1,5400.0
wt_15mM_salt,10,60,91,0,1,7200.0
wt_15mM_salt,10,60,92,0,1,1800.0
wt_15mM_salt,10,60,92,0,1,3600.0
wt_15mM_salt,10,60,92,0,1,5400.0
wt_15mM_salt,10,60,92,0,1,7200.0
wt_15mM_salt,10,60,93,0,0,1800.0
wt_15mM_salt,10,60,93,0,0,3600.0
wt_15mM_salt,10,60,93,0,1,5400.0
wt_15mM_salt,10,60,93,0,1,7200.0
wt_15mM_salt,10,60,94,0,0,1800.0
wt_15mM_salt,10,60,94,1,0,3600.0
wt_15mM_salt,10,60,94,0,1,5400.0
wt_15mM_salt,10,60,94,1,1,7200.0
wt_15mM_salt,10,60,95,1,0,1800.0
wt_15mM_salt,10,60,95,1,0,3600.0
wt_15mM_salt,10,60,95,1,0,5400.0
wt_15mM_salt,10,60,95,1,0,7200.0
wt_15mM_salt,10,60,96,0,1,1800.0
wt_15mM_salt,10,60,96,0,1,3600.0
wt_15mM_salt,10,60,96,0,1,5400.0
wt_15mM_salt,10,60,96,0,1,7200.0
wt_15mM_salt,10,60,97,2,0,1800.0
wt_15mM_salt,10,60,97,2,0,3600.0
wt_15mM_salt,10,60,97,2,0,5400.0
wt_15mM_salt,10,60,97,2,0,7200.0
wt_15mM_salt,10,60,98,0,0,1800.0
wt_15mM_salt,10,60,98,1,0,3600.0
wt_15mM_salt,10,60,98,0,1,5400.0
wt_15mM_salt,10,60,98,0,1,7200.0
wt_15mM_salt,10,60,99,1,0,1800.0
wt_15mM_salt,10,60,99,2,0,3600.0
wt_15mM_salt,10,60,99,2,0,5400.0
wt_15mM_salt,10,60,99,2,0,7200.0
wt_15mM_salt,10,60,100,0,1,1800.0
wt_15mM_salt,10,60,100,0,1,3600.0
wt_15mM_salt,10,60,100,0,1,5400.0
wt_15mM_salt,10,60,100,0,1,7200.0
wt_15mM_salt,25,60,1,1,0,1800.0
wt_15mM_salt,25,60,1,2,0,3600.0
wt_15mM_salt,25,60,1,2,0,5400.0
wt_15mM_salt,25,60,1,2,0,7200.0
wt_15mM_salt,25,60,2,1,0,1800.0
wt_15mM_salt,25,60,2,0,1,3600.0
wt_15mM_salt,25,60,2,0,1,5400.0
wt_15mM_salt,25,60,2,0,1,7200.0
wt_15mM_salt,25,60,3,0,0,1800.0
wt_15mM_salt,25,60,3,2,0,3600.0
wt_15mM_salt,25,60,3,2,0,5400.0
wt_15mM_salt,25,60,3,2,0,7200.0
wt_15mM_salt,25,60,4,1,0,1800.0
wt_15mM_salt,25,60,4,1,1,3600.0
wt_15mM_salt,25,60,4,1,1,5400.0
wt_15mM_salt,25,60,4,1,1,7200.0
wt_15mM_salt,25,60,5,1,0,1800.0
wt_15mM_salt,25,60,5,1,0,3600.0
wt_15mM_salt,25,60,5,0,1,5400.0
wt_15mM_salt,25,60,5,0,1,7200.0
wt_15mM_salt,25,60,6,1,0,1800.0
wt_15mM_salt,25,60,6,0,1,3600.0
wt_15mM_salt,25,60,6,0,1,5400.0
wt_15mM_salt,25,60,6,0,1,7200.0
wt_15mM_salt,25,60,7,1,0,1800.0
wt_15mM_salt,25,60,7,2,0,3600.0
wt_15mM_salt,25,60,7,2,0,5400.0
wt_15mM_salt,25,60,7,2,0,7200.0
wt_15mM_salt,25,60,8,0,0,1800.0
wt_15mM_salt,25,60,8,0,0,3600.0
wt_15mM_salt,25,60,8,2,0,5400.0
wt_15mM_salt,25,60,8,2,0,7200.0
wt_15mM_salt,25,60,9,0,0,1800.0
wt_15mM_salt,25,60,9,1,1,3600.0
wt_15mM_salt,25,60,9,1,1,5400.0
wt_15mM_salt,25,60,9,1,1,7200.0
wt_15mM_salt,25,60,10,0,1,1800.0
wt_15mM_salt,25,60,10,0,1,3600.0
wt_15mM_salt,25,60,10,0,1,5400.0
wt_15mM_salt,25,60,10,0,1,7200.0
wt_15mM_salt,25,60,11,1,0,1800.0
wt_15mM_salt,25,60,11,1,0,3600.0
wt_15mM_salt,25,60,11,1,0,5400.0
wt_15mM_salt,25,60,11,2,0,7200.0
wt_15mM_salt,25,60,12,0,0,1800.0
wt_15mM_salt,25,60,12,2,0,3600.0
wt_15mM_salt,25,60,12,2,0,5400.0
wt_15mM_salt,25,60,12,2,0,7200.0
wt_15mM_salt,25,60,13,0,0,1800.0
wt_15mM_salt,25,60,13,1,1,3600.0
wt_15mM_salt,25,60,13,1,1,5400.0
wt_15mM_salt,25,60,13,1,1,7200.0
wt_15mM_salt,25,60,14,0,0,1800.0
wt_15mM_salt,25,60,14,2,0,3600.0
wt_15mM_salt,25,60,14,2,0,5400.0
wt_15mM_salt,25,60,14,2,0,7200.0
wt_15mM_salt,25,60,15,0,0,1800.0
wt_15mM_salt,25,60,15,1,1,3600.0
wt_15mM_salt,25,60,15,1,1,5400.0
wt_15mM_salt,25,60,15,1,1,7200.0
wt_15mM_salt,25,60,16,2,0,1800.0
wt_15mM_salt,25,60,16,2,0,3600.0
wt_15mM_salt,25,60,16,2,0,5400.0
wt_15mM_salt,25,60,16,2,0,7200.0
wt_15mM_salt,25,60,17,0,1,1800.0
wt_15mM_salt,25,60,17,0,1,3600.0
wt_15mM_salt,25,60,17,1,1,5400.0
wt_15mM_salt,25,60,17,2,0,7200.0
wt_15mM_salt,25,60,18,1,0,1800.0
wt_15mM_salt,25,60,18,1,1,3600.0
wt_15mM_salt,25,60,18,1,1,5400.0
wt_15mM_salt,25,60,18,1,1,7200.0
wt_15mM_salt,25,60,19,1,0,1800.0
wt_15mM_salt,25,60,19,1,1,3600.0
wt_15mM_salt,25,60,19,1,1,5400.0
wt_15mM_salt,25,60,19,1,1,7200.0
wt_15mM_salt,25,60,20,0,0,1800.0
wt_15mM_salt,25,60,20,2,0,3600.0
wt_15mM_salt,25,60,20,1,1,5400.0
wt_15mM_salt,25,60,20,1,1,7200.0
wt_15mM_salt,25,60,21,0,0,1800.0
wt_15mM_salt,25,60,21,1,0,3600.0
wt_15mM_salt,25,60,21,2,0,5400.0
wt_15mM_salt,25,60,21,2,0,7200.0
wt_15mM_salt,25,60,22,0,1,1800.0
wt_15mM_salt,25,60,22,0,1,3600.0
wt_15mM_salt,25,60,22,0,1,5400.0
wt_15mM_salt,25,60,22,0,1,7200.0
wt_15mM_salt,25,60,23,1,0,1800.0
wt_15mM_salt,25,60,23,1,0,3600.0
wt_15mM_salt,25,60,23,0,1,5400.0
wt_15mM_salt,25,60,23,1,1,7200.0
wt_15mM_salt,25,60,24,0,0,1800.0
wt_15mM_salt,25,60,24,0,0,3600.0
wt_15mM_salt,25,60,24,2,0,5400.0
wt_15mM_salt,25,60,24,1,1,7200.0
wt_15mM_salt,25,60,25,1,0,1800.0
wt_15mM_salt,25,60,25,0,1,3600.0
wt_15mM_salt,25,60,25,0,1,5400.0
wt_15mM_salt,25,60,25,0,1,7200.0
wt_15mM_salt,25,60,26,1,0,1800.0
wt_15mM_salt,25,60,26,0,1,3600.0
wt_15mM_salt,25,60,26,0,1,5400.0
wt_15mM_salt,25,60,26,0,1,7200.0
wt_15mM_salt,25,60,27,0,0,1800.0
wt_15mM_salt,25,60,27,1,1,3600.0
wt_15mM_salt,25,60,27,1,1,5400.0
wt_15mM_salt,25,60,27,1,1,7200.0
wt_15mM_salt,25,60,28,0,0,1800.0
wt_15mM_salt,25,60,28,0,0,3600.0
wt_15mM_salt,25,60,28,1,1,5400.0
wt_15mM_salt,25,60,28,1,1,7200.0
wt_15mM_salt,25,60,29,0,1,1800.0
wt_15mM_salt,25,60,29,0,1,3600.0
wt_15mM_salt,25,60,29,0,1,5400.0
wt_15mM_salt,25,60,29,0,1,7200.0
wt_15mM_salt,25,60,30,0,1,1800.0
wt_15mM_salt,25,60,30,0,1,3600.0
wt_15mM_salt,25,60,30,0,1,5400.0
wt_15mM_salt,25,60,30,0,1,7200.0
wt_15mM_salt,25,60,31,0,0,1800.0
wt_15mM_salt,25,60,31,0,0,3600.0
wt_15mM_salt,25,60,31,2,0,5400.0
wt_15mM_salt,25,60,31,2,0,7200.0
wt_15mM_salt,25,60,32,0,0,1800.0
wt_15mM_salt,25,60,32,0,0,3600.0
wt_15mM_salt,25,60,32,0,0,5400.0
wt_15mM_salt,25,60,32,2,0,7200.0
wt_15mM_salt,25,60,33,1,0,1800.0
wt_15mM_salt,25,60,33,0,1,3600.0
wt_15mM_salt,25,60,33,1,1,5400.0
wt_15mM_salt,25,60,33,1,1,7200.0
wt_15mM_salt,25,60,34,1,0,1800.0
wt_15mM_salt,25,60,34,1,1,3600.0
wt_15mM_salt,25,60,34,1,1,5400.0
wt_15mM_salt,25,60,34,1,1,7200.0
wt_15mM_salt,25,60,35,1,1,1800.0
wt_15mM_salt,25,60,35,1,1,3600.0
wt_15mM_salt,25,60,35,1,1,5400.0
wt_15mM_salt,25,60,35,1,1,7200.0
wt_15mM_salt,25,60,36,1,0,1800.0
wt_15mM_salt,25,60,36,1,0,3600.0
wt_15mM_salt,25,60,36,1,0,5400.0
wt_15mM_salt,25,60,36,2,0,7200.0
wt_15mM_salt,25,60,37,0,0,1800.0
wt_15mM_salt,25,60,37,2,0,3600.0
wt_15mM_salt,25,60,37,2,0,5400.0
wt_15mM_salt,25,60,37,2,0,7200.0
wt_15mM_salt,25,60,38,0,0,1800.0
wt_15mM_salt,25,60,38,1,1,3600.0
wt_15mM_salt,25,60,38,1,1,5400.0
wt_15mM_salt,25,60,38,2,0,7200.0
wt_15mM_salt,25,60,39,1,0,1800.0
wt_15mM_salt,25,60,39,1,0,3600.0
wt_15mM_salt,25,60,39,0,1,5400.0
wt_15mM_salt,25,60,39,2,0,7200.0
wt_15mM_salt,25,60,40,0,1,1800.0
wt_15mM_salt,25,60,40,0,1,3600.0
wt_15mM_salt,25,60,40,0,1,5400.0
wt_15mM_salt,25,60,40,0,1,7200.0
wt_15mM_salt,25,60,41,0,0,1800.0
wt_15mM_salt,25,60,41,1,1,3600.0
wt_15mM_salt,25,60,41,1,1,5400.0
wt_15mM_salt,25,60,41,1,1,7200.0
wt_15mM_salt,25,60,42,0,0,1800.0
wt_15mM_salt,25,60,42,0,0,3600.0
wt_15mM_salt,25,60,42,0,0,5400.0
wt_15mM_salt,25,60,42,2,0,7200.0
wt_15mM_salt,25,60,43,0,1,1800.0
wt_15mM_salt,25,60,43,0,1,3600.0
wt_15mM_salt,25,60,43,0,1,5400.0
wt_15mM_salt,25,60,43,0,1,7200.0
wt_15mM_salt,25,60,44,0,0,1800.0
wt_15mM_salt,25,60,44,0,0,3600.0
wt_15mM_salt,25,60,44,1,0,5400.0
wt_15mM_salt,25,60,44,2,0,7200.0
wt_15mM_salt,25,60,45,0,0,1800.0
wt_15mM_salt,25,60,45,1,1,3600.0
wt_15mM_salt,25,60,45,1,1,5400.0
wt_15mM_salt,25,60,45,1,1,7200.0
wt_15mM_salt,25,60,46,1,0,1800.0
wt_15mM_salt,25,60,46,1,0,3600.0
wt_15mM_salt,25,60,46,1,1,5400.0
wt_15mM_salt,25,60,46,1,1,7200.0
wt_15mM_salt,25,60,47,1,0,1800.0
wt_15mM_salt,25,60,47,0,1,3600.0
wt_15mM_salt,25,60,47,0,1,5400.0
wt_15mM_salt,25,60,47,0,1,7200.0
wt_15mM_salt,25,60,48,0,1,1800.0
wt_15mM_salt,25,60,48,0,1,3600.0
wt_15mM_salt,25,60,48,0,1,5400.0
wt_15mM_salt,25,60,48,0,1,7200.0
wt_15mM_salt,25,60,49,0,0,1800.0
wt_15mM_salt,25,60,49,2,0,3600.0
wt_15mM_salt,25,60,49,2,0,5400.0
wt_15mM_salt,25,60,49,2,0,7200.0
wt_15mM_salt,25,60,50,0,1,1800.0
wt_15mM_salt,25,60,50,0,1,3600.0
wt_15mM_salt,25,60,50,0,1,5400.0
wt_15mM_salt,25,60,50,0,1,7200.0
wt_15mM_salt,25,60,51,0,1,1800.0
wt_15mM_salt,25,60,51,0,1,3600.0
wt_15mM_salt,25,60,51,0,1,5400.0
wt_15mM_salt,25,60,51,1,1,7200.0
wt_15mM_salt,25,60,52,0,1,1800.0
wt_15mM_salt,25,60,52,0,1,3600.0
wt_15mM_salt,25,60,52,0,1,5400.0
wt_15mM_salt,25,60,52,0,1,7200.0
wt_15mM_salt,25,60,53,0,1,1800.0
wt_15mM_salt,25,60,53,0,1,3600.0
wt_15mM_salt,25,60,53,0,1,5400.0
wt_15mM_salt,25,60,53,0,1,7200.0
wt_15mM_salt,25,60,54,0,0,1800.0
wt_15mM_salt,25,60,54,1,1,3600.0
wt_15mM_salt,25,60,54,1,1,5400.0
wt_15mM_salt,25,60,54,2,1,7200.0
wt_15mM_salt,25,60,55,0,1,1800.0
wt_15mM_salt,25,60,55,0,1,3600.0
wt_15mM_salt,25,60,55,0,1,5400.0
wt_15mM_salt,25,60,55,0,1,7200.0
wt_15mM_salt,25,60,56,0,0,1800.0
wt_15mM_salt,25,60,56,0,0,3600.0
wt_15mM_salt,25,60,56,1,0,5400.0
wt_15mM_salt,25,60,56,2,0,7200.0
wt_15mM_salt,25,60,57,1,0,1800.0
wt_15mM_salt,25,60,57,2,0,3600.0
wt_15mM_salt,25,60,57,2,0,5400.0
wt_15mM_salt,25,60,57,2,0,7200.0
wt_15mM_salt,25,60,58,0,1,1800.0
wt_15mM_salt,25,60,58,0,1,3600.0
wt_15mM_salt,25,60,58,0,1,5400.0
wt_15mM_salt,25,60,58,0,1,7200.0
wt_15mM_salt,25,60,59,0,0,1800.0
wt_15mM_salt,25,60,59,2,0,3600.0
wt_15mM_salt,25,60,59,1,1,5400.0
wt_15mM_salt,25,60,59,1,1,7200.0
wt_15mM_salt,25,60,60,1,0,1800.0
wt_15mM_salt,25,60,60,1,0,3600.0
wt_15mM_salt,25,60,60,1,0,5400.0
wt_15mM_salt,25,60,60,1,0,7200.0
wt_15mM_salt,25,60,61,0,0,1800.0
wt_15mM_salt,25,60,61,0,0,3600.0
wt_15mM_salt,25,60,61,0,0,5400.0
wt_15mM_salt,25,60,61,0,0,7200.0
wt_15mM_salt,25,60,62,0,0,1800.0
wt_15mM_salt,25,60,62,0,0,3600.0
wt_15mM_salt,25,60,62,0,0,5400.0
wt_15mM_salt,25,60,62,2,0,7200.0
wt_15mM_salt,25,60,63,1,0,1800.0
wt_15mM_salt,25,60,63,2,0,3600.0
wt_15mM_salt,25,60,63,1,1,5400.0
wt_15mM_salt,25,60,63,1,1,7200.0
wt_15mM_salt,25,60,64,0,0,1800.0
wt_15mM_salt,25,60,64,1,1,3600.0
wt_15mM_salt,25,60,64,1,1,5400.0
wt_15mM_salt,25,60,64,1,1,7200.0
wt_15mM_salt,25,60,65,1,0,1800.0
wt_15mM_salt,25,60,65,1,0,3600.0
wt_15mM_salt,25,60,65,2,0,5400.0
wt_15mM_salt,25,60,65,2,0,7200.0
wt_15mM_salt,25,60,66,0,1,1800.0
wt_15mM_salt,25,60,66,0,1,3600.0
wt_15mM_salt,25,60,66,0,1,5400.0
wt_15mM_salt,25,60,66,2,0,7200.0
wt_15mM_salt,25,60,67,0,0,1800.0
wt_15mM_salt,25,60,67,1,1,3600.0
wt_15mM_salt,25,60,67,1,1,5400.0
wt_15mM_salt,25,60,67,1,1,7200.0
wt_15mM_salt,25,60,68,0,1,1800.0
wt_15mM_salt,25,60,68,0,1,3600.0
wt_15mM_salt,25,60,68,1,0,5400.0
wt_15mM_salt,25,60,68,2,0,7200.0
wt_15mM_salt,25,60,69,1,0,1800.0
wt_15mM_salt,25,60,69,2,0,3600.0
wt_15mM_salt,25,60,69,1,1,5400.0
wt_15mM_salt,25,60,69,1,1,7200.0
wt_15mM_salt,25,60,70,0,0,1800.0
wt_15mM_salt,25,60,70,0,0,3600.0
wt_15mM_salt,25,60,70,2,0,5400.0
wt_15mM_salt,25,60,70,2,0,7200.0
wt_15mM_salt,25,60,71,1,0,1800.0
wt_15mM_salt,25,60,71,1,0,3600.0
wt_15mM_salt,25,60,71,2,0,5400.0
wt_15mM_salt,25,60,71,1,1,7200.0
wt_15mM_salt,25,60,72,0,0,1800.0
wt_15mM_salt,25,60,72,0,0,3600.0
wt_15mM_salt,25,60,72,0,0,5400.0
wt_15mM_salt,25,60,72,2,0,7200.0
wt_15mM_salt,25,60,73,0,0,1800.0
wt_15mM_salt,25,60,73,1,0,3600.0
wt_15mM_salt,25,60,73,1,1,5400.0
wt_15mM_salt,25,60,73,1,1,7200.0
wt_15mM_salt,25,60,74,0,0,1800.0
wt_15mM_salt,25,60,74,0,0,3600.0
wt_15mM_salt,25,60,74,2,0,5400.0
wt_15mM_salt,25,60,74,2,0,7200.0
wt_15mM_salt,25,60,75,0,1,1800.0
wt_15mM_salt,25,60,75,0,1,3600.0
wt_15mM_salt,25,60,75,0,1,5400.0
wt_15mM_salt,25,60,75,0,1,7200.0
wt_15mM_salt,25,60,76,0,1,1800.0
wt_15mM_salt,25,60,76,0,1,3600.0
wt_15mM_salt,25,60,76,0,1,5400.0
wt_15mM_salt,25,60,76,0,1,7200.0
wt_15mM_salt,25,60,77,0,0,1800.0
wt_15mM_salt,25,60,77,0,0,3600.0
wt_15mM_salt,25,60,77,0,0,5400.0
wt_15mM_salt,25,60,77,0,0,7200.0
wt_15mM_salt,25,60,78,0,0,1800.0
wt_15mM_salt,25,60,78,1,1,3600.0
wt_15mM_salt,25,60,78,1,1,5400.0
wt_15mM_salt,25,60,78,1,1,7200.0
wt_15mM_salt,25,60,79,1,0,1800.0
wt_15mM_salt,25,60,79,1,1,3600.0
wt_15mM_salt,25,60,79,1,1,5400.0
wt_15mM_salt,25,60,79,1,1,7200.0
wt_15mM_salt,25,60,80,1,0,1800.0
wt_15mM_salt,25,60,80,1,0,3600.0
wt_15mM_salt,25,60,80,1,0,5400.0
wt_15mM_salt,25,60,80,1,0,7200.0
wt_15mM_salt,25,60,81,1,0,1800.0
wt_15mM_salt,25,60,81,1,1,3600.0
wt_15mM_salt,25,60,81,1,1,5400.0
wt_15mM_salt,25,60,81,2,0,7200.0
wt_15mM_salt,25,60,82,0,1,1800.0
wt_15mM_salt,25,60,82,0,1,3600.0
wt_15mM_salt,25,60,82,0,1,5400.0
wt_15mM_salt,25,60,82,0,1,7200.0
wt_15mM_salt,25,60,83,0,1,1800.0
wt_15mM_salt,25,60,83,0,1,3600.0
wt_15mM_salt,25,60,83,0,1,5400.0
wt_15mM_salt,25,60,83,0,1,7200.0
wt_15mM_salt,25,60,84,0,0,1800.0
wt_15mM_salt,25,60,84,0,0,3600.0
wt_15mM_salt,25,60,84,2,0,5400.0
wt_15mM_salt,25,60,84,2,1,7200.0
wt_15mM_salt,25,60,85,0,1,1800.0
wt_15mM_salt,25,60,85,0,1,3600.0
wt_15mM_salt,25,60,85,0,1,5400.0
wt_15mM_salt,25,60,85,0,1,7200.0
wt_15mM_salt,25,60,86,0,0,1800.0
wt_15mM_salt,25,60,86,0,0,3600.0
wt_15mM_salt,25,60,86,0,0,5400.0
wt_15mM_salt,25,60,86,0,0,7200.0
wt_15mM_salt,25,60,87,0,1,1800.0
wt_15mM_salt,25,60,87,0,1,3600.0
wt_15mM_salt,25,60,87,0,1,5400.0
wt_15mM_salt,25,60,87,0,1,7200.0
wt_15mM_salt,25,60,88,0,1,1800.0
wt_15mM_salt,25,60,88,0,1,3600.0
wt_15mM_salt,25,60,88,0,1,5400.0
wt_15mM_salt,25,60,88,0,1,7200.0
wt_15mM_salt,25,60,89,0,0,1800.0
wt_15mM_salt,25,60,89,0,0,3600.0
wt_15mM_salt,25,60,89,0,0,5400.0
wt_15mM_salt,25,60,89,2,0,7200.0
wt_15mM_salt,25,60,90,0,0,1800.0
wt_15mM_salt,25,60,90,0,0,3600.0
wt_15mM_salt,25,60,90,2,0,5400.0
wt_15mM_salt,25,60,90,2,0,7200.0
wt_15mM_salt,25,60,91,0,0,1800.0
wt_15mM_salt,25,60,91,2,0,3600.0
wt_15mM_salt,25,60,91,2,0,5400.0
wt_15mM_salt,25,60,91,1,1,7200.0
wt_15mM_salt,25,60,92,1,0,1800.0
wt_15mM_salt,25,60,92,1,0,3600.0
wt_15mM_salt,25,60,92,1,0,5400.0
wt_15mM_salt,25,60,92,1,0,7200.0
wt_15mM_salt,25,60,93,0,0,1800.0
wt_15mM_salt,25,60,93,1,1,3600.0
wt_15mM_salt,25,60,93,1,1,5400.0
wt_15mM_salt,25,60,93,1,1,7200.0
wt_15mM_salt,25,60,94,0,0,1800.0
wt_15mM_salt,25,60,94,1,0,3600.0
wt_15mM_salt,25,60,94,1,1,5400.0
wt_15mM_salt,25,60,94,1,1,7200.0
wt_15mM_salt,25,60,95,0,0,1800.0
wt_15mM_salt,25,60,95,1,0,3600.0
wt_15mM_salt,25,60,95,0,1,5400.0
