para,error
0.7,270.5559387207031
0.8,246.26441955566406
0.9,223.35049438476562
1.0,201.78396606445312
1.1,181.53538513183594
1.2,162.575927734375
1.3,144.87745666503906
1.4,72.74293518066406
1.5,110.49925994873047
1.6,50.57987976074219
1.7,81.4334487915039
1.8,33.35975646972656
1.9,57.86274719238281
2.0,20.754133224487305
2.1,5.929579734802246
2.2,12.456932067871094
2.4,3.4799726009368896
2.6,6.182954788208008
2.7,3.8235254287719727
2.8,6.148770332336426
3.0,6.6111531257629395
3.2,7.499377727508545
3.3,13.312616348266602
3.4,10.120630264282227
3.5,51.648433685302734
3.6,14.813055038452148
3.8,21.336732864379883
3.9,38.226417541503906
4.0,29.69169807434082
4.2,56.13177490234375
4.4,92.25419616699219
4.5,77.47486877441406
4.8,102.116943359375
4.9,171.02249145507812
5.0,159.09486389160156
5.1,129.92469787597656
5.2,165.13858032226562
5.4,160.77000427246094
5.5,206.2384796142578
5.6,208.60147094726562
5.7,194.52975463867188
6.0,231.08560180664062
6.3,294.1836853027344
6.4,304.9162902832031
6.5,314.6011962890625
6.6,324.469482421875
6.8,356.62884521484375
7.0,361.01239013671875
7.2,380.21514892578125
7.5,438.97503662109375
7.6,468.1876220703125
7.7,419.34716796875
7.8,464.67022705078125
8.0,450.98748779296875
8.1,467.85589599609375
8.4,474.37469482421875
8.5,576.50830078125
8.8,517.679443359375
9.0,547.9732666015625
9.1,526.0708618164062
9.5,724.7918701171875
9.6,580.1827392578125
9.8,574.534423828125
9.9,622.9566040039062
10.0,651.0245361328125
10.2,789.3681640625
10.4,638.5946044921875
10.5,619.9275512695312
10.8,692.8505859375
11.0,734.1912841796875
11.2,662.4415283203125
11.4,967.9742431640625
11.7,757.8809814453125
11.9,702.276611328125
12.0,743.9976806640625
12.1,850.5122680664062
12.6,739.631103515625
12.8,791.502197265625
13.0,882.875732421875
13.2,934.7960205078125
13.3,774.69482421875
13.5,874.618408203125
13.6,835.892578125
14.0,807.64599609375
14.3,1012.6561279296875
14.4,877.4195556640625
15.0,1010.6868286132812
15.2,916.3176879882812
15.3,975.8421630859375
15.4,1084.62939453125
15.6,1146.4132080078125
16.0,952.8037109375
16.2,1021.4349975585938
16.5,1151.2431640625
16.8,1223.894775390625
16.9,1283.4376220703125
17.0,1120.985595703125
17.1,1064.0634765625
17.6,1212.993408203125
18.0,1103.9830322265625
18.2,1366.251708984375
18.7,1270.3365478515625
19.0,1216.764404296875
19.2,1361.65966796875
19.5,1442.5838623046875
19.6,1511.070556640625
19.8,1323.686279296875
20.0,1260.004638671875
20.4,1423.0406494140625
20.8,1513.089599609375
20.9,1373.414306640625
21.0,1592.004638671875
21.6,1480.0633544921875
22.0,1419.8544921875
22.1,1578.357177734375
22.4,1666.64453125
22.5,1743.16015625
22.8,1533.145751953125
23.4,1638.9093017578125
23.8,1735.643798828125
24.0,1582.66015625
24.7,1695.2100830078125
25.2,1799.57958984375
25.5,1894.34326171875
25.6,1966.085693359375
26.0,1747.669921875
26.6,1858.96142578125
27.0,1959.4468994140625
27.2,2035.260498046875
28.0,1914.2374267578125
28.5,2016.89990234375
28.8,2099.017578125
28.9,2168.768798828125
30.0,2070.20751953125
30.4,2157.94921875
30.6,2234.0185546875
32.0,2212.5673828125
32.3,2294.266357421875
32.4,2365.96240234375
34.0,2350.0517578125
34.2,2427.371337890625
36.0,2484.181396484375
36.1,2557.209228515625
38.0,2614.9150390625
40.0,2742.24462890625
