para,error
0.5,693.3956298828125
0.6,634.1857299804688
0.7,579.240966796875
0.8,528.2803344726562
0.9,481.0435791015625
1.0,336.4857482910156
1.2,276.0665588378906
1.4,224.22303771972656
1.5,159.6603546142578
1.6,179.99880981445312
1.8,112.29920196533203
2.0,71.53338623046875
2.1,75.76226806640625
2.4,39.64813232421875
2.5,30.163654327392578
2.7,29.05669403076172
2.8,19.451580047607422
3.0,12.806644439697266
3.2,8.888065338134766
3.5,7.231525421142578
3.6,6.274301052093506
4.0,10.225502014160156
4.2,16.86000633239746
4.5,22.413253784179688
4.8,32.62484359741211
4.9,37.31584167480469
5.0,39.755271911621094
5.4,55.26996612548828
5.5,64.3453140258789
5.6,62.87139892578125
6.0,78.7230224609375
6.3,90.45684814453125
6.4,96.53557586669922
6.5,97.68938446044922
6.6,100.79612731933594
7.0,114.07476806640625
7.2,122.5947036743164
7.5,129.9874267578125
7.7,145.8014678955078
7.8,143.7535400390625
8.0,145.32473754882812
8.1,176.07241821289062
8.4,164.07559204101562
8.5,160.03427124023438
8.8,196.550537109375
9.0,174.09588623046875
9.1,197.29998779296875
9.5,187.5101318359375
9.6,201.89202880859375
9.8,221.0758819580078
9.9,251.00791931152344
10.0,200.29055786132812
10.2,219.358642578125
10.4,255.56170654296875
10.5,243.49554443359375
10.8,235.89291381835938
11.0,307.69219970703125
11.2,264.59429931640625
11.4,251.53451538085938
11.7,316.5785217285156
11.9,284.4320983886719
12.0,266.32965087890625
12.6,303.0809020996094
12.8,330.76165771484375
13.0,378.9567565917969
13.3,320.6171569824219
13.5,373.216064453125
13.6,352.6195373535156
14.0,337.1175231933594
14.4,373.0594482421875
15.0,439.71923828125
15.2,392.1919860839844
15.3,422.12060546875
16.0,410.1217346191406
16.2,444.06591796875
17.0,491.7054443359375
17.1,464.53253173828125
18.0,483.6505126953125
19.0,536.47998046875
20.0,556.5776977539062
