para,error
0.7,149.5804443359375
0.8,150.08251953125
0.9,150.54483032226562
1.0,133.92974853515625
1.1,108.921630859375
1.2,87.22715759277344
1.3,68.57914733886719
1.4,52.23933792114258
1.5,39.466426849365234
1.6,28.103931427001953
1.7,19.844240188598633
1.8,12.775014877319336
1.9,8.196181297302246
2.0,4.9572601318359375
2.1,3.4999499320983887
2.2,3.545926094055176
2.4,3.7156219482421875
2.6,7.369378089904785
2.7,4.916722297668457
2.8,5.090892791748047
3.0,4.240966320037842
3.2,7.259998321533203
3.3,4.419412136077881
3.4,8.646968841552734
3.5,12.32752799987793
3.6,3.862002372741699
3.8,9.391996383666992
3.9,4.032619476318359
4.0,10.457294464111328
4.2,4.147554874420166
4.4,12.031915664672852
4.5,5.016329765319824
4.8,6.629228591918945
4.9,13.984973907470703
5.0,13.120889663696289
5.1,8.976665496826172
5.2,13.952098846435547
5.4,12.049171447753906
5.5,17.966285705566406
5.6,18.01104736328125
5.7,15.837406158447266
6.0,20.33214569091797
6.3,36.76285171508789
6.4,31.911479949951172
6.5,36.500816345214844
6.6,41.59799575805664
6.8,41.596839904785156
7.0,40.12001419067383
7.2,39.435691833496094
7.5,41.01919174194336
7.6,42.71253204345703
7.7,38.74137878417969
7.8,39.3055419921875
8.0,37.86414337158203
8.1,37.610618591308594
8.4,37.63615417480469
8.5,39.573177337646484
8.8,36.63066101074219
9.0,36.15925598144531
9.1,36.744110107421875
9.5,38.50970458984375
9.6,35.655616760253906
9.8,36.0201416015625
9.9,35.03366470336914
10.0,34.828857421875
10.2,36.60297775268555
10.4,34.88063430786133
10.5,35.42999267578125
10.8,34.12226867675781
11.0,33.763736724853516
11.2,34.24602127075195
11.4,35.820289611816406
11.7,33.3504753112793
11.9,34.5517578125
12.0,32.8929328918457
12.1,32.78620147705078
12.6,32.699520111083984
12.8,33.14358901977539
13.0,32.168460845947266
13.2,31.967918395996094
13.3,33.92565155029297
13.5,32.14348220825195
13.6,32.69888687133789
14.0,31.556777954101562
14.3,31.286502838134766
14.4,31.271080017089844
15.0,31.033781051635742
15.2,31.962509155273438
15.3,31.244590759277344
15.4,30.71068000793457
15.6,30.628787994384766
16.0,30.58170509338379
16.2,30.876436233520508
16.5,30.217937469482422
16.8,30.085617065429688
16.9,30.140687942504883
17.0,30.187198638916016
17.1,30.550294876098633
17.6,29.79169273376465
18.0,29.620498657226562
18.2,29.62725067138672
18.7,29.41946792602539
19.0,29.532258987426758
19.2,29.217891693115234
19.5,29.187326431274414
19.6,29.29587173461914
19.8,29.09169578552246
20.0,29.257585525512695
20.4,28.866098403930664
20.8,28.806318283081055
20.9,28.800931930541992
21.0,28.878942489624023
21.6,28.55614471435547
22.0,28.54129409790039
22.1,28.473228454589844
22.4,28.51767349243164
22.5,28.66615104675293
22.8,28.281047821044922
23.4,28.17961311340332
23.8,28.201698303222656
24.0,28.035280227661133
24.7,27.918901443481445
25.2,27.923057556152344
25.5,28.02264404296875
25.6,28.20042610168457
26.0,27.685890197753906
26.6,27.675546646118164
27.0,27.757732391357422
27.2,27.914505004882812
28.0,27.45425033569336
28.5,27.52233123779297
28.8,27.662193298339844
28.9,27.861007690429688
30.0,27.31180191040039
30.4,27.437925338745117
30.6,27.620285034179688
32.0,27.237293243408203
32.3,27.406259536743164
32.4,27.61969757080078
34.0,27.214740753173828
34.2,27.415111541748047
36.0,27.23200225830078
36.1,27.455116271972656
38.0,27.279773712158203
40.0,27.350879669189453
