para,error
0.5,119.56787109375
1.0,6.165148735046387
1.5,4.724114894866943
2.0,4.724862575531006
2.5,5.566637992858887
3.0,8.232893943786621
3.5,10.38467788696289
4.0,11.86556339263916
4.5,13.38112735748291
5.0,15.012709617614746
5.5,16.807340621948242
6.0,18.011232376098633
6.5,19.50893211364746
7.0,21.165790557861328
7.5,22.7498836517334
8.0,23.700458526611328
8.5,24.722990036010742
9.0,25.782474517822266
9.5,26.854917526245117
10.0,27.92389678955078
