k_on,k_off,v_open,v_close,α,β,diff_mean,diff_std
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,0.1,974.6105407714844,2.399595880793909
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,0.2,873.0082153320312,1.9990719512964632
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,0.3,781.5697814941407,1.6414121472891623
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,0.4,699.2077392578125,1.3212588898643287
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,0.5,624.9685363769531,1.0344043701148864
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,0.6,558.0135131835938,0.7774563490032375
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,0.7,497.6032775878906,0.5476781721817077
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,0.8,443.084228515625,0.34275702660314
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,0.9,393.87720947265626,0.1607658756323069
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,1.0,349.46783447265625,0.0
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,1.1,309.3982360839844,0.14102319953608203
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,1.2,273.260009765625,0.26363508964732424
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,1.3,240.6880859375,0.3690430732753373
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,1.4,211.35558319091797,0.45836118948801924
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,1.5,184.9691940307617,0.5326087775676992
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,1.6,161.26531677246095,0.5927523139619862
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,1.7,140.00663146972656,0.6396652342505595
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,1.8,120.97913436889648,0.674197532883386
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,1.9,103.98953475952149,0.6971252985686922
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,2.0,88.86300811767578,0.7091879406449834
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,2.1,75.4411849975586,0.7110941426718396
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,2.2,63.58041763305664,0.7034979734321536
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,2.3,53.150231552124026,0.6870335058062974
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,2.4,44.03196716308594,0.6622973635920476
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,2.5,36.11758193969727,0.6298642835927986
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,2.6,29.308579444885254,0.5902842182575879
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,2.7,23.515064239501953,0.5441007809513664
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,2.8,18.654904937744142,0.49186115006230186
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,2.9,14.652983379364013,0.43414387789252384
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.0,11.440524482727051,0.3716244722349052
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.1,8.95450201034546,0.305223836045024
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.2,7.13710389137268,0.23654728544177636
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.3,5.935252094268799,0.16943249788527626
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.4,5.300174283981323,0.11639835925221444
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.5,5.187017154693604,0.11180376210999961
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.6,5.554498100280762,0.16573775719271028
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.7,6.364592885971069,0.24544162710517933
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.8,7.582252025604248,0.3353806514279152
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.9,9.175146102905273,0.4309541004542827
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,4.0,11.113434791564941,0.5304494258264483
