para,error
0.7,235.740234375
0.8,213.8900146484375
0.9,193.32936096191406
1.0,173.75906372070312
1.1,155.3128662109375
1.2,138.12252807617188
1.3,120.10247802734375
1.4,65.53973388671875
1.5,85.62715148925781
1.6,42.69032287597656
1.7,58.39599609375
1.8,26.131057739257812
1.9,37.85523986816406
2.0,14.874750137329102
2.1,4.820131301879883
2.2,8.034843444824219
2.4,3.4973695278167725
2.6,6.498157978057861
2.7,4.374695777893066
2.8,5.646066665649414
3.0,4.640427112579346
3.2,7.806630611419678
3.3,7.112621307373047
3.4,7.401919364929199
3.5,36.69330596923828
3.6,8.319122314453125
3.8,10.809584617614746
3.9,21.375999450683594
4.0,14.837533950805664
4.2,32.995018005371094
4.4,61.82488250732422
4.5,47.526641845703125
4.8,64.88294219970703
4.9,121.67694091796875
5.0,119.32162475585938
5.1,84.9786148071289
5.2,117.42491149902344
5.4,107.73085021972656
5.5,156.196044921875
5.6,151.5116729736328
5.7,133.059326171875
6.0,160.8860321044922
6.3,210.49176025390625
6.4,218.486083984375
6.5,241.41751098632812
6.6,242.28802490234375
6.8,277.0267639160156
7.0,251.9947052001953
7.2,269.499755859375
7.5,339.47698974609375
7.6,374.0235290527344
7.7,290.9404296875
7.8,350.5621337890625
8.0,317.3516845703125
8.1,334.0670166015625
8.4,327.26715087890625
8.5,447.8660888671875
8.8,361.8642578125
9.0,388.2010192871094
9.1,361.0513916015625
9.5,564.4995727539062
9.6,403.1031494140625
9.8,392.43597412109375
9.9,438.20123291015625
10.0,463.7646484375
10.2,601.5376586914062
10.4,441.248291015625
10.5,421.529296875
10.8,484.266845703125
11.0,519.1475830078125
11.2,447.9449462890625
11.4,739.2578125
11.7,526.68505859375
11.9,472.5009765625
12.0,509.1773681640625
12.1,603.9988403320312
12.6,495.3627624511719
12.8,539.4337768554688
13.0,616.518798828125
13.2,659.3814697265625
13.3,516.6820678710938
13.5,601.8291015625
13.6,566.7650756835938
14.0,536.5967407226562
14.3,709.7073974609375
14.4,591.8775024414062
15.0,697.0467529296875
15.2,615.23583984375
15.3,663.8560180664062
15.4,752.9651489257812
15.6,800.8536376953125
16.0,637.0055541992188
16.2,691.0361328125
16.5,792.5299682617188
16.8,846.670166015625
16.9,892.3089599609375
17.0,762.6322021484375
17.1,716.2630004882812
17.6,828.8202514648438
18.0,739.728759765625
18.2,940.4683837890625
18.7,862.20166015625
19.0,818.6331787109375
19.2,926.7371215820312
19.5,984.31494140625
19.6,1033.9053955078125
19.8,892.9927978515625
20.0,843.6419677734375
20.4,961.868408203125
20.8,1024.37255859375
20.9,921.4708862304688
21.0,1079.61083984375
21.6,994.2205810546875
22.0,947.8776245117188
22.1,1061.090576171875
22.4,1121.2958984375
22.5,1174.01611328125
22.8,1024.098876953125
23.4,1094.8544921875
23.8,1159.4486083984375
24.0,1051.767578125
24.7,1125.99560546875
25.2,1194.4852294921875
25.5,1256.61962890625
25.6,1311.7481689453125
26.0,1154.7999267578125
26.6,1226.7620849609375
27.0,1292.800537109375
27.2,1352.357666015625
28.0,1256.5849609375
28.5,1326.0953369140625
28.8,1389.564208984375
28.9,1437.9425048828125
30.0,1356.8289794921875
30.4,1423.76904296875
30.6,1472.956298828125
32.0,1455.314453125
32.3,1505.0523681640625
32.4,1541.020751953125
34.0,1534.57568359375
34.2,1573.10546875
36.0,1602.593505859375
36.1,1638.0849609375
38.0,1667.4908447265625
40.0,1729.436279296875
