para,error
0.5,1995.6131591796875
0.6,1984.7890625
0.7,1973.994873046875
0.8,1963.230712890625
0.9,1952.415771484375
1.0,827.047607421875
1.1,1928.7384033203125
1.2,813.3177490234375
1.3,1905.2080078125
1.4,799.70751953125
1.5,178.5366668701172
1.6,786.2169189453125
1.7,1857.183349609375
1.8,169.81918334960938
1.9,1832.964599609375
2.0,33.47398376464844
2.1,161.37094116210938
2.2,743.6044921875
2.4,32.70594787597656
2.5,30.732091903686523
2.6,715.00439453125
2.7,145.28228759765625
2.8,32.33341979980469
3.0,30.980234146118164
3.2,32.58118438720703
3.3,128.83139038085938
3.4,657.8976440429688
3.5,31.539730072021484
3.6,32.596588134765625
3.8,629.7819213867188
3.9,113.62224578857422
4.0,30.68776512145996
4.2,31.138011932373047
4.4,32.80107116699219
4.5,30.82958221435547
4.8,33.13221740722656
4.9,28.36197853088379
5.0,29.338165283203125
5.1,86.37602233886719
5.2,34.95309829711914
5.4,29.644481658935547
5.5,27.30599594116211
5.6,27.743993759155273
5.7,74.68506622314453
6.0,30.063705444335938
6.3,29.43665313720703
6.4,33.33627700805664
6.5,31.54446029663086
6.6,26.8632869720459
6.8,33.86205291748047
7.0,29.33388328552246
7.2,29.004161834716797
7.5,31.8790340423584
7.6,33.156036376953125
7.7,26.978527069091797
7.8,32.113746643066406
8.0,26.823139190673828
8.1,29.13347625732422
8.4,32.1048583984375
8.5,27.02823257446289
8.8,27.53664779663086
9.0,26.627490997314453
9.1,31.9908447265625
9.5,32.98724365234375
9.6,26.993038177490234
9.8,32.48230743408203
9.9,29.697282791137695
10.0,28.289329528808594
10.2,27.163131713867188
10.4,30.078676223754883
10.5,27.177095413208008
10.8,26.981300354003906
11.0,27.420825958251953
11.2,27.225791931152344
11.4,30.772720336914062
11.7,26.945415496826172
11.9,27.632366180419922
12.0,26.786331176757812
12.1,31.759550094604492
12.6,27.25836181640625
12.8,27.48042106628418
13.0,29.354719161987305
13.2,31.636911392211914
13.3,29.322649002075195
13.5,26.969512939453125
13.6,27.287439346313477
14.0,28.07289695739746
14.3,29.09252166748047
14.4,27.5223331451416
15.0,27.735233306884766
15.2,26.749210357666016
15.3,26.640541076660156
15.4,27.08749008178711
15.6,27.421022415161133
16.0,28.41318702697754
16.2,27.92440414428711
16.5,27.98263168334961
16.8,27.547609329223633
16.9,28.082033157348633
17.0,32.3110237121582
17.1,29.27703857421875
17.6,32.14833068847656
18.0,27.714153289794922
18.2,26.943248748779297
18.7,29.885957717895508
19.0,29.028709411621094
19.2,28.187274932861328
19.5,27.978601455688477
19.6,28.07160186767578
19.8,27.51567268371582
20.0,27.17840576171875
20.4,27.271217346191406
20.8,28.050796508789062
20.9,27.386486053466797
21.0,30.49202537536621
21.6,27.67667007446289
22.0,27.193435668945312
22.1,28.270402908325195
22.4,31.138200759887695
22.5,32.14930725097656
22.8,28.8187255859375
23.4,26.87753677368164
23.8,29.121753692626953
24.0,27.79625129699707
24.7,27.16976547241211
25.2,28.38141632080078
25.5,26.918127059936523
25.6,29.267597198486328
26.0,27.55248260498047
26.6,27.74884033203125
27.0,27.30929946899414
27.2,26.827438354492188
28.0,29.289691925048828
28.5,27.016584396362305
28.8,27.663366317749023
28.9,27.351642608642578
30.0,28.139110565185547
30.4,27.239585876464844
30.6,28.033226013183594
32.0,29.275053024291992
32.3,28.34113311767578
32.4,35.404510498046875
34.0,32.017799377441406
34.2,33.14958953857422
36.0,30.156578063964844
36.1,30.861019134521484
38.0,30.89337921142578
40.0,31.22384262084961
