para,error
0.5,638.8872680664062
0.6,580.4830322265625
0.7,526.3919677734375
0.8,476.3321228027344
0.9,429.3638610839844
1.0,349.46783447265625
1.1,344.48919677734375
1.2,273.9072265625
1.3,271.73114013671875
1.4,212.06985473632812
1.5,165.50460815429688
1.6,161.7261962890625
1.7,159.3172607421875
1.8,107.61971282958984
1.9,118.22377014160156
2.0,67.13450622558594
2.1,65.07771301269531
2.2,61.37428283691406
2.4,30.399879455566406
2.5,19.929588317871094
2.6,25.638690948486328
2.7,16.772933959960938
2.8,11.1199312210083
3.0,6.6635050773620605
3.2,5.888176918029785
3.3,5.294242858886719
3.4,5.661538600921631
3.5,6.140810966491699
3.6,5.006901741027832
3.8,6.458767414093018
3.9,5.769583702087402
4.0,5.011414527893066
4.2,7.258747100830078
4.4,8.851933479309082
4.5,10.121904373168945
4.8,9.166935920715332
4.9,12.06318473815918
5.0,9.383637428283691
5.1,8.830878257751465
5.2,8.680954933166504
5.4,8.757338523864746
5.5,8.745561599731445
5.6,8.94106674194336
5.7,9.001462936401367
6.0,8.316644668579102
6.3,9.929247856140137
6.4,10.291741371154785
6.5,9.377967834472656
6.6,9.19118595123291
6.8,11.604925155639648
7.0,10.532692909240723
7.2,11.40320873260498
7.5,14.055052757263184
7.6,15.65114974975586
7.7,13.212488174438477
7.8,15.034746170043945
8.0,14.387126922607422
8.1,15.10557746887207
8.4,17.46839141845703
8.5,19.949342727661133
8.8,18.779651641845703
9.0,18.98494529724121
9.1,21.858308792114258
9.5,26.997112274169922
9.6,22.05545425415039
9.8,24.323776245117188
9.9,23.085277557373047
10.0,24.209882736206055
10.2,28.814434051513672
10.4,25.307979583740234
10.5,26.798986434936523
10.8,27.193218231201172
11.0,29.257240295410156
11.2,28.513914108276367
11.4,32.363582611083984
11.7,31.19439697265625
11.9,31.604957580566406
12.0,31.62152099609375
12.1,36.79671096801758
12.6,33.89026641845703
12.8,34.603179931640625
13.0,38.77561950683594
13.2,41.99859619140625
13.3,36.0830078125
13.5,38.67261505126953
13.6,37.44587707519531
14.0,38.17967987060547
14.3,46.73232650756836
14.4,40.145484924316406
15.0,47.237831115722656
15.2,42.70318603515625
15.3,45.35295104980469
15.4,51.125732421875
15.6,53.116798400878906
16.0,45.12330627441406
16.2,48.398582458496094
16.5,55.19498825073242
16.8,57.66790771484375
16.9,59.516578674316406
17.0,54.63427734375
17.1,51.25994873046875
17.6,58.962337493896484
18.0,53.9482307434082
18.2,64.17794799804688
18.7,62.45195007324219
19.0,61.0800666809082
19.2,65.70873260498047
19.5,68.4425277709961
19.6,70.56632232666016
19.8,65.68782043457031
20.0,63.9893684387207
20.4,69.26212310791016
20.8,72.35086059570312
20.9,68.69270324707031
21.0,74.87834167480469
21.6,72.54402160644531
22.0,71.48767852783203
22.1,75.94038391113281
22.4,78.81539154052734
22.5,81.11343383789062
22.8,75.58121490478516
23.4,79.24485778808594
23.8,82.41985321044922
24.0,78.39778900146484
24.7,82.2943344116211
25.2,85.72906494140625
25.5,88.66271209716797
25.6,91.06060791015625
26.0,85.11534118652344
26.6,88.77570343017578
27.0,91.96307373046875
27.2,94.6499252319336
28.0,91.58824157714844
28.5,94.99545288085938
28.8,97.93110656738281
28.9,100.37457275390625
30.0,97.78988647460938
30.4,100.94064331054688
30.6,103.6287612915039
32.0,103.70977783203125
32.3,106.60901641845703
32.4,109.05886840820312
34.0,109.34756469726562
34.2,112.00509643554688
36.0,114.70918273925781
36.1,117.13748168945312
38.0,119.80435180664062
40.0,124.64492797851562
