k_on,k_off,v_open,v_close,α,β,diff_mean,diff_std
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,0.1,3.6,6.433356046676636,0.19288951520666597
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,0.2,3.6,6.2406059265136715,0.18803832265592696
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,0.3,3.6,6.073157548904419,0.1837177348743213
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,0.4,3.6,5.930329418182373,0.1798981342737487
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,0.5,3.6,5.811458683013916,0.1765481836892848
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,0.6,3.6,5.715900421142578,0.17363617884590804
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,0.7,3.6,5.643027019500733,0.1711302884997768
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,0.8,3.6,5.592228603363037,0.16899887490613516
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,0.9,3.6,5.562911510467529,0.1672112653408534
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.0,3.6,5.554498100280762,0.16573775719271028
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.1,3.6,5.566426515579224,0.16455025336063306
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.2,3.6,5.598149633407592,0.1636226607319016
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.3,3.6,5.649135398864746,0.16293096488672684
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.4,3.6,5.718865633010864,0.16245368711488173
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.5,3.6,5.806836366653442,0.16217183246006142
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.6,3.6,5.912556552886963,0.16206891605318946
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.7,3.6,6.03554859161377,0.16213073493002186
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.8,3.6,6.175347232818604,0.16234631627882268
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,1.9,3.6,6.331499433517456,0.16270628980180835
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,2.0,3.6,6.503564071655274,0.163204295411873
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,2.1,3.6,6.691112089157104,0.16383613203749356
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,2.2,3.6,6.893724584579468,0.16459900297439223
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,2.3,3.6,7.110995149612426,0.16549326768720854
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,2.4,3.6,7.342526197433472,0.1665192831350508
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,2.5,3.6,7.587931680679321,0.16768048284823722
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,2.6,3.6,7.8468348503112795,0.16898121847376357
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,2.7,3.6,8.118869209289551,0.17042626134108893
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,2.8,3.6,8.403677177429199,0.17202179325757844
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,2.9,3.6,8.7009108543396,0.1737754594016668
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,3.0,3.6,9.01023073196411,0.17569409027712887
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,3.1,3.6,9.3313063621521,0.17778578957366545
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,3.2,3.6,9.663815593719482,0.18005859940694757
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,3.3,3.6,10.007444763183594,0.18252061308312217
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,3.4,3.6,10.361887168884277,0.18517955203984304
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,3.5,3.6,10.726845264434814,0.18804349842295395
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,3.6,3.6,11.102027797698975,0.19111853559333186
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,3.7,3.6,11.487152004241944,0.19441250410766533
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,3.8,3.6,11.881940841674805,0.19793118776639929
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,3.9,3.6,12.286125087738037,0.20167947066684164
9.999999999999999e-6,1.7782794100389232e-5,1.0e-6,0.00023713737056616562,4.0,3.6,12.699442863464355,0.20566205760040898
