para,error
0.7,368.7965087890625
0.8,369.69354248046875
0.9,368.927978515625
1.0,349.9177551269531
1.1,304.8666076660156
1.2,264.9451904296875
1.3,229.58438110351562
1.4,196.32595825195312
1.5,170.53097534179688
1.6,139.71197509765625
1.7,124.34534454345703
1.8,94.94236755371094
1.9,86.3903579711914
2.0,61.039764404296875
2.1,41.44109344482422
2.2,37.11020278930664
2.4,18.493284225463867
2.6,14.479803085327148
2.7,9.023378372192383
2.8,6.258604526519775
3.0,7.314779758453369
3.2,5.323871612548828
3.3,5.388357162475586
3.4,5.055866241455078
3.5,6.499839782714844
3.6,5.166093349456787
3.8,6.646523475646973
3.9,7.257310390472412
4.0,5.455343246459961
4.2,8.324710845947266
4.4,7.490161418914795
4.5,7.032787322998047
4.8,6.97297477722168
4.9,13.931509017944336
5.0,7.11055850982666
5.1,9.323980331420898
5.2,6.322905540466309
5.4,8.210416793823242
5.5,9.121051788330078
5.6,6.633469104766846
5.7,6.871522426605225
6.0,6.85257625579834
6.3,29.614315032958984
6.4,12.572118759155273
6.5,19.689268112182617
6.6,27.80767822265625
6.8,18.06646728515625
7.0,28.06153106689453
7.2,25.159183502197266
7.5,38.37541961669922
7.6,33.78950500488281
7.7,45.66233825683594
7.8,46.03963088989258
8.0,43.89893341064453
8.1,46.4538459777832
8.4,43.09400939941406
8.5,42.20252227783203
8.8,42.537574768066406
9.0,40.15410614013672
9.1,40.73633575439453
9.5,38.35563659667969
9.6,38.44709014892578
9.8,38.298851013183594
9.9,39.18228530883789
10.0,36.767250061035156
10.2,36.59326934814453
10.4,37.05137634277344
10.5,36.23236846923828
10.8,34.97907257080078
11.0,36.656192779541016
11.2,34.46379852294922
11.4,33.564056396484375
11.7,34.37588119506836
11.9,32.937347412109375
12.0,32.3160285949707
12.1,34.701194763183594
12.6,31.609806060791016
12.8,31.705209732055664
13.0,32.364593505859375
13.2,32.567649841308594
13.3,30.4472713470459
13.5,31.01963996887207
13.6,30.407310485839844
14.0,29.422834396362305
14.3,30.809406280517578
14.4,29.279491424560547
15.0,29.374034881591797
15.2,28.29256820678711
15.3,28.574628829956055
15.4,29.341541290283203
15.6,29.578535079956055
16.0,27.42340850830078
16.2,27.591934204101562
16.5,28.10207176208496
16.8,28.23187255859375
16.9,28.585092544555664
17.0,27.19855308532715
17.1,26.732454299926758
17.6,27.04485321044922
18.0,25.975868225097656
18.2,27.336193084716797
18.7,26.134944915771484
19.0,25.561092376708984
19.2,26.12653350830078
19.5,26.28278160095215
19.6,26.601016998291016
19.8,25.345481872558594
20.0,24.888957977294922
20.4,25.293001174926758
20.8,25.385089874267578
20.9,24.655519485473633
21.0,25.615636825561523
21.6,24.57004737854004
22.0,24.04852867126465
22.1,24.613073348999023
22.4,24.776241302490234
22.5,25.059932708740234
22.8,23.938392639160156
23.4,23.943679809570312
23.8,24.05459213256836
24.0,23.38282585144043
24.7,23.358964920043945
25.2,23.429039001464844
25.5,23.589126586914062
25.6,23.84090805053711
26.0,22.84479331970215
26.6,22.88274574279785
27.0,22.999977111816406
27.2,23.196243286132812
28.0,22.40245246887207
28.5,22.48558235168457
28.8,22.6376953125
28.9,22.860925674438477
30.0,22.033416748046875
30.4,22.150115966796875
30.6,22.328384399414062
32.0,21.72159767150879
32.3,21.863597869873047
32.4,22.06170082092285
34.0,21.455181121826172
34.2,21.616477966308594
36.0,21.225311279296875
36.1,21.401470184326172
38.0,21.02524185180664
40.0,20.849750518798828
