para,error
0.5,348.0286865234375
0.6,350.63555908203125
0.7,352.8753662109375
0.8,354.8202209472656
0.9,356.5245666503906
1.0,336.4857482910156
1.2,253.8572998046875
1.4,189.20416259765625
1.5,159.1911163330078
1.6,138.82652282714844
1.8,99.41708374023438
2.0,69.50465393066406
2.1,57.85004425048828
2.4,31.252283096313477
2.5,25.01919174194336
2.7,15.913337707519531
2.8,12.727825164794922
3.0,8.687004089355469
3.2,7.049996852874756
3.5,6.517091751098633
3.6,5.607349395751953
4.0,6.591374397277832
4.2,8.772122383117676
4.5,7.86537504196167
4.8,9.260350227355957
4.9,13.295125961303711
5.0,7.925498008728027
5.4,11.87541389465332
5.5,40.68262481689453
5.6,18.47043228149414
6.0,16.530956268310547
6.3,25.87905502319336
6.4,33.595924377441406
6.5,44.19355010986328
6.6,42.39445114135742
7.0,35.42393493652344
7.2,43.817726135253906
7.5,61.494964599609375
7.7,54.90985107421875
7.8,61.59943389892578
8.0,53.79169464111328
8.1,57.50986862182617
8.4,68.55740356445312
8.5,81.378173828125
8.8,62.80865478515625
9.0,56.321205139160156
9.1,66.03018188476562
9.5,78.68427276611328
9.6,60.030364990234375
9.8,63.914390563964844
9.9,55.683631896972656
10.0,52.72039794921875
10.2,68.94036865234375
10.4,57.74065399169922
10.5,62.1201057434082
10.8,53.15816879272461
11.0,49.8723258972168
11.2,55.82495880126953
11.4,66.51322937011719
11.7,51.07848358154297
11.9,59.2486572265625
12.0,47.57069396972656
12.6,49.33964538574219
12.8,52.809356689453125
13.0,45.676815032958984
13.3,57.05930709838867
13.5,47.86663818359375
13.6,51.604339599609375
14.0,44.09437561035156
14.4,46.60454177856445
15.0,42.75459289550781
15.2,49.62556457519531
15.3,45.51231384277344
16.0,41.60718536376953
16.2,44.5587158203125
17.0,40.61461639404297
17.1,43.71959686279297
18.0,39.74833297729492
19.0,38.98628234863281
20.0,38.311180114746094
