mean_fraction_exposure,std_fraction_exposure,fold
0.653874,0.03600601133873694,0
0.582698,0.03843811760282343,1
0.43961999999999996,0.039216513734585706,4
0.264278,0.029075129362992485,10
0.12471199999999999,0.02313905823843348,25
0.067256,0.015787684242388866,50
0.045448,0.011877323100783443,100
0.029228000000000004,0.009828345730486887,200
