fraction_exposure,fold,id
0.8288,0,1
0.7,0,2
0.724,0,3
0.7556,0,4
0.775,0,5
0.791,0,6
0.7648,0,7
0.7986,0,8
0.7318,0,9
0.6594,0,10
0.7886,0,11
0.7248,0,12
0.7786,0,13
0.7642,0,14
0.7558,0,15
0.7206,0,16
0.7512,0,17
0.7288,0,18
0.7768,0,19
0.7238,0,20
0.7794,0,21
0.8144,0,22
0.7244,0,23
0.7696,0,24
0.7258,0,25
0.702,0,26
0.7654,0,27
0.8028,0,28
0.7298,0,29
0.7716,0,30
0.7368,0,31
0.7464,0,32
0.7918,0,33
0.755,0,34
0.7818,0,35
0.7894,0,36
0.7662,0,37
0.7336,0,38
0.7998,0,39
0.7878,0,40
0.7104,0,41
0.7026,0,42
0.7204,0,43
0.776,0,44
0.728,0,45
0.7138,0,46
0.8148,0,47
0.7964,0,48
0.7728,0,49
0.7252,0,50
0.7146,0,51
0.784,0,52
0.7668,0,53
0.7756,0,54
0.737,0,55
0.77,0,56
0.8026,0,57
0.8184,0,58
0.7582,0,59
0.8034,0,60
0.7964,0,61
0.7798,0,62
0.748,0,63
0.7904,0,64
0.7492,0,65
0.7388,0,66
0.8206,0,67
0.7442,0,68
0.7414,0,69
0.768,0,70
0.7676,0,71
0.7266,0,72
0.7496,0,73
0.7228,0,74
0.762,0,75
0.7534,0,76
0.7098,0,77
0.7406,0,78
0.8074,0,79
0.7422,0,80
0.7612,0,81
0.8068,0,82
0.758,0,83
0.7446,0,84
0.749,0,85
0.8036,0,86
0.7356,0,87
0.778,0,88
0.8068,0,89
0.7544,0,90
0.7208,0,91
0.777,0,92
0.7602,0,93
0.7626,0,94
0.7384,0,95
0.7358,0,96
0.7476,0,97
0.8096,0,98
0.7518,0,99
0.8054,0,100
0.7424,1,101
0.6826,1,102
0.6052,1,103
0.696,1,104
0.7342,1,105
0.721,1,106
0.717,1,107
0.6964,1,108
0.7132,1,109
0.713,1,110
0.735,1,111
0.6684,1,112
0.6654,1,113
0.6992,1,114
0.7184,1,115
0.6148,1,116
0.722,1,117
0.6216,1,118
0.7392,1,119
0.6344,1,120
0.6952,1,121
0.6568,1,122
0.7316,1,123
0.72,1,124
0.7014,1,125
0.7266,1,126
0.6998,1,127
0.7376,1,128
0.739,1,129
0.665,1,130
0.706,1,131
0.6814,1,132
0.705,1,133
0.6314,1,134
0.7166,1,135
0.6924,1,136
0.779,1,137
0.691,1,138
0.7904,1,139
0.7254,1,140
0.7476,1,141
0.6772,1,142
0.7198,1,143
0.6312,1,144
0.6682,1,145
0.6836,1,146
0.7662,1,147
0.7304,1,148
0.664,1,149
0.711,1,150
0.707,1,151
0.652,1,152
0.7494,1,153
0.6272,1,154
0.7166,1,155
0.7152,1,156
0.7218,1,157
0.6288,1,158
0.6806,1,159
0.7298,1,160
0.7088,1,161
0.6948,1,162
0.7014,1,163
0.715,1,164
0.6878,1,165
0.7358,1,166
0.719,1,167
0.7256,1,168
0.6624,1,169
0.7092,1,170
0.703,1,171
0.724,1,172
0.6798,1,173
0.7166,1,174
0.7154,1,175
0.7352,1,176
0.6518,1,177
0.6674,1,178
0.6256,1,179
0.614,1,180
0.686,1,181
0.7272,1,182
0.6962,1,183
0.7218,1,184
0.7026,1,185
0.6896,1,186
0.605,1,187
0.7072,1,188
0.7076,1,189
0.7018,1,190
0.7234,1,191
0.6804,1,192
0.691,1,193
0.717,1,194
0.7388,1,195
0.6736,1,196
0.741,1,197
0.7486,1,198
0.6956,1,199
0.704,1,200
0.5892,4,201
0.6066,4,202
0.538,4,203
0.6984,4,204
0.5888,4,205
0.5716,4,206
0.6068,4,207
0.62,4,208
0.595,4,209
0.589,4,210
0.5706,4,211
0.5164,4,212
0.5924,4,213
0.572,4,214
0.594,4,215
0.5706,4,216
0.5484,4,217
0.6338,4,218
0.5334,4,219
0.555,4,220
0.5316,4,221
0.6276,4,222
0.6476,4,223
0.5046,4,224
0.5512,4,225
0.5498,4,226
0.5796,4,227
0.55,4,228
0.591,4,229
0.5686,4,230
0.5988,4,231
0.458,4,232
0.6378,4,233
0.5678,4,234
0.5972,4,235
0.5636,4,236
0.574,4,237
0.6042,4,238
0.5398,4,239
0.5946,4,240
0.6052,4,241
0.615,4,242
0.6468,4,243
0.6148,4,244
0.624,4,245
0.5108,4,246
0.5558,4,247
0.608,4,248
0.6184,4,249
0.5848,4,250
0.575,4,251
0.5906,4,252
0.6036,4,253
0.482,4,254
0.5396,4,255
0.6002,4,256
0.5874,4,257
0.5926,4,258
0.6238,4,259
0.6018,4,260
0.5848,4,261
0.588,4,262
0.5898,4,263
0.5522,4,264
0.5732,4,265
0.5416,4,266
0.5288,4,267
0.5794,4,268
0.5638,4,269
0.5974,4,270
0.6112,4,271
0.553,4,272
0.6224,4,273
0.6216,4,274
0.6082,4,275
0.627,4,276
0.5132,4,277
0.5648,4,278
0.5494,4,279
0.534,4,280
0.6096,4,281
0.604,4,282
0.6064,4,283
0.6084,4,284
0.6216,4,285
0.5288,4,286
0.6146,4,287
0.5356,4,288
0.5086,4,289
0.5532,4,290
0.6156,4,291
0.5714,4,292
0.5694,4,293
0.5298,4,294
0.6276,4,295
0.6168,4,296
0.6734,4,297
0.5766,4,298
0.5518,4,299
0.508,4,300
0.3938,10,301
0.359,10,302
0.3624,10,303
0.4512,10,304
0.3958,10,305
0.4944,10,306
0.3402,10,307
0.4376,10,308
0.363,10,309
0.4148,10,310
0.35,10,311
0.4074,10,312
0.3564,10,313
0.3876,10,314
0.3722,10,315
0.4462,10,316
0.42,10,317
0.4098,10,318
0.3756,10,319
0.3796,10,320
0.4122,10,321
0.4006,10,322
0.461,10,323
0.467,10,324
0.3748,10,325
0.3646,10,326
0.3756,10,327
0.3408,10,328
0.4116,10,329
0.3642,10,330
0.4102,10,331
0.4376,10,332
0.4336,10,333
0.3698,10,334
0.3502,10,335
0.3388,10,336
0.3574,10,337
0.4094,10,338
0.4264,10,339
0.4024,10,340
0.4106,10,341
0.4088,10,342
0.3792,10,343
0.4292,10,344
0.4352,10,345
0.467,10,346
0.4076,10,347
0.4108,10,348
0.4316,10,349
0.488,10,350
0.4476,10,351
0.4422,10,352
0.3546,10,353
0.3998,10,354
0.3824,10,355
0.4026,10,356
0.4016,10,357
0.4416,10,358
0.4222,10,359
0.4566,10,360
0.3966,10,361
0.373,10,362
0.409,10,363
0.4624,10,364
0.451,10,365
0.3696,10,366
0.3996,10,367
0.4332,10,368
0.3766,10,369
0.4212,10,370
0.3862,10,371
0.4066,10,372
0.4428,10,373
0.4246,10,374
0.4454,10,375
0.4206,10,376
0.384,10,377
0.423,10,378
0.391,10,379
0.4414,10,380
0.3298,10,381
0.4078,10,382
0.4164,10,383
0.414,10,384
0.4238,10,385
0.3934,10,386
0.3652,10,387
0.4416,10,388
0.4124,10,389
0.4636,10,390
0.3926,10,391
0.384,10,392
0.3894,10,393
0.3862,10,394
0.4602,10,395
0.4002,10,396
0.3666,10,397
0.4932,10,398
