mean_fraction_exposure,std_fraction_exposure,fold
0.8320253333333333,0.04559037795953269,0
0.791278,0.05273590910865062,1
0.6839766666666667,0.06776263976411996,4
0.5294676666666667,0.08059018209624585,10
0.325674,0.07911379596412428,25
0.20242966666666665,0.06266537988620745,50
