time,fold,size,id
1801,0,144,1
1801,0,26,1
1861,0,144,1
1861,0,26,1
1921,0,144,1
1921,0,26,1
2401,0,144,1
2401,0,26,1
1801,0,200,2
1861,0,200,2
1921,0,200,2
2401,0,200,2
1801,0,200,3
1861,0,200,3
1921,0,200,3
2401,0,200,3
1801,0,7,4
1801,0,163,4
1861,0,7,4
1861,0,163,4
1921,0,7,4
1921,0,163,4
2401,0,7,4
2401,0,163,4
1801,0,98,5
1801,0,72,5
1861,0,98,5
1861,0,72,5
1921,0,98,5
1921,0,72,5
2401,0,98,5
2401,0,72,5
1801,0,24,6
1801,0,52,6
1801,0,64,6
1861,0,24,6
1861,0,52,6
1861,0,64,6
1921,0,24,6
1921,0,52,6
1921,0,64,6
2401,0,24,6
2401,0,52,6
2401,0,64,6
1801,0,104,7
1801,0,76,7
1861,0,200,7
1921,0,200,7
2401,0,200,7
1801,0,125,8
1801,0,45,8
1861,0,125,8
1861,0,45,8
1921,0,125,8
1921,0,45,8
2401,0,125,8
2401,0,45,8
1801,0,58,9
1801,0,112,9
1861,0,58,9
1861,0,112,9
1921,0,58,9
1921,0,112,9
2401,0,58,9
2401,0,112,9
1801,0,200,10
1861,0,200,10
1921,0,200,10
2401,0,200,10
1801,1,33,11
1801,1,5,11
1801,1,102,11
1861,1,33,11
1861,1,5,11
1861,1,102,11
1921,1,33,11
1921,1,5,11
1921,1,102,11
2401,1,33,11
2401,1,5,11
2401,1,102,11
1801,1,58,12
1801,1,60,12
1801,1,22,12
1861,1,58,12
1861,1,60,12
1861,1,22,12
1921,1,58,12
1921,1,60,12
1921,1,22,12
2401,1,58,12
2401,1,60,12
2401,1,22,12
1801,1,25,13
1801,1,18,13
1801,1,36,13
1801,1,31,13
1861,1,25,13
1861,1,18,13
1861,1,36,13
1861,1,31,13
1921,1,25,13
1921,1,18,13
1921,1,36,13
1921,1,31,13
2401,1,25,13
2401,1,18,13
2401,1,36,13
2401,1,31,13
1801,1,200,14
1861,1,200,14
1921,1,200,14
2401,1,200,14
1801,1,54,15
1801,1,20,15
1801,1,66,15
1861,1,54,15
1861,1,20,15
1861,1,66,15
1921,1,54,15
1921,1,20,15
1921,1,66,15
2401,1,54,15
2401,1,20,15
2401,1,66,15
1801,1,2,16
1801,1,122,16
1801,1,16,16
1861,1,2,16
1861,1,122,16
1861,1,16,16
1921,1,2,16
1921,1,122,16
1921,1,16,16
2401,1,154,16
2401,1,16,16
1801,1,43,17
1801,1,63,17
1801,1,34,17
1861,1,43,17
1861,1,63,17
1861,1,34,17
1921,1,43,17
1921,1,63,17
1921,1,34,17
2401,1,43,17
2401,1,63,17
2401,1,34,17
1801,1,131,18
1801,1,39,18
1861,1,131,18
1861,1,39,18
1921,1,131,18
1921,1,39,18
2401,1,131,18
2401,1,39,18
1801,1,49,19
1801,1,46,19
1801,1,45,19
1861,1,49,19
1861,1,46,19
1861,1,45,19
1921,1,49,19
1921,1,46,19
1921,1,45,19
2401,1,49,19
2401,1,46,19
2401,1,45,19
1801,1,105,20
1801,1,65,20
1861,1,73,20
1861,1,12,20
1861,1,65,20
1921,1,105,20
1921,1,65,20
2401,1,105,20
2401,1,7,20
2401,1,28,20
1801,4,3,21
1801,4,167,21
1861,4,3,21
1861,4,167,21
1921,4,3,21
1921,4,167,21
2401,4,3,21
2401,4,8,21
2401,4,70,21
2401,4,7,21
2401,4,2,21
1801,4,32,22
1801,4,65,22
1801,4,43,22
1861,4,32,22
1861,4,65,22
1861,4,43,22
1921,4,32,22
1921,4,65,22
1921,4,43,22
2401,4,32,22
2401,4,65,22
2401,4,43,22
1801,4,43,23
1801,4,5,23
1801,4,25,23
1801,4,37,23
1861,4,43,23
1861,4,5,23
1861,4,25,23
1861,4,37,23
1921,4,43,23
1921,4,5,23
1921,4,25,23
1921,4,37,23
2401,4,43,23
2401,4,5,23
2401,4,25,23
2401,4,37,23
1801,4,200,24
1861,4,200,24
1921,4,200,24
2401,4,200,24
1801,4,14,25
1801,4,156,25
1861,4,14,25
1861,4,156,25
1921,4,14,25
1921,4,156,25
2401,4,14,25
2401,4,17,25
2401,4,62,25
2401,4,27,25
1801,4,130,26
1801,4,40,26
1861,4,130,26
1861,4,40,26
1921,4,130,26
1921,4,40,26
2401,4,130,26
2401,4,40,26
1801,4,200,27
1861,4,200,27
1921,4,200,27
2401,4,33,27
2401,4,5,27
2401,4,76,27
2401,4,26,27
1801,4,38,28
1801,4,132,28
1861,4,38,28
1861,4,132,28
1921,4,38,28
1921,4,132,28
2401,4,7,28
2401,4,1,28
2401,4,46,28
2401,4,56,28
1801,4,200,29
1861,4,87,29
