time,ABCD,ABC,sd_ABCD,sd_ABC
1.0,0.0,0.0,0.0,0.0
2.0,0.0,8.0e-5,0.0,0.0005628211765451587
3.0,0.0,0.00016,0.0,0.0007877855422677295
4.0,0.0,0.00032,0.0,0.0012299297836572917
5.0,0.0,0.0005600000000000001,0.0,0.001506350194706035
6.0,0.0,0.0005600000000000001,0.0,0.001506350194706035
7.0,0.0,0.0008,0.0,0.0017056057308448838
8.0,0.0,0.0008,0.0,0.0017056057308448838
9.0,0.0,0.001,0.0,0.0019174899417644092
10.0,0.0,0.00128,0.0,0.002335842806389509
11.0,0.0,0.0013999999999999998,0.0,0.0025025239784318277
12.0,0.0,0.0014399999999999999,0.0,0.0025118708066887018
13.0,0.0,0.00156,0.0,0.002535883883522089
14.0,0.0,0.0017599999999999998,0.0,0.0028037492935371563
15.0,6.0e-5,0.00196,0.0006000000000000001,0.002926438177040548
16.0,6.0e-5,0.0020800000000000003,0.0006000000000000001,0.002925609666239144
17.0,6.0e-5,0.00232,0.0006000000000000001,0.0032251536648067116
18.0,6.0e-5,0.00244,0.0006000000000000001,0.003260786296697052
19.0,6.0e-5,0.00252,0.0006000000000000001,0.0033468815577513585
20.0,6.0e-5,0.00264,0.0006000000000000001,0.003325809691039176
21.0,6.0e-5,0.00288,0.0006000000000000001,0.0035541411328082048
22.0,0.00012,0.0030000000000000005,0.0008442317648177381,0.0036570120827989308
23.0,0.00012,0.0030000000000000005,0.0008442317648177381,0.003612548276563934
24.0,0.00012,0.0029600000000000004,0.0008442317648177381,0.003623492371966163
25.0,0.00012,0.0031600000000000005,0.0008442317648177381,0.0038263308901358858
26.0,0.00018,0.0032400000000000007,0.001028679647986592,0.003843188911581242
27.0,0.00018,0.0034400000000000003,0.001028679647986592,0.003814697785135697
28.0,0.00018,0.0034800000000000005,0.001028679647986592,0.0038415064385175406
29.0,0.00018,0.0036,0.001028679647986592,0.003834979883528818
30.0,0.00018,0.00364,0.001028679647986592,0.003817873965463189
31.0,0.00018,0.0037199999999999998,0.001028679647986592,0.003866666666666667
32.0,0.00018,0.00376,0.001028679647986592,0.00397243024107435
33.0,0.00018,0.00396,0.001028679647986592,0.004040002000199524
34.0,0.00018,0.00412,0.001028679647986592,0.004117663356219339
35.0,0.00018,0.004280000000000001,0.001028679647986592,0.004264203834648895
36.0,0.00018,0.004280000000000001,0.001028679647986592,0.004264203834648895
37.0,0.00018,0.004280000000000001,0.001028679647986592,0.004301937547973781
38.0,0.00018,0.00436,0.001028679647986592,0.004407340066825621
39.0,0.00018,0.00452,0.001028679647986592,0.004391175724384557
40.0,0.00018,0.0046,0.001028679647986592,0.004380858271151806
41.0,0.00018,0.00472,0.001028679647986592,0.004454211490264017
42.0,0.00018,0.004880000000000001,0.001028679647986592,0.0045688448687106285
43.0,0.00018,0.00504,0.001028679647986592,0.004675143815645643
44.0,0.00018,0.00512,0.001028679647986592,0.004691018712993647
45.0,0.00018,0.00524,0.001028679647986592,0.004712159212552611
46.0,0.00018,0.00536,0.001028679647986592,0.004730131225890189
47.0,0.00018,0.00544,0.001028679647986592,0.004774342199124758
48.0,0.00018,0.005560000000000001,0.001028679647986592,0.0048872540884685465
49.0,0.00024,0.005600000000000001,0.001181678313401594,0.005053251778345656
50.0,0.00024,0.005640000000000001,0.001181678313401594,0.005056289213055421
51.0,0.00024,0.00572,0.001181678313401594,0.005093231793371484
52.0,0.00024,0.005880000000000001,0.001181678313401594,0.005003594667432565
53.0,0.00024,0.005960000000000001,0.001181678313401594,0.00500488650109959
54.0,0.00024,0.006000000000000001,0.001181678313401594,0.004972652484064488
55.0,0.00024,0.006040000000000001,0.001181678313401594,0.00493988099476336
56.0,0.00024,0.006120000000000001,0.001181678313401594,0.004971189724072828
57.0,0.00024,0.006160000000000001,0.001181678313401594,0.005034667693887928
58.0,0.00024,0.006160000000000001,0.001181678313401594,0.005098464811523507
59.0,0.00036,0.006080000000000001,0.0014320995394556523,0.004939390221229313
60.0,0.00042,0.006120000000000001,0.0015385943998574567,0.004905737724977012
61.0,0.00042,0.006200000000000001,0.0015385943998574567,0.004870027896960316
62.0,0.00042,0.006280000000000001,0.0015385943998574567,0.004899144431593762
63.0,0.00042,0.006360000000000001,0.0015385943998574567,0.004926776970102392
