time,ABCD,ABC,sd_ABCD,sd_ABC
1.0,0.0,0.0,0.0,0.0
2.0,0.0013800000000000002,0.018120000000000004,0.002677176260030842,0.008630788205633658
3.0,0.005640000000000001,0.03448,0.005381449618829484,0.011108718934406268
4.0,0.011040000000000001,0.04983999999999999,0.008643231718833792,0.013374723635396445
5.0,0.018539999999999997,0.06168,0.010990739903953857,0.015000929264144898
6.0,0.0276,0.07316,0.013017470777940908,0.01670463553882121
7.0,0.03804,0.08184000000000001,0.01511699825903398,0.01817019426412276
8.0,0.048900000000000006,0.08932000000000001,0.017,0.018519375603061588
9.0,0.06047999999999999,0.0962,0.018871431029227993,0.018487232831816063
10.0,0.07451999999999999,0.10008,0.02047046653107838,0.01786123843365399
11.0,0.08742,0.10368000000000002,0.021746556676235602,0.019527178676672856
12.0,0.10001999999999998,0.10796,0.022108081615718554,0.019509086202189083
13.0,0.11140600000000003,0.114466,0.022765975942314894,0.01950214813342832
14.0,0.12544,0.11622,0.023973166817772062,0.019418381378311
15.0,0.13928200000000002,0.119642,0.02435686027435068,0.017851221161861646
16.0,0.15223599999999998,0.123116,0.022733846612884977,0.017144358674019693
17.0,0.164356,0.126436,0.024004638945609884,0.01806914620131356
18.0,0.17857599999999996,0.125596,0.02452208701385654,0.019719855757867784
19.0,0.19019999999999995,0.1271,0.026349875893369207,0.019737131084186055
20.0,0.20034,0.12961999999999999,0.026610721618372267,0.019284274223398512
21.0,0.21208200000000002,0.130482,0.028171023080714366,0.020941980360370444
22.0,0.22334600000000002,0.13190600000000002,0.028095103351353456,0.020676936939791665
23.0,0.23466599999999999,0.132526,0.02945885067052486,0.022200021021011068
24.0,0.245466,0.133126,0.02939772622280007,0.02304587703874271
25.0,0.257346,0.133406,0.029122685177009208,0.023228082185583077
26.0,0.268506,0.132766,0.030040060189047826,0.023484756371275853
27.0,0.27840200000000004,0.13240200000000002,0.02978911054514228,0.02300454930853654
28.0,0.2873920000000001,0.133992,0.02899681515078662,0.022063469877385628
29.0,0.29769400000000007,0.13405399999999998,0.030461825157386612,0.020747989655566026
30.0,0.30753400000000003,0.133974,0.0311377526550013,0.021710690100650062
31.0,0.31779399999999997,0.13437400000000002,0.029434103150645315,0.02101402427336602
32.0,0.32390599999999997,0.135206,0.02905638482313137,0.019842439060730105
33.0,0.3326319999999999,0.13533200000000004,0.02939504142888832,0.01980850179681299
34.0,0.3407199999999999,0.13620000000000002,0.028961751160850584,0.020172027837347117
35.0,0.34702,0.13744,0.02973501150312387,0.020378836318518525
36.0,0.35334999999999994,0.13769,0.030083820612187253,0.020965587484872886
37.0,0.3604939999999999,0.13803400000000002,0.02988102272667251,0.022101091064981978
38.0,0.3661339999999999,0.138834,0.028912212022610864,0.02182018442829594
39.0,0.3723579999999999,0.139738,0.03012982407830983,0.022601415795467237
40.0,0.37841400000000003,0.140574,0.029081817777651474,0.021744905916865523
41.0,0.38365399999999994,0.14157399999999998,0.02907048703000375,0.0231983220396335
42.0,0.389516,0.141836,0.028067309860909058,0.023801695551181036
43.0,0.3941179999999999,0.142738,0.027229753408855372,0.023904738467762438
44.0,0.399238,0.14321799999999998,0.02673971351357151,0.02428981737854009
45.0,0.404638,0.14393799999999998,0.028155480224401546,0.023634227790057437
46.0,0.40840799999999994,0.14474800000000002,0.02806956610662412,0.02359927442815464
47.0,0.412764,0.14544400000000002,0.0282047403423215,0.0228518916839581
48.0,0.41736399999999996,0.146124,0.028955268601723937,0.02316730158275371
49.0,0.42108399999999996,0.146444,0.028887607772681404,0.023161943359787843
50.0,0.42276400000000003,0.14916400000000002,0.026940343822091904,0.022765584161673125
51.0,0.42676400000000003,0.14990399999999998,0.02674693041955819,0.022529594095345128
52.0,0.4317,0.14986,0.02748596703480494,0.022075215775053062
53.0,0.435272,0.15047200000000002,0.027499370350918397,0.022002580564905366
54.0,0.440236,0.150376,0.02844056542363674,0.02313079682190308
55.0,0.443996,0.15099600000000002,0.02891187557898916,0.02323776063203852
56.0,0.446988,0.15190800000000002,0.029735803946818663,0.02397034228147168
57.0,0.449144,0.15376399999999998,0.029691573882095906,0.02392468620694972
58.0,0.45068400000000003,0.15578399999999998,0.029252894944368543,0.023539602221092706
59.0,0.4541140000000001,0.15549399999999997,0.027975967391944676,0.023036755085047995
60.0,0.455954,0.157114,0.028071090920278558,0.023605071446191343
61.0,0.457742,0.158782,0.028396191165846043,0.023641242767586466
62.0,0.460918,0.159338,0.027450629254438714,0.023602391506974137
63.0,0.46264000000000005,0.16046,0.026978240390089468,0.02366588133566843
64.0,0.46527999999999997,0.16054000000000002,0.027344535767930608,0.02359303954880581
65.0,0.46708999999999995,0.16213,0.02639564357995463,0.021911988785257547
66.0,0.4695080000000001,0.162848,0.025955197140184825,0.022051970204473567
67.0,0.47129000000000004,0.16402999999999998,0.025658446145194733,0.022254258473425267
68.0,0.4732700000000001,0.16499000000000003,0.025735709970326596,0.0214784905325201
69.0,0.47552000000000005,0.16628000000000004,0.02452870509703628,0.020904226048018774
70.0,0.476196,0.167996,0.024654427430366173,0.020687008171089094
71.0,0.47862800000000005,0.168568,0.025110020857712315,0.021241843972535326
72.0,0.48010800000000003,0.16966799999999999,0.02512350776512393,0.021161719202275595
73.0,0.48233400000000004,0.17049399999999998,0.025709206070349128,0.02196685207076767
74.0,0.483346,0.171986,0.02474402047960172,0.02191322196687874
75.0,0.484614,0.17265399999999997,0.025120770994408896,0.021827697260058555
76.0,0.48699600000000004,0.17307599999999998,0.025565127447641278,0.02193217791927715
77.0,0.4879859999999999,0.174486,0.02711175905004836,0.023034559104339575
78.0,0.489182,0.17510199999999998,0.02676817188869323,0.022757935590102023
79.0,0.4900199999999999,0.17632,0.027583987449902234,0.023540328602359627
80.0,0.49083,0.17753000000000005,0.028354642610615953,0.02396777929730755
81.0,0.49178999999999995,0.17889,0.029253173875977666,0.024904072524043697
82.0,0.49344999999999994,0.17919000000000002,0.02953738087046428,0.02514625300922665
83.0,0.49480799999999997,0.18000799999999997,0.029495405154913973,0.02529334834906345
84.0,0.49572399999999994,0.18148399999999995,0.02885668915677801,0.025519240988047837
85.0,0.49657599999999996,0.18219599999999997,0.029208097396704116,0.02556139734723895
86.0,0.498058,0.18261799999999997,0.029310711593910754,0.02558416642607634
