mean_fraction_exposure,std_fraction_exposure,fold
0.759724,0.033146601574816026,0
0.705116,0.035409799248630074,1
0.5708960000000001,0.034797962090567396,4
0.40663200000000005,0.03870994151012336,10
0.205318,0.030105807956726103,25
0.09964799999999999,0.01921064772095376,50
0.050392,0.014238145379170133,100
0.029294,0.00986885540833926,200
