fraction_exposure,fold,id
0.874,0,1
0.892,0,2
0.868,0,3
0.8792,0,4
0.8228,0,5
0.8324,0,6
0.8568,0,7
0.8856,0,8
0.8596,0,9
0.8594,0,10
0.7872,1,11
0.7836,1,12
0.8032,1,13
0.8266,1,14
0.8584,1,15
0.8378,1,16
0.8082,1,17
0.8694,1,18
0.8646,1,19
0.8176,1,20
0.7484,4,21
0.683,4,22
0.7248,4,23
0.8008,4,24
0.6814,4,25
0.7658,4,26
0.7402,4,27
0.7666,4,28
0.7622,4,29
0.745,4,30
0.6732,10,31
0.6084,10,32
0.6494,10,33
0.6076,10,34
0.527,10,35
0.5354,10,36
0.5968,10,37
0.589,10,38
0.6078,10,39
0.5458,10,40
0.645,25,41
0.4904,25,42
0.3718,25,43
0.3342,25,44
0.3498,25,45
0.365,25,46
0.341,25,47
0.3464,25,48
0.3724,25,49
0.3558,25,50
0.317,50,51
0.271,50,52
0.2712,50,53
0.2454,50,54
0.2012,50,55
0.2424,50,56
0.2248,50,57
0.2544,50,58
0.189,50,59
0.2254,50,60
0.8226,0,61
0.8336,0,62
0.85,0,63
0.8766,0,64
0.8222,0,65
0.894,0,66
0.8604,0,67
0.8544,0,68
0.886,0,69
0.8526,0,70
0.7996,1,71
0.8044,1,72
0.7888,1,73
0.8188,1,74
0.8348,1,75
0.7908,1,76
0.8798,1,77
0.7924,1,78
0.849,1,79
0.8666,1,80
0.775,4,81
0.7172,4,82
0.7642,4,83
0.7378,4,84
0.8022,4,85
0.6664,4,86
0.7728,4,87
0.7466,4,88
0.7118,4,89
0.7662,4,90
0.6074,10,91
0.5966,10,92
0.5328,10,93
0.5756,10,94
0.6284,10,95
0.6402,10,96
0.5544,10,97
0.5666,10,98
0.6312,10,99
0.5402,10,100
0.376,25,101
0.6562,25,102
0.4288,25,103
0.3702,25,104
0.417,25,105
0.391,25,106
0.402,25,107
0.396,25,108
0.4026,25,109
0.3884,25,110
0.2468,50,111
0.2576,50,112
0.2724,50,113
0.2748,50,114
0.317,50,115
0.2824,50,116
0.2874,50,117
0.2526,50,118
0.2806,50,119
0.2578,50,120
0.88,0,121
0.898,0,122
0.8526,0,123
0.8654,0,124
0.9066,0,125
0.904,0,126
0.8678,0,127
0.8376,0,128
0.7884,0,129
0.8572,0,130
0.8084,1,131
0.8466,1,132
0.8286,1,133
0.8504,1,134
0.823,1,135
0.8248,1,136
0.8358,1,137
0.8232,1,138
0.8128,1,139
0.8354,1,140
0.7058,4,141
0.6886,4,142
0.7546,4,143
0.7212,4,144
0.7056,4,145
0.6768,4,146
0.6872,4,147
0.6652,4,148
0.811,4,149
0.756,4,150
0.5668,10,151
0.6924,10,152
0.5538,10,153
0.5628,10,154
0.6158,10,155
0.5632,10,156
0.649,10,157
0.6272,10,158
0.635,10,159
0.5738,10,160
0.3608,25,161
0.3934,25,162
0.4484,25,163
0.3564,25,164
0.369,25,165
0.3734,25,166
0.3542,25,167
0.4126,25,168
0.3888,25,169
0.3576,25,170
0.2404,50,171
0.2532,50,172
0.2842,50,173
0.2756,50,174
0.197,50,175
0.2656,50,176
0.2722,50,177
0.2198,50,178
0.2552,50,179
0.214,50,180
0.907,0,181
0.8384,0,182
0.8658,0,183
0.8362,0,184
0.897,0,185
0.8472,0,186
0.898,0,187
0.8556,0,188
0.8456,0,189
0.8716,0,190
0.8314,1,191
0.8288,1,192
0.847,1,193
0.809,1,194
0.8108,1,195
0.8204,1,196
0.8024,1,197
0.8034,1,198
0.8066,1,199
0.8482,1,200
0.6926,4,201
0.6604,4,202
0.7376,4,203
0.7862,4,204
0.7404,4,205
0.7348,4,206
0.6788,4,207
0.7666,4,208
0.7632,4,209
0.8022,4,210
0.5916,10,211
0.6216,10,212
0.654,10,213
0.6072,10,214
0.5864,10,215
0.5482,10,216
0.571,10,217
0.7012,10,218
0.6184,10,219
0.5198,10,220
0.3898,25,221
0.3486,25,222
0.3812,25,223
0.3534,25,224
0.319,25,225
0.3992,25,226
0.4062,25,227
0.3962,25,228
0.3052,25,229
0.4,25,230
0.278,50,231
0.2146,50,232
0.2156,50,233
0.297,50,234
0.186,50,235
0.2346,50,236
0.2402,50,237
0.2292,50,238
0.2,50,239
0.335,50,240
0.8724,0,241
0.837,0,242
0.8338,0,243
0.8566,0,244
0.8678,0,245
0.8854,0,246
0.8898,0,247
0.8764,0,248
0.861,0,249
0.88,0,250
0.8134,1,251
0.8846,1,252
0.7918,1,253
0.8436,1,254
0.8076,1,255
0.8042,1,256
0.7972,1,257
0.7936,1,258
0.8038,1,259
0.7896,1,260
0.6996,4,261
0.7638,4,262
0.7628,4,263
0.703,4,264
0.6388,4,265
0.77,4,266
0.729,4,267
0.7432,4,268
0.771,4,269
0.7174,4,270
0.5778,10,271
0.5658,10,272
0.6444,10,273
0.5724,10,274
0.568,10,275
0.5584,10,276
0.5912,10,277
0.5662,10,278
0.5038,10,279
0.6,10,280
0.4328,25,281
0.4086,25,282
0.4032,25,283
0.371,25,284
0.317,25,285
0.4494,25,286
0.34,25,287
0.394,25,288
0.3852,25,289
0.3806,25,290
0.2546,50,291
0.2564,50,292
0.2138,50,293
0.2462,50,294
0.2036,50,295
0.2682,50,296
0.2288,50,297
0.2486,50,298
0.2122,50,299
0.2294,50,300
0.854,0,301
0.8274,0,302
0.8372,0,303
0.8188,0,304
0.8762,0,305
0.892,0,306
0.89,0,307
0.8826,0,308
0.8464,0,309
0.8688,0,310
0.8428,1,311
0.8478,1,312
0.7986,1,313
0.8556,1,314
0.8108,1,315
0.8338,1,316
0.8008,1,317
0.857,1,318
0.8012,1,319
0.8254,1,320
0.7832,4,321
0.7082,4,322
0.7074,4,323
0.6916,4,324
0.7346,4,325
0.667,4,326
0.712,4,327
0.6752,4,328
0.7684,4,329
0.7212,4,330
0.605,10,331
0.5546,10,332
0.5734,10,333
0.5144,10,334
0.6066,10,335
0.6444,10,336
0.5616,10,337
0.6126,10,338
0.6242,10,339
0.5914,10,340
0.3798,25,341
0.4244,25,342
0.3476,25,343
0.5084,25,344
0.3622,25,345
0.3908,25,346
0.3704,25,347
0.3728,25,348
0.3866,25,349
0.4206,25,350
0.3108,50,351
0.3538,50,352
0.2982,50,353
0.2478,50,354
0.2738,50,355
0.2634,50,356
0.2604,50,357
0.2816,50,358
0.295,50,359
0.3194,50,360
0.8548,0,361
0.8744,0,362
0.8614,0,363
0.9066,0,364
0.86,0,365
0.8228,0,366
0.904,0,367
0.8642,0,368
0.8288,0,369
0.8918,0,370
0.8404,1,371
0.7848,1,372
0.8204,1,373
0.7984,1,374
0.7636,1,375
0.7634,1,376
0.901,1,377
0.8216,1,378
0.8334,1,379
0.8588,1,380
0.7404,4,381
0.807,4,382
0.7174,4,383
0.7754,4,384
0.7168,4,385
0.7116,4,386
0.7272,4,387
0.7194,4,388
0.7926,4,389
0.7644,4,390
0.6924,10,391
0.5626,10,392
0.5734,10,393
