fraction_exposure,fold,id
0.7278,0,1
0.7518,0,2
0.7212,0,3
0.6972,0,4
0.715,0,5
0.6874,0,6
0.7156,0,7
0.7588,0,8
0.6822,0,9
0.6826,0,10
0.774,0,11
0.7582,0,12
0.7036,0,13
0.7564,0,14
0.7346,0,15
0.682,0,16
0.6516,0,17
0.6902,0,18
0.7382,0,19
0.7136,0,20
0.7088,0,21
0.7598,0,22
0.702,0,23
0.7462,0,24
0.7402,0,25
0.7546,0,26
0.719,0,27
0.7358,0,28
0.7014,0,29
0.715,0,30
0.7272,0,31
0.7606,0,32
0.7538,0,33
0.7254,0,34
0.6862,0,35
0.7094,0,36
0.7476,0,37
0.7236,0,38
0.763,0,39
0.7388,0,40
0.7244,0,41
0.716,0,42
0.697,0,43
0.6812,0,44
0.6844,0,45
0.7148,0,46
0.6908,0,47
0.698,0,48
0.7616,0,49
0.7334,0,50
0.697,0,51
0.6554,0,52
0.6832,0,53
0.6672,0,54
0.6964,0,55
0.6934,0,56
0.7342,0,57
0.6616,0,58
0.7166,0,59
0.7316,0,60
0.7684,0,61
0.7696,0,62
0.718,0,63
0.681,0,64
0.6948,0,65
0.7152,0,66
0.7212,0,67
0.753,0,68
0.7416,0,69
0.7394,0,70
0.701,0,71
0.7302,0,72
0.744,0,73
0.7798,0,74
0.7258,0,75
0.673,0,76
0.7542,0,77
0.6806,0,78
0.6652,0,79
0.7564,0,80
0.7274,0,81
0.6436,0,82
0.7468,0,83
0.7002,0,84
0.675,0,85
0.6832,0,86
0.7236,0,87
0.683,0,88
0.7308,0,89
0.7736,0,90
0.6744,0,91
0.7384,0,92
0.68,0,93
0.7604,0,94
0.7334,0,95
0.7042,0,96
0.692,0,97
0.7346,0,98
0.713,0,99
0.7182,0,100
0.6524,1,101
0.626,1,102
0.6148,1,103
0.663,1,104
0.653,1,105
0.6094,1,106
0.6234,1,107
0.647,1,108
0.597,1,109
0.5702,1,110
0.6838,1,111
0.6698,1,112
0.644,1,113
0.6852,1,114
0.6872,1,115
0.6344,1,116
0.6326,1,117
0.6534,1,118
0.678,1,119
0.6598,1,120
0.6512,1,121
0.6634,1,122
0.6554,1,123
0.683,1,124
0.673,1,125
0.6766,1,126
0.7002,1,127
0.6164,1,128
0.6446,1,129
0.6868,1,130
0.6622,1,131
0.7018,1,132
0.6678,1,133
0.6234,1,134
0.6658,1,135
0.5932,1,136
0.6756,1,137
0.6156,1,138
0.659,1,139
0.6576,1,140
0.6756,1,141
0.646,1,142
0.6826,1,143
0.7184,1,144
0.698,1,145
0.7076,1,146
0.5688,1,147
0.6534,1,148
0.6674,1,149
0.6572,1,150
0.6504,1,151
0.6654,1,152
0.654,1,153
0.6728,1,154
0.7056,1,155
0.6154,1,156
0.6,1,157
0.719,1,158
0.6114,1,159
0.6612,1,160
0.7116,1,161
0.7492,1,162
0.659,1,163
0.6532,1,164
0.612,1,165
0.6542,1,166
0.6588,1,167
0.6328,1,168
0.6444,1,169
0.637,1,170
0.656,1,171
0.7116,1,172
0.68,1,173
0.673,1,174
0.6472,1,175
0.6206,1,176
0.6356,1,177
0.679,1,178
0.6198,1,179
0.6632,1,180
0.614,1,181
0.6592,1,182
0.6576,1,183
0.6964,1,184
0.6566,1,185
0.6554,1,186
0.6298,1,187
0.6046,1,188
0.6628,1,189
0.6306,1,190
0.633,1,191
0.618,1,192
0.6692,1,193
0.681,1,194
0.6932,1,195
0.6576,1,196
0.6446,1,197
0.6752,1,198
0.651,1,199
0.7052,1,200
0.5038,4,201
0.5426,4,202
0.5198,4,203
0.5596,4,204
0.4952,4,205
0.4904,4,206
0.4058,4,207
0.4426,4,208
0.5304,4,209
0.4996,4,210
0.4744,4,211
0.4682,4,212
0.4696,4,213
0.5318,4,214
0.5442,4,215
0.47,4,216
0.5518,4,217
0.49,4,218
0.4998,4,219
0.5072,4,220
0.4652,4,221
0.487,4,222
0.4988,4,223
0.459,4,224
0.5782,4,225
0.4652,4,226
0.5562,4,227
0.5292,4,228
0.476,4,229
0.5004,4,230
0.4968,4,231
0.5092,4,232
0.4806,4,233
0.4996,4,234
0.456,4,235
0.47,4,236
0.5592,4,237
0.4618,4,238
0.5372,4,239
0.4626,4,240
0.4912,4,241
0.464,4,242
0.4592,4,243
0.4898,4,244
0.559,4,245
0.474,4,246
0.547,4,247
0.4874,4,248
0.5118,4,249
