time,fold,D1,size,id
1801,0,0.001,129,1
1801,0,0.001,11,1
1801,0,0.001,49,1
1801,0,0.001,62,1
1801,0,0.001,10,1
1801,0,0.001,99,1
1861,0,0.001,129,1
1861,0,0.001,11,1
1861,0,0.001,49,1
1861,0,0.001,62,1
1861,0,0.001,10,1
1861,0,0.001,89,1
1921,0,0.001,129,1
1921,0,0.001,11,1
1921,0,0.001,49,1
1921,0,0.001,62,1
1921,0,0.001,10,1
1921,0,0.001,89,1
2401,0,0.001,128,1
2401,0,0.001,13,1
2401,0,0.001,49,1
2401,0,0.001,62,1
2401,0,0.001,9,1
2401,0,0.001,89,1
1801,0,0.001,42,2
1801,0,0.001,17,2
1801,0,0.001,32,2
1801,0,0.001,10,2
1801,0,0.001,8,2
1801,0,0.001,3,2
1801,0,0.001,17,2
1801,0,0.001,27,2
1801,0,0.001,13,2
1801,0,0.001,12,2
1801,0,0.001,59,2
1861,0,0.001,43,2
1861,0,0.001,16,2
1861,0,0.001,32,2
1861,0,0.001,10,2
1861,0,0.001,7,2
1861,0,0.001,4,2
1861,0,0.001,17,2
1861,0,0.001,27,2
1861,0,0.001,12,2
1861,0,0.001,13,2
1861,0,0.001,59,2
1921,0,0.001,44,2
1921,0,0.001,15,2
1921,0,0.001,31,2
1921,0,0.001,11,2
1921,0,0.001,6,2
1921,0,0.001,5,2
1921,0,0.001,7,2
1921,0,0.001,27,2
1921,0,0.001,12,2
1921,0,0.001,14,2
1921,0,0.001,58,2
2401,0,0.001,44,2
2401,0,0.001,14,2
2401,0,0.001,32,2
2401,0,0.001,10,2
2401,0,0.001,8,2
2401,0,0.001,3,2
2401,0,0.001,7,2
2401,0,0.001,29,2
2401,0,0.001,1,2
2401,0,0.001,3,2
2401,0,0.001,59,2
1801,0,0.001,16,3
1801,0,0.001,92,3
1801,0,0.001,42,3
1801,0,0.001,3,3
1801,0,0.001,5,3
1801,0,0.001,84,3
1801,0,0.001,7,3
1801,0,0.001,1,3
1801,0,0.001,40,3
1861,0,0.001,16,3
1861,0,0.001,92,3
1861,0,0.001,42,3
1861,0,0.001,3,3
1861,0,0.001,5,3
1861,0,0.001,84,3
1861,0,0.001,7,3
1861,0,0.001,1,3
1861,0,0.001,40,3
1921,0,0.001,16,3
1921,0,0.001,93,3
1921,0,0.001,31,3
1921,0,0.001,3,3
1921,0,0.001,5,3
1921,0,0.001,84,3
1921,0,0.001,7,3
1921,0,0.001,1,3
1921,0,0.001,40,3
2401,0,0.001,16,3
2401,0,0.001,83,3
2401,0,0.001,31,3
2401,0,0.001,3,3
2401,0,0.001,5,3
2401,0,0.001,84,3
2401,0,0.001,7,3
2401,0,0.001,2,3
2401,0,0.001,39,3
1801,0,0.001,88,4
1801,0,0.001,33,4
1801,0,0.001,34,4
1801,0,0.001,6,4
1801,0,0.001,125,4
1801,0,0.001,1,4
1801,0,0.001,32,4
1801,0,0.001,11,4
1861,0,0.001,88,4
1861,0,0.001,33,4
1861,0,0.001,34,4
1861,0,0.001,6,4
1861,0,0.001,125,4
1861,0,0.001,1,4
1861,0,0.001,32,4
1861,0,0.001,11,4
1921,0,0.001,88,4
1921,0,0.001,33,4
1921,0,0.001,34,4
1921,0,0.001,6,4
1921,0,0.001,125,4
1921,0,0.001,1,4
1921,0,0.001,33,4
1921,0,0.001,10,4
2401,0,0.001,88,4
2401,0,0.001,33,4
2401,0,0.001,36,4
2401,0,0.001,2,4
2401,0,0.001,126,4
2401,0,0.001,1,4
2401,0,0.001,35,4
2401,0,0.001,9,4
1801,0,0.001,32,5
1801,0,0.001,50,5
1801,0,0.001,29,5
1801,0,0.001,12,5
1801,0,0.001,73,5
1801,0,0.001,144,5
1861,0,0.001,32,5
1861,0,0.001,50,5
1861,0,0.001,29,5
1861,0,0.001,12,5
1861,0,0.001,73,5
1861,0,0.001,144,5
1921,0,0.001,32,5
1921,0,0.001,50,5
1921,0,0.001,29,5
1921,0,0.001,12,5
1921,0,0.001,73,5
1921,0,0.001,144,5
2401,0,0.001,34,5
2401,0,0.001,48,5
2401,0,0.001,31,5
2401,0,0.001,10,5
2401,0,0.001,73,5
2401,0,0.001,144,5
1801,1,0.001,12,6
1801,1,0.001,17,6
1801,1,0.001,10,6
1801,1,0.001,58,6
1801,1,0.001,211,6
1801,1,0.001,52,6
1861,1,0.001,12,6
1861,1,0.001,17,6
1861,1,0.001,10,6
1861,1,0.001,58,6
1861,1,0.001,119,6
1861,1,0.001,72,6
1861,1,0.001,52,6
1921,1,0.001,2,6
1921,1,0.001,16,6
1921,1,0.001,11,6
1921,1,0.001,59,6
1921,1,0.001,118,6
1921,1,0.001,72,6
1921,1,0.001,42,6
2401,1,0.001,1,6
2401,1,0.001,1,6
2401,1,0.001,18,6
2401,1,0.001,11,6
2401,1,0.001,57,6
2401,1,0.001,12,6
2401,1,0.001,86,6
2401,1,0.001,74,6
2401,1,0.001,40,6
1801,1,0.001,2,7
1801,1,0.001,11,7
1801,1,0.001,76,7
1801,1,0.001,19,7
1801,1,0.001,35,7
1801,1,0.001,113,7
1801,1,0.001,54,7
1801,1,0.001,10,7
1861,1,0.001,2,7
1861,1,0.001,11,7
1861,1,0.001,77,7
1861,1,0.001,18,7
1861,1,0.001,35,7
1861,1,0.001,113,7
1861,1,0.001,44,7
1861,1,0.001,10,7
1921,1,0.001,2,7
1921,1,0.001,12,7
1921,1,0.001,76,7
1921,1,0.001,19,7
1921,1,0.001,34,7
1921,1,0.001,113,7
1921,1,0.001,44,7
1921,1,0.001,10,7
2401,1,0.001,2,7
2401,1,0.001,11,7
2401,1,0.001,77,7
2401,1,0.001,19,7
2401,1,0.001,33,7
2401,1,0.001,113,7
2401,1,0.001,45,7
1801,1,0.001,32,8
1801,1,0.001,43,8
1801,1,0.001,48,8
1801,1,0.001,71,8
1801,1,0.001,196,8
1861,1,0.001,32,8
1861,1,0.001,33,8
1861,1,0.001,48,8
1861,1,0.001,71,8
1861,1,0.001,196,8
1921,1,0.001,32,8
1921,1,0.001,33,8
1921,1,0.001,48,8
1921,1,0.001,71,8
1921,1,0.001,196,8
2401,1,0.001,31,8
2401,1,0.001,34,8
2401,1,0.001,2,8
2401,1,0.001,17,8
2401,1,0.001,69,8
2401,1,0.001,21,8
2401,1,0.001,156,8
1801,1,0.001,41,9
1801,1,0.001,191,9
1801,1,0.001,60,9
1801,1,0.001,4,9
1801,1,0.001,10,9
1801,1,0.001,36,9
1801,1,0.001,8,9
1861,1,0.001,41,9
1861,1,0.001,191,9
1861,1,0.001,60,9
1861,1,0.001,4,9
1861,1,0.001,10,9
1861,1,0.001,36,9
1861,1,0.001,8,9
1921,1,0.001,41,9
1921,1,0.001,191,9
1921,1,0.001,60,9
1921,1,0.001,4,9
1921,1,0.001,11,9
1921,1,0.001,35,9
1921,1,0.001,8,9
2401,1,0.001,44,9
2401,1,0.001,62,9
2401,1,0.001,71,9
2401,1,0.001,6,9
2401,1,0.001,58,9
2401,1,0.001,5,9
2401,1,0.001,1,9
2401,1,0.001,37,9
2401,1,0.001,6,9
1801,1,0.001,39,10
1801,1,0.001,148,10
1801,1,0.001,33,10
1801,1,0.001,16,10
1801,1,0.001,33,10
1801,1,0.001,24,10
1801,1,0.001,57,10
1861,1,0.001,39,10
1861,1,0.001,148,10
1861,1,0.001,33,10
1861,1,0.001,16,10
1861,1,0.001,33,10
1861,1,0.001,24,10
1861,1,0.001,57,10
1921,1,0.001,39,10
1921,1,0.001,148,10
1921,1,0.001,33,10
1921,1,0.001,16,10
1921,1,0.001,35,10
1921,1,0.001,22,10
1921,1,0.001,57,10
2401,1,0.001,39,10
2401,1,0.001,147,10
2401,1,0.001,34,10
2401,1,0.001,15,10
2401,1,0.001,36,10
2401,1,0.001,13,10
2401,1,0.001,6,10
2401,1,0.001,3,10
2401,1,0.001,7,10
1801,4,0.001,45,11
1801,4,0.001,113,11
1801,4,0.001,13,11
1801,4,0.001,60,11
1801,4,0.001,54,11
1801,4,0.001,33,11
1801,4,0.001,22,11
1861,4,0.001,45,11
1861,4,0.001,113,11
1861,4,0.001,13,11
1861,4,0.001,60,11
1861,4,0.001,54,11
1861,4,0.001,33,11
1861,4,0.001,22,11
1921,4,0.001,45,11
1921,4,0.001,113,11
1921,4,0.001,13,11
1921,4,0.001,60,11
1921,4,0.001,54,11
1921,4,0.001,33,11
1921,4,0.001,22,11
2401,4,0.001,45,11
2401,4,0.001,7,11
2401,4,0.001,14,11
2401,4,0.001,42,11
2401,4,0.001,15,11
2401,4,0.001,18,11
2401,4,0.001,20,11
2401,4,0.001,16,11
2401,4,0.001,8,11
2401,4,0.001,23,11
2401,4,0.001,22,11
1801,4,0.001,17,12
1801,4,0.001,55,12
1801,4,0.001,3,12
1801,4,0.001,3,12
1801,4,0.001,6,12
1801,4,0.001,123,12
1801,4,0.001,50,12
1801,4,0.001,25,12
1801,4,0.001,18,12
1861,4,0.001,17,12
1861,4,0.001,54,12
1861,4,0.001,4,12
1861,4,0.001,3,12
1861,4,0.001,6,12
1861,4,0.001,123,12
1861,4,0.001,50,12
1861,4,0.001,25,12
1861,4,0.001,18,12
1921,4,0.001,17,12
1921,4,0.001,54,12
1921,4,0.001,4,12
1921,4,0.001,4,12
1921,4,0.001,5,12
1921,4,0.001,123,12
1921,4,0.001,50,12
1921,4,0.001,25,12
1921,4,0.001,18,12
2401,4,0.001,19,12
2401,4,0.001,28,12
2401,4,0.001,4,12
2401,4,0.001,4,12
2401,4,0.001,5,12
2401,4,0.001,4,12
2401,4,0.001,123,12
2401,4,0.001,42,12
2401,4,0.001,23,12
2401,4,0.001,8,12
1801,4,0.001,13,13
1801,4,0.001,31,13
1801,4,0.001,6,13
1801,4,0.001,187,13
1801,4,0.001,91,13
1801,4,0.001,32,13
1861,4,0.001,13,13
1861,4,0.001,31,13
1861,4,0.001,6,13
1861,4,0.001,187,13
1861,4,0.001,91,13
1861,4,0.001,32,13
1921,4,0.001,13,13
1921,4,0.001,31,13
1921,4,0.001,6,13
1921,4,0.001,187,13
1921,4,0.001,91,13
1921,4,0.001,32,13
2401,4,0.001,14,13
2401,4,0.001,31,13
2401,4,0.001,5,13
2401,4,0.001,101,13
2401,4,0.001,27,13
2401,4,0.001,19,13
2401,4,0.001,42,13
2401,4,0.001,8,13
2401,4,0.001,3,13
2401,4,0.001,30,13
1801,4,0.001,82,14
1801,4,0.001,200,14
1801,4,0.001,71,14
1801,4,0.001,12,14
1801,4,0.001,15,14
1861,4,0.001,82,14
1861,4,0.001,200,14
1861,4,0.001,71,14
1861,4,0.001,12,14
1861,4,0.001,15,14
1921,4,0.001,82,14
1921,4,0.001,200,14
1921,4,0.001,71,14
1921,4,0.001,12,14
1921,4,0.001,15,14
2401,4,0.001,42,14
2401,4,0.001,19,14
2401,4,0.001,83,14
2401,4,0.001,33,14
2401,4,0.001,35,14
2401,4,0.001,71,14
2401,4,0.001,12,14
2401,4,0.001,15,14
1801,4,0.001,1,15
1801,4,0.001,8,15
1801,4,0.001,98,15
1801,4,0.001,78,15
1801,4,0.001,67,15
1801,4,0.001,10,15
1801,4,0.001,2,15
1801,4,0.001,36,15
1861,4,0.001,1,15
1861,4,0.001,8,15
1861,4,0.001,98,15
1861,4,0.001,78,15
1861,4,0.001,67,15
1861,4,0.001,10,15
1861,4,0.001,2,15
1861,4,0.001,36,15
1921,4,0.001,1,15
1921,4,0.001,8,15
1921,4,0.001,98,15
1921,4,0.001,78,15
1921,4,0.001,67,15
1921,4,0.001,10,15
1921,4,0.001,2,15
1921,4,0.001,36,15
2401,4,0.001,2,15
2401,4,0.001,7,15
2401,4,0.001,98,15
2401,4,0.001,78,15
2401,4,0.001,42,15
2401,4,0.001,5,15
2401,4,0.001,10,15
2401,4,0.001,2,15
2401,4,0.001,36,15
1801,10,0.001,60,16
1801,10,0.001,34,16
1801,10,0.001,8,16
1801,10,0.001,92,16
1801,10,0.001,25,16
1801,10,0.001,14,16
1801,10,0.001,7,16
1801,10,0.001,14,16
1801,10,0.001,6,16
1861,10,0.001,16,16
1861,10,0.001,24,16
1861,10,0.001,34,16
1861,10,0.001,8,16
1861,10,0.001,1,16
1861,10,0.001,91,16
1861,10,0.001,25,16
1861,10,0.001,14,16
1861,10,0.001,7,16
1861,10,0.001,14,16
1861,10,0.001,6,16
1921,10,0.001,16,16
1921,10,0.001,23,16
1921,10,0.001,35,16
1921,10,0.001,8,16
1921,10,0.001,1,16
1921,10,0.001,91,16
1921,10,0.001,25,16
1921,10,0.001,14,16
1921,10,0.001,7,16
1921,10,0.001,14,16
1921,10,0.001,6,16
2401,10,0.001,16,16
2401,10,0.001,24,16
2401,10,0.001,4,16
2401,10,0.001,7,16
2401,10,0.001,2,16
2401,10,0.001,30,16
2401,10,0.001,19,16
2401,10,0.001,3,16
2401,10,0.001,23,16
2401,10,0.001,16,16
2401,10,0.001,7,16
2401,10,0.001,15,16
2401,10,0.001,4,16
1801,10,0.001,35,17
1801,10,0.001,78,17
1801,10,0.001,9,17
1801,10,0.001,39,17
1801,10,0.001,32,17
1801,10,0.001,44,17
1801,10,0.001,90,17
1801,10,0.001,13,17
1861,10,0.001,35,17
1861,10,0.001,35,17
1861,10,0.001,23,17
1861,10,0.001,9,17
1861,10,0.001,28,17
1861,10,0.001,33,17
1861,10,0.001,44,17
1861,10,0.001,90,17
1861,10,0.001,13,17
1921,10,0.001,36,17
1921,10,0.001,33,17
1921,10,0.001,24,17
1921,10,0.001,9,17
1921,10,0.001,28,17
1921,10,0.001,33,17
1921,10,0.001,44,17
1921,10,0.001,90,17
1921,10,0.001,3,17
2401,10,0.001,1,17
2401,10,0.001,16,17
2401,10,0.001,11,17
2401,10,0.001,24,17
2401,10,0.001,10,17
2401,10,0.001,28,17
2401,10,0.001,32,17
2401,10,0.001,7,17
2401,10,0.001,19,17
2401,10,0.001,22,17
2401,10,0.001,1,17
2401,10,0.001,2,17
2401,10,0.001,2,17
2401,10,0.001,5,17
1801,10,0.001,11,18
1801,10,0.001,76,18
1801,10,0.001,101,18
1801,10,0.001,10,18
1801,10,0.001,95,18
1801,10,0.001,67,18
1861,10,0.001,11,18
1861,10,0.001,76,18
1861,10,0.001,101,18
1861,10,0.001,10,18
1861,10,0.001,95,18
1861,10,0.001,67,18
1921,10,0.001,11,18
1921,10,0.001,21,18
1921,10,0.001,35,18
1921,10,0.001,101,18
1921,10,0.001,10,18
1921,10,0.001,94,18
1921,10,0.001,13,18
1921,10,0.001,35,18
2401,10,0.001,11,18
2401,10,0.001,21,18
2401,10,0.001,35,18
2401,10,0.001,17,18
2401,10,0.001,64,18
2401,10,0.001,10,18
2401,10,0.001,17,18
2401,10,0.001,10,18
2401,10,0.001,5,18
2401,10,0.001,3,18
2401,10,0.001,2,18
2401,10,0.001,25,18
