mean_fraction_exposure,std_fraction_exposure,fold
0.6454100000000002,0.03301715960349752,0
0.581606,0.03512449955069635,1
0.43211,0.033252196707264106,4
0.266146,0.03290642815836162,10
0.12151800000000001,0.024183408537359834,25
0.06593800000000001,0.01571793532589732,50
0.041268,0.01342502472582039,100
0.029657999999999997,0.011381334888245045,200
