fraction_exposure,fold,id
0.599,0,1
0.6198,0,2
0.6808,0,3
0.6348,0,4
0.6394,0,5
0.6672,0,6
0.6188,0,7
0.713,0,8
0.7116,0,9
0.661,0,10
0.669,0,11
0.6534,0,12
0.6248,0,13
0.6608,0,14
0.6374,0,15
0.6602,0,16
0.673,0,17
0.6492,0,18
0.6902,0,19
0.6392,0,20
0.6238,0,21
0.6084,0,22
0.6462,0,23
0.6456,0,24
0.6064,0,25
0.6706,0,26
0.7096,0,27
0.6464,0,28
0.6384,0,29
0.658,0,30
0.6096,0,31
0.6772,0,32
0.6412,0,33
0.5644,0,34
0.725,0,35
0.6656,0,36
0.6926,0,37
0.6436,0,38
0.6688,0,39
0.663,0,40
0.6322,0,41
0.628,0,42
0.6514,0,43
0.5606,0,44
0.6868,0,45
0.648,0,46
0.6382,0,47
0.6654,0,48
0.6694,0,49
0.6636,0,50
0.6248,0,51
0.677,0,52
0.6582,0,53
0.6464,0,54
0.6484,0,55
0.6554,0,56
0.594,0,57
0.6846,0,58
0.6924,0,59
0.674,0,60
0.7312,0,61
0.6304,0,62
0.596,0,63
0.6534,0,64
0.666,0,65
0.5856,0,66
0.682,0,67
0.6546,0,68
0.6868,0,69
0.619,0,70
0.6122,0,71
0.7206,0,72
0.6182,0,73
0.6842,0,74
0.665,0,75
0.6288,0,76
0.6338,0,77
0.6546,0,78
0.6756,0,79
0.6926,0,80
0.6358,0,81
0.7018,0,82
0.6638,0,83
0.5732,0,84
0.6714,0,85
0.647,0,86
0.674,0,87
0.6208,0,88
0.6588,0,89
0.6916,0,90
0.6788,0,91
0.6138,0,92
0.6416,0,93
0.5826,0,94
0.637,0,95
0.688,0,96
0.617,0,97
0.6568,0,98
0.6446,0,99
0.69,0,100
0.6178,1,101
0.61,1,102
0.644,1,103
0.52,1,104
0.568,1,105
0.5352,1,106
0.536,1,107
0.5444,1,108
0.5698,1,109
0.569,1,110
0.5818,1,111
0.5184,1,112
0.5902,1,113
0.607,1,114
0.5796,1,115
0.595,1,116
0.5572,1,117
0.5522,1,118
0.6138,1,119
0.569,1,120
0.5476,1,121
0.6022,1,122
0.5948,1,123
0.7056,1,124
0.6662,1,125
0.5924,1,126
0.5892,1,127
0.5898,1,128
0.5582,1,129
0.564,1,130
0.5328,1,131
0.5254,1,132
0.629,1,133
0.5702,1,134
0.5506,1,135
0.5712,1,136
0.6184,1,137
0.6212,1,138
0.5614,1,139
0.6116,1,140
0.5698,1,141
0.63,1,142
0.5674,1,143
0.545,1,144
0.5724,1,145
0.6242,1,146
0.5562,1,147
0.6408,1,148
0.5038,1,149
0.5964,1,150
0.5848,1,151
0.5604,1,152
0.548,1,153
0.587,1,154
0.577,1,155
0.601,1,156
0.5606,1,157
0.5838,1,158
0.6066,1,159
0.6006,1,160
0.5948,1,161
0.5234,1,162
0.5952,1,163
0.5916,1,164
0.6158,1,165
0.573,1,166
0.5456,1,167
0.5848,1,168
0.5428,1,169
0.6086,1,170
0.601,1,171
0.5696,1,172
0.5388,1,173
0.5586,1,174
0.6268,1,175
0.5488,1,176
0.604,1,177
0.5356,1,178
0.6204,1,179
0.5652,1,180
0.5782,1,181
0.6004,1,182
0.564,1,183
0.5694,1,184
0.6372,1,185
0.5914,1,186
0.5716,1,187
0.595,1,188
0.5112,1,189
0.5234,1,190
0.587,1,191
0.5592,1,192
0.6112,1,193
0.583,1,194
0.5898,1,195
0.563,1,196
0.5718,1,197
0.5768,1,198
0.5864,1,199
0.6146,1,200
0.4618,4,201
0.406,4,202
0.4196,4,203
0.4596,4,204
0.4196,4,205
0.454,4,206
0.491,4,207
0.4266,4,208
0.4676,4,209
0.4298,4,210
0.4214,4,211
0.408,4,212
0.4778,4,213
0.4526,4,214
0.4052,4,215
0.4118,4,216
0.4458,4,217
0.4154,4,218
0.4648,4,219
0.5264,4,220
0.4518,4,221
0.4192,4,222
0.4246,4,223
0.4526,4,224
0.4456,4,225
0.4502,4,226
0.4498,4,227
0.4292,4,228
0.447,4,229
0.4382,4,230
0.4078,4,231
0.4558,4,232
0.44,4,233
0.4574,4,234
0.473,4,235
0.3732,4,236
0.3828,4,237
0.366,4,238
0.3882,4,239
0.4722,4,240
0.443,4,241
0.461,4,242
0.4374,4,243
0.4182,4,244
0.4254,4,245
0.4326,4,246
0.4626,4,247
0.4382,4,248
0.4324,4,249
0.3962,4,250
0.4568,4,251
0.4526,4,252
0.4256,4,253
0.4994,4,254
0.35,4,255
0.4144,4,256
0.4786,4,257
0.4244,4,258
0.425,4,259
0.4556,4,260
0.443,4,261
0.4512,4,262
0.4438,4,263
0.4066,4,264
0.4318,4,265
0.3684,4,266
0.4442,4,267
0.3742,4,268
0.4418,4,269
0.4202,4,270
0.3544,4,271
0.4078,4,272
0.393,4,273
0.424,4,274
0.5042,4,275
0.3932,4,276
0.479,4,277
0.4166,4,278
0.4038,4,279
0.4298,4,280
0.4684,4,281
0.4082,4,282
0.4346,4,283
0.379,4,284
0.4108,4,285
0.4126,4,286
0.444,4,287
0.5856,4,288
0.4218,4,289
0.4448,4,290
0.4288,4,291
0.3458,4,292
0.478,4,293
0.4654,4,294
0.4274,4,295
0.435,4,296
0.4278,4,297
0.458,4,298
0.4534,4,299
0.4358,4,300
0.273,10,301
0.2544,10,302
0.235,10,303
0.2248,10,304
0.2712,10,305
0.2734,10,306
0.2812,10,307
0.2886,10,308
0.2896,10,309
0.2322,10,310
0.3088,10,311
0.2956,10,312
0.2902,10,313
0.2258,10,314
0.2788,10,315
0.2972,10,316
0.283,10,317
0.2512,10,318
0.2518,10,319
0.255,10,320
0.2478,10,321
0.238,10,322
0.239,10,323
0.2442,10,324
0.273,10,325
0.222,10,326
0.2728,10,327
0.2588,10,328
0.2608,10,329
0.2344,10,330
0.2576,10,331
0.2628,10,332
0.306,10,333
0.2344,10,334
0.2592,10,335
0.311,10,336
0.2468,10,337
0.2296,10,338
0.2464,10,339
0.2554,10,340
0.2872,10,341
0.2444,10,342
0.291,10,343
0.2612,10,344
0.2364,10,345
0.274,10,346
0.2634,10,347
0.2544,10,348
0.2412,10,349
0.3034,10,350
0.2812,10,351
0.2728,10,352
0.278,10,353
0.2148,10,354
0.2784,10,355
0.2614,10,356
0.2416,10,357
0.2874,10,358
0.2526,10,359
0.2392,10,360
0.231,10,361
0.2484,10,362
0.2606,10,363
0.3804,10,364
0.2888,10,365
0.286,10,366
0.312,10,367
0.2474,10,368
0.2594,10,369
0.2314,10,370
0.3286,10,371
0.2898,10,372
0.2796,10,373
0.2716,10,374
0.2828,10,375
0.2432,10,376
0.2668,10,377
0.2782,10,378
0.2098,10,379
0.2612,10,380
0.284,10,381
0.2592,10,382
0.2662,10,383
0.2362,10,384
0.2886,10,385
0.2602,10,386
0.2632,10,387
0.2668,10,388
0.2266,10,389
0.2544,10,390
0.317,10,391
0.2984,10,392
0.2942,10,393
0.2684,10,394
0.1908,10,395
0.2384,10,396
0.3028,10,397
0.2514,10,398
0.2682,10,399
0.2966,10,400
0.1692,25,401
0.1382,25,402
0.111,25,403
0.1154,25,404
0.103,25,405
0.1016,25,406
0.1162,25,407
0.1724,25,408
0.116,25,409
0.083,25,410
0.1368,25,411
0.1206,25,412
0.1096,25,413
0.1354,25,414
0.1068,25,415
0.1364,25,416
0.1676,25,417
0.1266,25,418
0.1224,25,419
0.13,25,420
0.1478,25,421
0.1236,25,422
0.066,25,423
0.17,25,424
0.1136,25,425
0.1286,25,426
0.1366,25,427
0.118,25,428
0.134,25,429
0.1238,25,430
0.1304,25,431
0.1348,25,432
0.1334,25,433
0.1394,25,434
0.1564,25,435
0.151,25,436
0.1274,25,437
0.096,25,438
0.1244,25,439
0.1144,25,440
0.1064,25,441
0.1276,25,442
0.131,25,443
0.1258,25,444
0.1306,25,445
0.0874,25,446
0.1282,25,447
0.1066,25,448
0.1968,25,449
0.1192,25,450
0.127,25,451
0.1322,25,452
0.142,25,453
0.1042,25,454
0.1098,25,455
0.1104,25,456
0.1424,25,457
0.1538,25,458
0.1448,25,459
0.1198,25,460
0.0942,25,461
0.1278,25,462
0.155,25,463
0.1318,25,464
0.1344,25,465
0.13,25,466
0.136,25,467
0.1538,25,468
0.1178,25,469
0.1516,25,470
0.1378,25,471
0.1406,25,472
0.119,25,473
0.1426,25,474
0.1078,25,475
0.1136,25,476
0.0726,25,477
0.184,25,478
0.1166,25,479
0.1394,25,480
0.1174,25,481
0.0986,25,482
0.1712,25,483
0.0726,25,484
0.148,25,485
0.0772,25,486
0.131,25,487
0.1164,25,488
0.1016,25,489
0.136,25,490
0.1458,25,491
0.0944,25,492
0.135,25,493
0.1724,25,494
0.1222,25,495
0.1096,25,496
0.1704,25,497
0.1158,25,498
0.1276,25,499
0.091,25,500
0.0634,50,501
0.0544,50,502
0.0696,50,503
0.0966,50,504
0.0942,50,505
0.0576,50,506
0.0456,50,507
0.07,50,508
0.0888,50,509
0.0508,50,510
0.0766,50,511
0.0504,50,512
0.0446,50,513
0.065,50,514
0.0464,50,515
0.0574,50,516
0.0704,50,517
0.0452,50,518
0.0856,50,519
0.0966,50,520
0.063,50,521
0.079,50,522
0.067,50,523
0.0538,50,524
0.0814,50,525
0.076,50,526
0.05,50,527
0.099,50,528
0.0592,50,529
0.1048,50,530
0.0488,50,531
0.0892,50,532
0.0884,50,533
0.0826,50,534
0.0902,50,535
0.0674,50,536
0.0884,50,537
0.0642,50,538
0.0984,50,539
0.0702,50,540
0.0874,50,541
0.0392,50,542
0.076,50,543
0.0646,50,544
0.084,50,545
0.0556,50,546
0.0656,50,547
0.0838,50,548
0.0848,50,549
0.069,50,550
0.0838,50,551
0.075,50,552
0.0834,50,553
0.0852,50,554
0.0674,50,555
0.031,50,556
0.0676,50,557
0.0768,50,558
0.1176,50,559
0.0788,50,560
0.0698,50,561
0.0614,50,562
0.0762,50,563
0.0694,50,564
0.0796,50,565
0.043,50,566
0.0664,50,567
0.0454,50,568
0.0536,50,569
0.0724,50,570
0.0772,50,571
0.0564,50,572
0.0896,50,573
0.078,50,574
0.0688,50,575
0.087,50,576
0.0652,50,577
0.0652,50,578
0.055,50,579
0.0642,50,580
0.0758,50,581
0.0704,50,582
0.0436,50,583
0.0558,50,584
0.0568,50,585
0.0762,50,586
0.0792,50,587
0.0314,50,588
0.0504,50,589
0.0852,50,590
0.0606,50,591
0.0562,50,592
0.0802,50,593
0.0682,50,594
0.0566,50,595
0.0804,50,596
0.0584,50,597
0.0926,50,598
0.0536,50,599
0.0392,50,600
0.053,100,601
0.0328,100,602
0.0388,100,603
0.0462,100,604
0.0304,100,605
0.053,100,606
0.0274,100,607
0.0306,100,608
0.0574,100,609
0.0532,100,610
0.0142,100,611
0.0514,100,612
0.0428,100,613
0.0392,100,614
0.0352,100,615
0.0354,100,616
0.0566,100,617
0.027,100,618
0.0546,100,619
0.0342,100,620
0.0284,100,621
0.0458,100,622
0.039,100,623
0.0382,100,624
0.0454,100,625
0.0438,100,626
0.0442,100,627
0.0294,100,628
0.0468,100,629
0.034,100,630
0.0392,100,631
0.041,100,632
0.0384,100,633
0.061,100,634
0.049,100,635
0.0342,100,636
0.0222,100,637
0.0238,100,638
0.0276,100,639
0.015,100,640
0.0328,100,641
0.0512,100,642
0.0418,100,643
0.03,100,644
0.0434,100,645
0.0398,100,646
0.0554,100,647
0.0394,100,648
0.0388,100,649
0.0552,100,650
0.0178,100,651
0.0384,100,652
0.0548,100,653
0.0638,100,654
0.034,100,655
0.0508,100,656
0.0442,100,657
0.068,100,658
0.0424,100,659
0.0466,100,660
0.0374,100,661
0.0262,100,662
0.0326,100,663
0.0222,100,664
0.0546,100,665
0.0454,100,666
0.0162,100,667
0.0272,100,668
0.0422,100,669
0.0312,100,670
0.0556,100,671
0.0532,100,672
0.0398,100,673
0.0416,100,674
0.051,100,675
0.0448,100,676
0.03,100,677
0.028,100,678
0.0566,100,679
0.0552,100,680
0.0404,100,681
0.0436,100,682
0.0382,100,683
0.0478,100,684
0.0476,100,685
0.0404,100,686
0.0434,100,687
0.0492,100,688
0.0446,100,689
0.0432,100,690
0.0396,100,691
0.0246,100,692
0.0236,100,693
0.053,100,694
0.0356,100,695
0.0404,100,696
0.058,100,697
0.0368,100,698
0.0352,100,699
0.0262,100,700
0.0418,200,701
0.0222,200,702
0.0224,200,703
0.0298,200,704
0.0432,200,705
0.0616,200,706
0.0252,200,707
0.031,200,708
0.034,200,709
0.0314,200,710
0.0368,200,711
0.0376,200,712
0.0312,200,713
0.0304,200,714
0.023,200,715
0.0222,200,716
0.0186,200,717
0.0108,200,718
0.0186,200,719
0.0454,200,720
0.0588,200,721
0.0264,200,722
0.0222,200,723
0.0258,200,724
0.0234,200,725
0.0266,200,726
0.0424,200,727
0.0268,200,728
0.0338,200,729
0.0262,200,730
0.03,200,731
0.0236,200,732
0.0332,200,733
0.015,200,734
0.0548,200,735
0.0412,200,736
0.0302,200,737
0.0322,200,738
0.019,200,739
0.0312,200,740
0.0222,200,741
0.0038,200,742
0.045,200,743
0.026,200,744
0.0344,200,745
0.0314,200,746
0.03,200,747
0.0388,200,748
0.019,200,749
0.0348,200,750
0.031,200,751
0.037,200,752
0.023,200,753
0.011,200,754
0.0362,200,755
0.0228,200,756
0.039,200,757
0.0232,200,758
0.0162,200,759
0.0328,200,760
0.0074,200,761
0.0224,200,762
0.0308,200,763
0.0224,200,764
0.022,200,765
0.0308,200,766
0.0208,200,767
0.0228,200,768
0.039,200,769
0.0346,200,770
0.0112,200,771
0.0346,200,772
0.03,200,773
0.041,200,774
0.0296,200,775
0.0268,200,776
0.019,200,777
0.0418,200,778
0.0228,200,779
0.0474,200,780
0.0336,200,781
0.0118,200,782
0.0226,200,783
0.0334,200,784
0.0376,200,785
0.0186,200,786
0.0228,200,787
0.0152,200,788
0.0144,200,789
0.0378,200,790
0.049,200,791
0.0454,200,792
0.0306,200,793
0.0304,200,794
0.042,200,795
0.0298,200,796
0.0264,200,797
0.043,200,798
0.0182,200,799
0.0492,200,800
