time,ABCD,ABC,sd_ABCD,sd_ABC
1.0,0.0,0.0,0.0,0.0
2.0,0.0,8.0e-5,0.0,0.000565685424949238
3.0,0.0,8.0e-5,0.0,0.000565685424949238
4.0,0.0,0.0004,0.0,0.0012121830534626528
5.0,0.0,0.0005600000000000001,0.0,0.0014020393310154625
6.0,0.0,0.0008,0.0,0.0016162440712835374
7.0,0.0,0.00096,0.0,0.0017256764423476
8.0,0.0,0.0011200000000000001,0.0,0.001986073965369459
9.0,0.0,0.00136,0.0,0.002371256448142449
10.0,0.0,0.0016,0.0,0.00268023757704196
11.0,0.0,0.0016,0.0,0.00268023757704196
12.0,0.0,0.00192,0.0,0.0027093187636867883
13.0,0.0,0.00216,0.0,0.0028238055087099053
14.0,0.0,0.00256,0.0,0.0036820579871056033
15.0,0.0,0.00264,0.0,0.0036687316386913196
16.0,0.0,0.0028000000000000004,0.0,0.003636549160387959
17.0,0.0,0.00312,0.0,0.003815328910313966
18.0,0.0,0.00328,0.0,0.00409599107141884
19.0,0.0,0.00336,0.0,0.004069598586231967
20.0,0.0,0.00336,0.0,0.004069598586231967
21.0,0.0,0.00368,0.0,0.004414447523617821
22.0,0.0,0.00376,0.0,0.004529089650384997
23.0,0.0,0.00384,0.0,0.004568570535155814
24.0,0.0,0.00392,0.0,0.004534853686634628
25.0,0.0,0.004,0.0,0.004642307659791978
26.0,0.0,0.0044800000000000005,0.0,0.004756263324956528
27.0,0.0,0.0048000000000000004,0.0,0.004780914437337574
28.0,0.0,0.00496,0.0,0.0047507679293317786
29.0,0.0,0.00504,0.0,0.004698936049788292
30.0,0.0,0.00536,0.0,0.004685017369775916
31.0,0.0,0.005520000000000001,0.0,0.005039598299508421
32.0,0.0,0.005600000000000001,0.0,0.005046720495044484
33.0,0.0,0.00584,0.0,0.005060289577904104
34.0,0.0,0.006,0.0,0.004997958767010258
35.0,0.0,0.00616,0.0,0.005060289577904105
36.0,0.0,0.0064800000000000005,0.0,0.005039598299508421
37.0,0.0,0.00664,0.0,0.0050214234911577635
38.0,0.0,0.006959999999999999,0.0,0.005162502161881249
39.0,0.0,0.007039999999999999,0.0,0.005333605435235673
40.0,0.0,0.0072,0.0,0.005237229365663817
41.0,0.00036,0.00736,0.0014393876248925714,0.005069959545787163
42.0,0.00036,0.00776,0.0014393876248925714,0.004876264880384727
43.0,0.00036,0.00792,0.0014393876248925714,0.005013614118638594
44.0,0.00048,0.00784,0.0016442850937072179,0.005044131769306037
45.0,0.00048,0.00816,0.0016442850937072179,0.004978976208181021
46.0,0.00048,0.00824,0.0016442850937072179,0.004942774565784208
47.0,0.00048,0.008400000000000001,0.0016442850937072179,0.0049979587670102585
48.0,0.00048,0.0088,0.0016442850937072179,0.004915614438310073
49.0,0.00048,0.00928,0.0016442850937072179,0.005075109328268461
50.0,0.0006000000000000001,0.00936,0.0018182745801939796,0.005212856947108793
51.0,0.00072,0.00968,0.0019695643359558955,0.005304753355554366
52.0,0.00072,0.00984,0.0019695643359558955,0.0054336818051100196
53.0,0.00072,0.00984,0.0019695643359558955,0.0054336818051100196
54.0,0.00072,0.00984,0.0019695643359558955,0.0054336818051100196
55.0,0.00072,0.00992,0.0019695643359558955,0.005727983582236191
56.0,0.00072,0.01016,0.0019695643359558955,0.0057262731406764605
57.0,0.00072,0.01024,0.0019695643359558955,0.005666082402852819
58.0,0.00072,0.01048,0.0019695643359558955,0.005474393079770281
59.0,0.00072,0.01056,0.0019695643359558955,0.005466633482560639
60.0,0.00072,0.01064,0.0019695643359558955,0.005517171709623454
61.0,0.00072,0.01088,0.0019695643359558955,0.005716570971611337
62.0,0.00072,0.01088,0.0019695643359558955,0.005716570971611337
63.0,0.00084,0.010960000000000001,0.002427394672886794,0.0055877416854089755
64.0,0.00096,0.011040000000000001,0.00253111252461144,0.005746196612560702
65.0,0.00096,0.011120000000000001,0.00253111252461144,0.005730833183716992
66.0,0.00096,0.011280000000000002,0.00253111252461144,0.006030669912359384
67.0,0.00096,0.011360000000000002,0.00253111252461144,0.006120424154969548
68.0,0.00096,0.011600000000000001,0.00253111252461144,0.0062204403020220695
69.0,0.00096,0.011840000000000002,0.00253111252461144,0.0064122332064482455
70.0,0.00096,0.012000000000000002,0.00253111252461144,0.006414269805898184
71.0,0.00096,0.012240000000000003,0.00253111252461144,0.006332810576349048
72.0,0.00096,0.012480000000000002,0.00253111252461144,0.0063446586888146325
73.0,0.00096,0.012720000000000002,0.00253111252461144,0.006549777999042005
74.0,0.00096,0.012800000000000002,0.00253111252461144,0.006565214453186319
75.0,0.00108,0.013040000000000003,0.002625153056762324,0.00680024009179988
76.0,0.0012,0.013040000000000003,0.002710523708715754,0.006752051842338938
77.0,0.00132,0.01328,0.0030401396315945482,0.006782450342837846
78.0,0.00132,0.013519999999999999,0.0030401396315945482,0.006851902759713643
79.0,0.00132,0.013839999999999998,0.0030401396315945482,0.006867135576090526
80.0,0.00132,0.01424,0.0030401396315945482,0.007006003256683018
81.0,0.00132,0.01456,0.0030401396315945482,0.006749633398963841
82.0,0.0014399999999999999,0.01472,0.003104703475932828,0.006636448521580789
83.0,0.0014399999999999999,0.01504,0.003104703475932828,0.006883757872628844
84.0,0.00156,0.01496,0.003163310072099303,0.006752051842338938
85.0,0.00156,0.01512,0.003163310072099303,0.006918298717376776
86.0,0.00156,0.01528,0.003163310072099303,0.0069371522711162295
87.0,0.0018000000000000002,0.01536,0.0032639027596559613,0.007244308110509933
88.0,0.0018000000000000002,0.01544,0.0032639027596559613,0.007318302468496922
