fraction_exposure,fold,id
0.6972,0,1
0.6548,0,2
0.6824,0,3
0.6252,0,4
0.6884,0,5
0.614,0,6
0.6314,0,7
0.5702,0,8
0.6242,0,9
0.7194,0,10
0.7196,0,11
0.6146,0,12
0.6316,0,13
0.6498,0,14
0.6636,0,15
0.615,0,16
0.6898,0,17
0.6368,0,18
0.64,0,19
0.6304,0,20
0.6622,0,21
0.672,0,22
0.69,0,23
0.633,0,24
0.6406,0,25
0.6128,0,26
0.6888,0,27
0.6528,0,28
0.6366,0,29
0.6342,0,30
0.661,0,31
0.6458,0,32
0.569,0,33
0.677,0,34
0.6496,0,35
0.6552,0,36
0.6442,0,37
0.6608,0,38
0.6576,0,39
0.6154,0,40
0.6124,0,41
0.626,0,42
0.6146,0,43
0.6694,0,44
0.6186,0,45
0.6384,0,46
0.6456,0,47
0.6438,0,48
0.6582,0,49
0.6762,0,50
0.6422,0,51
0.6298,0,52
0.6566,0,53
0.63,0,54
0.683,0,55
0.639,0,56
0.665,0,57
0.6846,0,58
0.6482,0,59
0.6268,0,60
0.6354,0,61
0.684,0,62
0.6492,0,63
0.6432,0,64
0.675,0,65
0.6062,0,66
0.6448,0,67
0.5974,0,68
0.6268,0,69
0.671,0,70
0.6958,0,71
0.5868,0,72
0.7146,0,73
0.662,0,74
0.6556,0,75
0.5884,0,76
0.5772,0,77
0.6186,0,78
0.6438,0,79
0.6632,0,80
0.634,0,81
0.6364,0,82
0.6328,0,83
0.601,0,84
0.6536,0,85
0.6278,0,86
0.6634,0,87
0.6476,0,88
0.655,0,89
0.6114,0,90
0.609,0,91
0.62,0,92
0.6686,0,93
0.6384,0,94
0.6186,0,95
0.6948,0,96
0.5966,0,97
0.5918,0,98
0.7434,0,99
0.6924,0,100
0.5668,1,101
0.6134,1,102
0.639,1,103
0.5712,1,104
0.5358,1,105
0.563,1,106
0.6008,1,107
0.5592,1,108
0.6114,1,109
0.5978,1,110
0.6144,1,111
0.5788,1,112
0.561,1,113
0.556,1,114
0.537,1,115
0.6058,1,116
0.5356,1,117
0.6122,1,118
0.526,1,119
0.5834,1,120
0.558,1,121
0.6182,1,122
0.5706,1,123
0.6132,1,124
0.5942,1,125
0.6104,1,126
0.5206,1,127
0.5426,1,128
0.6326,1,129
0.627,1,130
0.617,1,131
0.5914,1,132
0.63,1,133
0.6466,1,134
0.6498,1,135
0.5728,1,136
0.574,1,137
0.543,1,138
0.6102,1,139
0.5608,1,140
0.6574,1,141
0.6022,1,142
0.5462,1,143
0.606,1,144
0.571,1,145
0.5572,1,146
0.567,1,147
0.605,1,148
0.597,1,149
0.517,1,150
0.574,1,151
0.5872,1,152
0.58,1,153
0.528,1,154
0.5748,1,155
0.5618,1,156
0.6028,1,157
0.6154,1,158
0.5772,1,159
0.57,1,160
0.5856,1,161
0.553,1,162
0.6612,1,163
0.5912,1,164
0.5518,1,165
0.5872,1,166
0.5836,1,167
0.5552,1,168
0.6078,1,169
0.5864,1,170
0.5462,1,171
0.6266,1,172
0.5628,1,173
0.584,1,174
0.5462,1,175
0.5904,1,176
0.5738,1,177
0.6216,1,178
0.6702,1,179
0.571,1,180
0.5888,1,181
0.5318,1,182
0.5838,1,183
0.61,1,184
0.5482,1,185
0.5484,1,186
0.563,1,187
0.5532,1,188
0.6082,1,189
0.5776,1,190
0.5746,1,191
0.5256,1,192
0.4822,1,193
0.5626,1,194
0.541,1,195
0.6138,1,196
0.5272,1,197
0.577,1,198
0.6102,1,199
0.6288,1,200
0.39,4,201
0.4826,4,202
0.3934,4,203
0.4638,4,204
0.3924,4,205
0.458,4,206
0.4784,4,207
0.4288,4,208
0.4372,4,209
0.4532,4,210
0.507,4,211
0.4324,4,212
0.4102,4,213
0.4022,4,214
0.4326,4,215
0.4812,4,216
0.412,4,217
0.4144,4,218
0.3728,4,219
0.4002,4,220
0.4564,4,221
0.4018,4,222
0.4098,4,223
0.4502,4,224
0.3928,4,225
0.4602,4,226
0.4406,4,227
0.4916,4,228
0.4436,4,229
0.4124,4,230
0.441,4,231
0.3824,4,232
0.3946,4,233
0.458,4,234
0.4728,4,235
0.4448,4,236
0.4516,4,237
0.501,4,238
0.4526,4,239
0.4498,4,240
0.5312,4,241
0.4124,4,242
0.4314,4,243
0.428,4,244
0.4042,4,245
0.4432,4,246
