time,ABCD,ABC,sd_ABCD,sd_ABC
1.0,0.0,0.0,0.0,0.0
2.0,0.0012,0.016200000000000003,0.005908391567007971,0.01813418001588395
3.0,0.0039000000000000003,0.031400000000000004,0.010139930069688932,0.02296329966083122
4.0,0.0111,0.0472,0.01687116959894493,0.0287827108598972
5.0,0.020099999999999996,0.057,0.020913240694919483,0.031317855622760654
6.0,0.028499999999999998,0.0674,0.02606809265261758,0.03148255890412206
7.0,0.039299999999999995,0.07479999999999999,0.02882391683685931,0.03122029901693882
8.0,0.050699999999999995,0.08460000000000001,0.03238826948140329,0.03361757597063498
9.0,0.063,0.0908,0.036306773723119745,0.03356525379952106
10.0,0.0705,0.10219999999999999,0.04356291166493894,0.03791484344600876
11.0,0.0861,0.107,0.046837242368944744,0.036995768253772876
12.0,0.10049999999999999,0.11180000000000001,0.04905933327938917,0.040610990202807486
13.0,0.11601999999999998,0.11171999999999999,0.05483676050816918,0.041740922923009814
14.0,0.12922,0.11331999999999998,0.058353084102234255,0.0430177036612001
15.0,0.13971999999999998,0.11732000000000001,0.05825199177242393,0.04450238445546735
16.0,0.15381999999999998,0.11972,0.05627716044612404,0.044328452681903045
17.0,0.16492,0.12272,0.05707016415224016,0.045104162275176496
18.0,0.17355,0.12585000000000002,0.05864399958110537,0.046000741100749476
19.0,0.18855,0.12505,0.058216137684225386,0.047872173018309386
20.0,0.20235000000000003,0.12465000000000001,0.061822550722028434,0.04640083920348724
21.0,0.21224999999999997,0.12585,0.06391493320710495,0.04766155408055572
22.0,0.22094999999999998,0.12865000000000001,0.06685146735015386,0.05295612344291272
23.0,0.22694999999999996,0.13405,0.06785923859450725,0.051918034662651893
24.0,0.23715,0.13445000000000001,0.06879193853992494,0.04833727779098058
25.0,0.24735000000000004,0.13385000000000002,0.067518104567919,0.04717587446262264
26.0,0.25628,0.13538,0.0687285805016936,0.05157201104506517
27.0,0.26948,0.13438,0.0702603355206531,0.051093453691260775
28.0,0.28357999999999994,0.13198000000000001,0.07003609170573513,0.04803722882864241
29.0,0.29378,0.13038000000000002,0.07271871641586998,0.04527219138865837
30.0,0.30158,0.13277999999999998,0.07212169569483923,0.04497689193442348
31.0,0.30998000000000003,0.13478,0.07552522891074348,0.04342846899433503
32.0,0.31628,0.13638000000000003,0.07839283104720711,0.04514528287270515
33.0,0.32588,0.13638,0.07486719285278812,0.04559057584699503
34.0,0.33458000000000004,0.13438,0.07380457131827775,0.04488858935793655
35.0,0.33938,0.13678,0.07661813747344026,0.04500114027735993
36.0,0.34148,0.14098,0.07650727568227242,0.04503040050562475
37.0,0.34928000000000003,0.14038,0.07250567097291304,0.04733584713768651
38.0,0.35438000000000003,0.14198,0.06944829920614516,0.049023799621132284
39.0,0.36418999999999996,0.13809000000000002,0.07178161254102543,0.05114034857649342
40.0,0.37049,0.13968999999999998,0.07052035955035334,0.052646466206578424
41.0,0.37648999999999994,0.13789000000000004,0.06745525939615102,0.053055887248421085
42.0,0.37918999999999997,0.14149,0.06462146108161926,0.052213720670553895
43.0,0.38278999999999996,0.14389000000000002,0.06508926194236665,0.0516720222053277
44.0,0.38969000000000004,0.14289,0.0654767589270877,0.051475971642754415
45.0,0.39298999999999995,0.14529000000000003,0.06575505434350405,0.053560556684217095
46.0,0.39809,0.14429,0.0702505034311017,0.054923508793428506
47.0,0.39891999999999994,0.14722,0.06963652820615097,0.05667193914865352
48.0,0.40641999999999995,0.14582,0.06909591927607636,0.05496231583199676
49.0,0.41031999999999996,0.14662,0.06834270150121993,0.05347987065856243
50.0,0.41542,0.14642,0.06622233441791052,0.05311416710704167
51.0,0.41601999999999995,0.14962,0.06704347752606422,0.05414137498114067
52.0,0.4208199999999999,0.15062,0.06702214016821062,0.05293158916292927
53.0,0.42682,0.15082,0.06934038134340254,0.05512747028295403
54.0,0.4283199999999999,0.15162,0.06459428626575123,0.05250392577914743
55.0,0.43341999999999997,0.15062,0.06389719963513363,0.05232508717121021
56.0,0.43701999999999996,0.15222,0.06359943777148101,0.05213804132814498
57.0,0.44062000000000007,0.15102000000000002,0.0638854372365807,0.05189616283668492
58.0,0.44422000000000006,0.15042,0.06146783342085961,0.050407867752099295
59.0,0.44782000000000005,0.15142,0.06013593691870867,0.05063339816861011
60.0,0.44872,0.15342,0.06001583629393668,0.05159304236233816
61.0,0.45217000000000007,0.15506999999999999,0.06237667509542005,0.053674525116340306
62.0,0.45397000000000004,0.15627000000000002,0.06151856991546898,0.05208905641283779
63.0,0.45457000000000003,0.15807000000000002,0.06173718408698196,0.05222644072795993
64.0,0.45813000000000004,0.15783,0.06050722554732074,0.052137164665849826
65.0,0.45993,0.15923000000000004,0.061356756890839796,0.05252817521977316
66.0,0.46137999999999996,0.15938,0.06233629550569826,0.05260559942543275
67.0,0.45928,0.16398,0.06313958882323892,0.054404207353639274
68.0,0.46103,0.16452999999999995,0.06364238074005894,0.05365611697550326
69.0,0.46252999999999994,0.16592999999999997,0.06499968220590534,0.05377417332857584
70.0,0.46493,0.16553,0.06525633294860346,0.05458872029859634
71.0,0.46853,0.16533,0.06595950012367935,0.055573239508732525
72.0,0.46903999999999996,0.16624,0.06496151463627048,0.05418060333530606
73.0,0.46992999999999996,0.16823,0.06329987234097584,0.05499933057443848
74.0,0.47442999999999996,0.16683000000000003,0.06267105964615341,0.05476267530043256
75.0,0.4765299999999999,0.16842999999999997,0.06241737245221384,0.055287541292973245
76.0,0.47643,0.17093,0.060646892381683956,0.055457191607672505
77.0,0.47493,0.17413,0.061413527118472144,0.05606051113833077
78.0,0.47749,0.17399,0.061443165000287264,0.055201100669746754
79.0,0.48309,0.17309000000000002,0.06120558088371625,0.055208163464575716
80.0,0.48308999999999996,0.17488999999999996,0.06352333461338472,0.05809690528797902
81.0,0.48338999999999993,0.17549,0.06114495031885258,0.05677947683713711
82.0,0.48541000000000006,0.17521,0.05996111450369525,0.057465895902867395
83.0,0.48601,0.17601,0.06116486992654618,0.05766438863953833
84.0,0.48510999999999993,0.17800999999999997,0.059312031416122235,0.05471588600962413
85.0,0.48571,0.18000999999999998,0.05780711483245402,0.054538003615679204
86.0,0.48571,0.18101,0.05840165609247253,0.056135027506284456
87.0,0.48721,0.18120999999999998,0.06002748444578441,0.05633939271697177
88.0,0.48614999999999997,0.18285,0.06342344068467769,0.05938240650243304
89.0,0.4870499999999999,0.18345,0.06547902355145901,0.0590396844794613
90.0,0.48645000000000005,0.18485,0.06557382684941278,0.0592035309826034
91.0,0.48614999999999997,0.18564999999999998,0.06794462614675441,0.061243078355554974
92.0,0.48757,0.18637,0.06699513852406447,0.06239328748537235
93.0,0.48696999999999996,0.18816999999999998,0.06324706325277886,0.059498078230572404
94.0,0.48963999999999996,0.18853999999999996,0.06492210095121069,0.06144824873604839
95.0,0.48994,0.18933999999999998,0.06280687410103639,0.05949810624267504
96.0,0.49234,0.18853999999999996,0.0613960844999027,0.05752582555740166
97.0,0.49174,0.19014,0.06191744585341115,0.05844310364479598
98.0,0.49073999999999995,0.19143999999999997,0.0614563358175641,0.058062891711827394
99.0,0.49244,0.19173999999999997,0.05859901747030277,0.057773787352488025
100.0,0.4930399999999999,0.19233999999999998,0.05998163355258311,0.05748591746741725
101.0,0.49363999999999997,0.19394000000000003,0.06072134066472192,0.059380100737842834
102.0,0.49024,0.19804000000000005,0.05955730963797081,0.05889400168390185
103.0,0.4956399999999999,0.19484,0.06203493964995643,0.06086111362368545
104.0,0.49833999999999995,0.19404,0.06300957438871069,0.06174678170160005
105.0,0.49534000000000006,0.19744000000000003,0.06292005830713873,0.06174161211587099
106.0,0.4952700000000001,0.19857000000000002,0.06479631723541644,0.06282334620412088
107.0,0.49617,0.19857000000000002,0.0629885439319458,0.0620760782826162
108.0,0.49707,0.19877000000000003,0.06411924733485164,0.06449991856544855
109.0,0.4988700000000001,0.19897,0.06287451909569688,0.06335636821929895
110.0,0.49707,0.20137,0.062404392327929784,0.06432456448324851
111.0,0.49781,0.20261000000000004,0.0608212640580263,0.06430214269801245
112.0,0.49841,0.20341,0.05880374738969199,0.0635339875638038
113.0,0.50074,0.20294,0.062227769954702326,0.06409648976348081
114.0,0.50284,0.20214000000000001,0.062098442538090805,0.06406231499111004
115.0,0.50104,0.20434000000000002,0.05956100683629798,0.06174143215414139
116.0,0.5019399999999999,0.20394,0.05824154163238789,0.061430723073831205
117.0,0.50629,0.20159000000000002,0.06075389915574359,0.063038884104106
118.0,0.50569,0.20279000000000003,0.06114656923567281,0.06296468386438078
119.0,0.5065700000000001,0.20257000000000006,0.06210031880722993,0.06411830211933771
120.0,0.50681,0.20331000000000002,0.06427398660060968,0.0650287729634453
121.0,0.5071100000000001,0.20371000000000003,0.06465024705632952,0.06606123498449577
122.0,0.50831,0.20331,0.06588598891534933,0.06730342795238155
123.0,0.5066700000000001,0.20496999999999999,0.06442050225751977,0.06593606560505978
124.0,0.50697,0.20537,0.06467017406920607,0.06556324034738129
125.0,0.50637,0.20677,0.06260032836264608,0.06396461379686286
126.0,0.5092,0.206,0.06167100721824745,0.06490645950017983
127.0,0.5099,0.206,0.06451160728696405,0.06730707558825019
128.0,0.5055999999999999,0.21050000000000002,0.06361960818375531,0.06762112215584833
