fraction_exposure,fold,id
0.6278,0,1
0.6442,0,2
0.6178,0,3
0.6338,0,4
0.601,0,5
0.6252,0,6
0.6496,0,7
0.6396,0,8
0.6854,0,9
0.675,0,10
0.6182,0,11
0.6178,0,12
0.6682,0,13
0.564,0,14
0.596,0,15
0.6372,0,16
0.6124,0,17
0.683,0,18
0.639,0,19
0.626,0,20
0.7104,0,21
0.609,0,22
0.6654,0,23
0.5952,0,24
0.6718,0,25
0.6482,0,26
0.7004,0,27
0.6418,0,28
0.5678,0,29
0.6496,0,30
0.604,0,31
0.6884,0,32
0.716,0,33
0.62,0,34
0.5918,0,35
0.6396,0,36
0.605,0,37
0.649,0,38
0.6818,0,39
0.6434,0,40
0.587,0,41
0.6552,0,42
0.6688,0,43
0.6772,0,44
0.7096,0,45
0.6322,0,46
0.6788,0,47
0.6864,0,48
0.6088,0,49
0.6076,0,50
0.623,0,51
0.6152,0,52
0.6636,0,53
0.6492,0,54
0.639,0,55
0.6574,0,56
0.6646,0,57
0.6854,0,58
0.6894,0,59
0.6464,0,60
0.6858,0,61
0.6974,0,62
0.65,0,63
0.6752,0,64
0.6728,0,65
0.6046,0,66
0.679,0,67
0.7392,0,68
0.6156,0,69
0.6722,0,70
0.5594,0,71
0.6284,0,72
0.6724,0,73
0.6116,0,74
0.6596,0,75
0.6272,0,76
0.6164,0,77
0.6518,0,78
0.6318,0,79
0.686,0,80
0.6674,0,81
0.5902,0,82
0.6284,0,83
0.6684,0,84
0.625,0,85
0.5764,0,86
0.6474,0,87
0.6682,0,88
0.6436,0,89
0.6516,0,90
0.6452,0,91
0.6644,0,92
0.6308,0,93
0.6204,0,94
0.6894,0,95
0.7284,0,96
0.6644,0,97
0.6904,0,98
0.6676,0,99
0.6128,0,100
0.6292,1,101
0.582,1,102
0.59,1,103
0.5948,1,104
0.587,1,105
0.5454,1,106
0.554,1,107
0.6222,1,108
0.5738,1,109
0.5398,1,110
0.5956,1,111
0.61,1,112
0.5814,1,113
0.5834,1,114
0.5304,1,115
0.6254,1,116
0.6524,1,117
0.584,1,118
0.5834,1,119
0.5648,1,120
0.599,1,121
0.597,1,122
0.557,1,123
0.5604,1,124
0.6194,1,125
0.5722,1,126
0.5268,1,127
0.5214,1,128
0.5378,1,129
0.6238,1,130
0.6208,1,131
0.5428,1,132
0.6058,1,133
0.6,1,134
0.674,1,135
0.6192,1,136
0.6476,1,137
0.6602,1,138
0.551,1,139
0.545,1,140
0.5816,1,141
0.5998,1,142
0.6198,1,143
0.4962,1,144
0.5778,1,145
0.6174,1,146
0.6514,1,147
0.525,1,148
0.5292,1,149
0.576,1,150
0.5894,1,151
0.574,1,152
0.5812,1,153
0.5374,1,154
0.5628,1,155
0.5872,1,156
0.526,1,157
0.5922,1,158
0.561,1,159
0.6382,1,160
0.4906,1,161
0.623,1,162
0.5994,1,163
0.6212,1,164
0.5822,1,165
0.6142,1,166
0.5574,1,167
0.563,1,168
0.5182,1,169
0.5834,1,170
0.5724,1,171
0.5252,1,172
0.5782,1,173
0.6192,1,174
0.584,1,175
0.5548,1,176
0.5816,1,177
0.5888,1,178
0.5084,1,179
0.5974,1,180
0.6154,1,181
0.566,1,182
0.6706,1,183
0.5386,1,184
0.5248,1,185
0.5634,1,186
0.571,1,187
0.6002,1,188
0.5572,1,189
0.5904,1,190
0.5404,1,191
0.5726,1,192
0.6248,1,193
0.5518,1,194
0.6286,1,195
0.572,1,196
0.553,1,197
0.5932,1,198
0.6128,1,199
0.624,1,200
0.4594,4,201
0.4334,4,202
0.4808,4,203
0.4272,4,204
0.4394,4,205
0.4182,4,206
0.3974,4,207
0.4316,4,208
0.4496,4,209
0.3894,4,210
0.4606,4,211
0.4616,4,212
0.4382,4,213
0.4122,4,214
0.4584,4,215
0.4658,4,216
0.4342,4,217
0.4762,4,218
0.4034,4,219
0.4098,4,220
0.4846,4,221
0.4564,4,222
0.4638,4,223
0.4952,4,224
0.4222,4,225
0.4848,4,226
0.4186,4,227
0.4206,4,228
0.4556,4,229
0.442,4,230
0.4208,4,231
0.4382,4,232
0.4218,4,233
0.4534,4,234
0.4692,4,235
0.4434,4,236
0.4682,4,237
0.3944,4,238
0.4082,4,239
0.4444,4,240
0.4252,4,241
0.47,4,242
0.4054,4,243
0.4712,4,244
0.4228,4,245
0.3718,4,246
0.4064,4,247
0.4216,4,248
0.4428,4,249
0.4296,4,250
0.4454,4,251
0.4546,4,252
0.405,4,253
0.4614,4,254
0.4422,4,255
0.3996,4,256
0.351,4,257
0.43,4,258
0.3974,4,259
0.4204,4,260
0.4264,4,261
0.4676,4,262
0.4048,4,263
0.4732,4,264
0.4124,4,265
0.3878,4,266
0.451,4,267
0.4646,4,268
0.5024,4,269
0.396,4,270
0.4028,4,271
0.4048,4,272
0.4736,4,273
0.4076,4,274
0.4292,4,275
0.4554,4,276
0.504,4,277
0.3844,4,278
0.4184,4,279
0.426,4,280
0.3976,4,281
0.4148,4,282
0.3706,4,283
0.4342,4,284
0.425,4,285
0.4664,4,286
0.4418,4,287
0.4184,4,288
0.4334,4,289
0.3386,4,290
0.4774,4,291
0.3998,4,292
0.4654,4,293
0.4704,4,294
0.4254,4,295
0.4144,4,296
0.4382,4,297
0.3816,4,298
0.4578,4,299
0.4142,4,300
0.3104,10,301
0.2052,10,302
0.3306,10,303
0.297,10,304
0.27,10,305
0.237,10,306
0.2068,10,307
0.277,10,308
0.246,10,309
0.2444,10,310
0.2138,10,311
0.286,10,312
0.2826,10,313
0.2762,10,314
0.3018,10,315
0.2552,10,316
0.2106,10,317
0.2346,10,318
0.2424,10,319
0.2906,10,320
0.2624,10,321
0.2688,10,322
0.3086,10,323
0.269,10,324
0.3158,10,325
0.2782,10,326
0.2556,10,327
0.2748,10,328
0.2122,10,329
0.3028,10,330
0.2824,10,331
0.2232,10,332
0.2718,10,333
0.3014,10,334
0.248,10,335
0.2302,10,336
0.2716,10,337
0.3228,10,338
0.2744,10,339
0.2302,10,340
0.2602,10,341
0.2682,10,342
0.3054,10,343
0.3088,10,344
0.2366,10,345
0.2586,10,346
0.2908,10,347
0.253,10,348
0.2554,10,349
0.2648,10,350
0.2528,10,351
0.2798,10,352
0.302,10,353
0.264,10,354
0.2618,10,355
0.2916,10,356
0.2734,10,357
0.2414,10,358
0.2544,10,359
0.2636,10,360
0.205,10,361
0.2562,10,362
0.2546,10,363
0.2926,10,364
0.2082,10,365
0.307,10,366
0.2586,10,367
0.2548,10,368
0.2952,10,369
0.2214,10,370
0.2542,10,371
0.3508,10,372
0.289,10,373
0.2934,10,374
0.2848,10,375
0.2638,10,376
0.3226,10,377
0.3126,10,378
0.2632,10,379
0.2458,10,380
0.3386,10,381
0.2254,10,382
0.2462,10,383
0.2982,10,384
0.2732,10,385
0.3282,10,386
0.282,10,387
0.279,10,388
0.302,10,389
0.206,10,390
0.2632,10,391
0.2708,10,392
0.2858,10,393
0.2198,10,394
0.2478,10,395
0.2576,10,396
0.227,10,397
0.2932,10,398
0.2894,10,399
0.3496,10,400
0.1276,25,401
0.1092,25,402
0.0986,25,403
0.1072,25,404
0.1392,25,405
0.1122,25,406
0.1054,25,407
0.1282,25,408
0.0988,25,409
0.1162,25,410
0.1048,25,411
0.1276,25,412
0.0936,25,413
0.1404,25,414
0.1608,25,415
0.1044,25,416
0.1006,25,417
0.1432,25,418
0.105,25,419
0.145,25,420
0.1298,25,421
0.1438,25,422
0.1024,25,423
0.0892,25,424
0.1252,25,425
0.131,25,426
0.1228,25,427
0.1046,25,428
0.1276,25,429
0.1542,25,430
0.1214,25,431
0.168,25,432
0.1366,25,433
0.1054,25,434
0.1108,25,435
0.1104,25,436
0.118,25,437
0.1168,25,438
0.1442,25,439
0.0814,25,440
0.153,25,441
0.123,25,442
0.124,25,443
0.1434,25,444
0.131,25,445
0.123,25,446
0.1078,25,447
0.1406,25,448
0.1342,25,449
0.1422,25,450
0.1294,25,451
0.1334,25,452
0.1448,25,453
0.1254,25,454
0.1286,25,455
0.1332,25,456
0.156,25,457
0.1174,25,458
0.0818,25,459
0.1314,25,460
0.1202,25,461
0.1084,25,462
0.1248,25,463
0.106,25,464
0.0976,25,465
0.0992,25,466
0.1542,25,467
0.0966,25,468
0.1596,25,469
0.1306,25,470
0.1374,25,471
0.1788,25,472
0.1188,25,473
0.1388,25,474
0.1036,25,475
0.1612,25,476
0.1032,25,477
0.1348,25,478
0.117,25,479
0.1174,25,480
0.1256,25,481
0.1618,25,482
0.1206,25,483
0.1364,25,484
0.143,25,485
0.1228,25,486
0.0808,25,487
0.1802,25,488
0.1282,25,489
0.1108,25,490
0.1228,25,491
0.1532,25,492
0.1736,25,493
0.1114,25,494
0.109,25,495
0.137,25,496
0.092,25,497
0.164,25,498
0.1536,25,499
0.1552,25,500
0.0646,50,501
0.0524,50,502
0.0772,50,503
0.0542,50,504
0.067,50,505
0.049,50,506
0.063,50,507
0.0748,50,508
0.0464,50,509
0.055,50,510
0.086,50,511
0.0622,50,512
0.0264,50,513
0.0634,50,514
0.0644,50,515
0.0956,50,516
0.0824,50,517
0.0538,50,518
0.077,50,519
0.0696,50,520
0.0576,50,521
0.0748,50,522
0.0674,50,523
0.0648,50,524
0.0718,50,525
0.0654,50,526
0.0682,50,527
0.065,50,528
0.0802,50,529
0.0712,50,530
0.0698,50,531
0.09,50,532
0.0672,50,533
0.0728,50,534
0.056,50,535
0.0604,50,536
0.0884,50,537
0.0718,50,538
0.0464,50,539
0.0424,50,540
0.0704,50,541
0.0556,50,542
0.0824,50,543
0.074,50,544
0.1028,50,545
0.0626,50,546
0.056,50,547
0.1098,50,548
0.0508,50,549
0.0662,50,550
0.049,50,551
0.0496,50,552
0.0646,50,553
0.0404,50,554
0.0712,50,555
0.0714,50,556
0.0474,50,557
0.0584,50,558
0.0938,50,559
0.0612,50,560
0.0794,50,561
0.0786,50,562
0.0576,50,563
0.058,50,564
0.0632,50,565
0.042,50,566
0.0694,50,567
0.0844,50,568
0.041,50,569
0.079,50,570
0.0708,50,571
0.0462,50,572
0.0562,50,573
0.0436,50,574
0.0584,50,575
0.0806,50,576
0.0824,50,577
0.0536,50,578
0.0866,50,579
0.0566,50,580
0.0998,50,581
0.0762,50,582
0.0644,50,583
0.0752,50,584
0.0946,50,585
0.0658,50,586
0.0372,50,587
0.0532,50,588
0.0634,50,589
0.0476,50,590
0.0464,50,591
0.0748,50,592
0.0558,50,593
0.0832,50,594
0.0838,50,595
0.0696,50,596
0.071,50,597
0.0916,50,598
0.0724,50,599
0.0544,50,600
0.0662,100,601
0.0434,100,602
0.0288,100,603
0.0416,100,604
0.0454,100,605
0.0478,100,606
0.035,100,607
0.0402,100,608
0.0582,100,609
0.0296,100,610
0.0472,100,611
0.0612,100,612
0.0494,100,613
0.0396,100,614
0.0408,100,615
0.05,100,616
0.0358,100,617
0.0324,100,618
0.0314,100,619
0.0118,100,620
0.0304,100,621
0.0462,100,622
0.039,100,623
0.032,100,624
0.0498,100,625
0.059,100,626
0.0392,100,627
0.0284,100,628
0.0448,100,629
0.0452,100,630
0.0336,100,631
0.0378,100,632
0.041,100,633
0.0306,100,634
0.024,100,635
0.0382,100,636
0.0666,100,637
0.0542,100,638
0.0308,100,639
0.0548,100,640
0.0394,100,641
0.0456,100,642
0.0518,100,643
0.041,100,644
0.0554,100,645
0.0232,100,646
0.0086,100,647
0.031,100,648
0.0544,100,649
0.0382,100,650
0.0616,100,651
0.0406,100,652
0.027,100,653
0.0082,100,654
0.039,100,655
0.0506,100,656
0.0234,100,657
0.0352,100,658
0.0488,100,659
0.0482,100,660
0.04,100,661
0.049,100,662
0.0436,100,663
0.049,100,664
0.0278,100,665
0.0386,100,666
0.044,100,667
0.0394,100,668
0.05,100,669
0.0302,100,670
0.0456,100,671
0.0414,100,672
0.0378,100,673
0.0382,100,674
0.054,100,675
0.0756,100,676
0.0238,100,677
0.0272,100,678
0.0414,100,679
0.0392,100,680
0.0236,100,681
0.0496,100,682
0.0444,100,683
0.0416,100,684
0.0358,100,685
0.0392,100,686
0.0426,100,687
0.0456,100,688
