mean_fraction_exposure,std_fraction_exposure,fold
0.831298,0.02780297920233104,0
0.78589,0.030698078444782506,1
0.665926,0.0306532731621854,4
0.49723800000000007,0.033028921455676576,10
0.297134,0.03133703466210773,25
0.18367199999999997,0.027084909809595815,50
0.11668400000000002,0.022826622415703355,100
0.072614,0.017837680127282034,200
