mean_fraction_exposure,std_fraction_exposure,fold
0.99676,0.0036268360031767935,0
0.9801519999999999,0.010267143633155158,1
0.9360300000000001,0.015931605713362988,4
0.8614879999999999,0.02210683554418809,10
0.715728,0.026890898464016044,25
0.5835940000000001,0.03445431998540337,50
