mean_fraction_exposure,std_fraction_exposure,fold
0.7554939999999999,0.033955044016190206,0
0.7091259999999999,0.032695295494531734,1
0.574526,0.03718485251504511,4
0.40348799999999996,0.03675083804445413,10
0.20709600000000003,0.03507829603223698,25
0.1041,0.0233215814561569,50
0.050991999999999996,0.014605849665269201,100
0.030122,0.010349914165456796,200
