fraction_exposure,fold,id
0.659,0,1
0.647,0,2
0.6876,0,3
0.6622,0,4
0.6278,0,5
0.5598,0,6
0.6412,0,7
0.6472,0,8
0.6516,0,9
0.663,0,10
0.6462,0,11
0.6812,0,12
0.6308,0,13
0.7514,0,14
0.6598,0,15
0.6692,0,16
0.6684,0,17
0.6372,0,18
0.6752,0,19
0.585,0,20
0.6972,0,21
0.6588,0,22
0.6592,0,23
0.6286,0,24
0.6476,0,25
0.6322,0,26
0.6724,0,27
0.6612,0,28
0.6934,0,29
0.7194,0,30
0.599,0,31
0.6908,0,32
0.648,0,33
0.668,0,34
0.6424,0,35
0.6406,0,36
0.6372,0,37
0.6336,0,38
0.618,0,39
0.6544,0,40
0.6308,0,41
0.6178,0,42
0.6238,0,43
0.6334,0,44
0.6072,0,45
0.6474,0,46
0.6564,0,47
0.6884,0,48
0.653,0,49
0.7128,0,50
0.6652,0,51
0.6822,0,52
0.6302,0,53
0.6504,0,54
0.677,0,55
0.6848,0,56
0.6398,0,57
0.6476,0,58
0.7054,0,59
0.565,0,60
0.622,0,61
0.6204,0,62
0.6,0,63
0.7228,0,64
0.6416,0,65
0.605,0,66
0.7022,0,67
0.6944,0,68
0.6734,0,69
0.6796,0,70
0.6932,0,71
0.713,0,72
0.724,0,73
0.6886,0,74
0.6546,0,75
0.6362,0,76
0.6848,0,77
0.5806,0,78
0.6312,0,79
0.666,0,80
0.6462,0,81
0.6614,0,82
0.6878,0,83
0.619,0,84
0.719,0,85
0.622,0,86
0.6534,0,87
0.5948,0,88
0.582,0,89
0.67,0,90
0.6404,0,91
0.6008,0,92
0.695,0,93
0.6508,0,94
0.6394,0,95
0.6358,0,96
0.6734,0,97
0.6586,0,98
0.635,0,99
0.6976,0,100
0.5666,1,101
0.5848,1,102
0.64,1,103
0.5506,1,104
0.5552,1,105
0.6004,1,106
0.5704,1,107
0.6244,1,108
0.5994,1,109
0.5884,1,110
0.5942,1,111
0.6224,1,112
0.5778,1,113
0.5842,1,114
0.5596,1,115
0.5582,1,116
0.5958,1,117
0.6288,1,118
0.5498,1,119
0.6374,1,120
0.57,1,121
0.5542,1,122
0.5574,1,123
0.6024,1,124
0.6434,1,125
0.5486,1,126
0.602,1,127
0.6194,1,128
0.6122,1,129
0.5436,1,130
0.6048,1,131
0.5962,1,132
0.5616,1,133
0.556,1,134
0.6686,1,135
0.6158,1,136
0.5374,1,137
0.6314,1,138
0.4982,1,139
0.532,1,140
0.5918,1,141
0.5748,1,142
0.5828,1,143
0.605,1,144
0.567,1,145
0.6104,1,146
0.599,1,147
0.5574,1,148
0.4902,1,149
0.659,1,150
0.5632,1,151
0.5466,1,152
0.584,1,153
0.5216,1,154
0.5092,1,155
0.6206,1,156
0.6064,1,157
0.6156,1,158
0.613,1,159
0.6046,1,160
0.581,1,161
0.5178,1,162
0.562,1,163
0.6196,1,164
0.6016,1,165
0.5554,1,166
0.5506,1,167
0.6114,1,168
0.4984,1,169
0.5764,1,170
0.5744,1,171
0.5894,1,172
0.5456,1,173
0.5718,1,174
0.6662,1,175
0.6396,1,176
0.5952,1,177
0.5422,1,178
0.4914,1,179
0.5908,1,180
0.578,1,181
0.6284,1,182
0.5978,1,183
0.5694,1,184
0.5718,1,185
0.5834,1,186
0.5806,1,187
0.536,1,188
0.6266,1,189
0.6566,1,190
0.5206,1,191
0.5596,1,192
0.615,1,193
0.6062,1,194
0.6206,1,195
0.6256,1,196
0.5536,1,197
0.5634,1,198
0.558,1,199
0.572,1,200
0.3248,4,201
0.4258,4,202
0.4772,4,203
0.4542,4,204
0.4458,4,205
0.4704,4,206
0.404,4,207
0.3516,4,208
0.474,4,209
0.415,4,210
0.3948,4,211
0.4318,4,212
0.3758,4,213
0.4804,4,214
0.5044,4,215
0.4314,4,216
0.4032,4,217
0.4776,4,218
0.3826,4,219
0.4622,4,220
0.455,4,221
0.484,4,222
0.4352,4,223
0.4514,4,224
0.4486,4,225
0.4944,4,226
0.4124,4,227
0.35,4,228
0.4078,4,229
0.3754,4,230
0.4022,4,231
0.481,4,232
0.4668,4,233
0.4718,4,234
0.3626,4,235
0.4248,4,236
0.4148,4,237
0.437,4,238
0.4232,4,239
0.455,4,240
0.5068,4,241
0.4568,4,242
0.4902,4,243
0.4808,4,244
0.4184,4,245
0.4588,4,246
0.3984,4,247
0.4554,4,248
0.418,4,249
0.4458,4,250
0.4856,4,251
0.4474,4,252
0.4552,4,253
0.4532,4,254
0.3946,4,255
0.473,4,256
0.4702,4,257
0.4072,4,258
0.3776,4,259
0.3818,4,260
0.4472,4,261
0.4034,4,262
0.4376,4,263
0.4534,4,264
0.477,4,265
0.4548,4,266
0.4986,4,267
0.366,4,268
0.4926,4,269
0.4266,4,270
0.424,4,271
0.4878,4,272
0.445,4,273
0.4584,4,274
0.4394,4,275
0.4006,4,276
0.437,4,277
0.4528,4,278
0.4106,4,279
0.4296,4,280
0.403,4,281
0.443,4,282
0.4264,4,283
0.4386,4,284
0.4478,4,285
0.5202,4,286
0.454,4,287
0.4426,4,288
0.4326,4,289
0.3806,4,290
0.4972,4,291
0.4642,4,292
0.4494,4,293
0.494,4,294
0.4276,4,295
0.4104,4,296
0.4682,4,297
0.5122,4,298
0.473,4,299
0.419,4,300
0.2336,10,301
0.277,10,302
0.2678,10,303
0.2334,10,304
0.2486,10,305
0.238,10,306
0.2484,10,307
0.2758,10,308
0.2306,10,309
0.2642,10,310
0.2266,10,311
0.257,10,312
0.2928,10,313
0.2864,10,314
0.2432,10,315
0.2652,10,316
0.2904,10,317
0.2922,10,318
0.2776,10,319
0.2674,10,320
0.2008,10,321
0.2426,10,322
0.2944,10,323
0.2384,10,324
0.2774,10,325
0.2382,10,326
0.2778,10,327
0.2486,10,328
0.2888,10,329
0.2916,10,330
0.2158,10,331
0.2296,10,332
0.2828,10,333
0.2646,10,334
0.2932,10,335
0.2486,10,336
0.249,10,337
0.2394,10,338
0.2884,10,339
0.2556,10,340
0.3276,10,341
0.295,10,342
0.247,10,343
0.2398,10,344
0.2604,10,345
0.2748,10,346
0.289,10,347
0.264,10,348
0.2502,10,349
0.2522,10,350
0.2446,10,351
0.2694,10,352
0.3054,10,353
0.2546,10,354
0.2318,10,355
0.2244,10,356
0.2706,10,357
0.271,10,358
0.2958,10,359
0.2562,10,360
0.3118,10,361
0.3312,10,362
0.2888,10,363
0.2384,10,364
0.2916,10,365
0.2536,10,366
0.2312,10,367
0.2008,10,368
0.3238,10,369
0.292,10,370
0.2444,10,371
0.3252,10,372
0.2738,10,373
0.3062,10,374
