para,error
0.5,15.771944046020508
1.0,15.716504096984863
1.5,12.679668426513672
2.0,10.187056541442871
2.5,9.143345832824707
3.0,8.655497550964355
3.5,8.41562557220459
4.0,8.297830581665039
4.5,8.2442626953125
5.0,8.226000785827637
5.5,8.227655410766602
6.0,8.213821411132812
6.5,8.207931518554688
7.0,8.209443092346191
7.5,8.206787109375
8.0,8.197616577148438
8.5,8.192696571350098
9.0,8.190837860107422
9.5,8.191194534301758
10.0,8.193155288696289
