para,error
0.5,1145.3602294921875
0.6,1078.006103515625
0.7,972.465087890625
0.8,878.25830078125
0.9,795.2421875
1.0,721.811279296875
1.1,654.37451171875
1.2,564.051025390625
1.3,488.3468017578125
1.4,416.71002197265625
1.5,350.75372314453125
1.6,300.5633850097656
1.7,253.73031616210938
1.8,207.78048706054688
1.9,174.29263305664062
2.0,137.65087890625
2.1,112.23936462402344
2.2,90.29228973388672
2.4,52.555599212646484
2.5,39.13873291015625
2.6,30.64012908935547
2.7,22.645870208740234
2.8,17.32872772216797
3.0,13.488914489746094
3.2,12.830194473266602
3.3,13.477582931518555
3.4,12.376440048217773
3.5,13.686726570129395
3.6,11.67316722869873
3.8,12.360652923583984
3.9,10.764388084411621
4.0,11.554400444030762
4.2,10.2210111618042
4.4,12.626336097717285
4.5,12.990348815917969
4.8,12.08814525604248
4.9,24.223793029785156
5.0,15.282309532165527
5.1,11.28565788269043
5.2,12.33835506439209
5.4,11.629678726196289
5.5,19.631608963012695
5.6,16.806533813476562
5.7,15.99978256225586
6.0,21.794387817382812
6.3,37.97580337524414
6.4,23.340274810791016
6.5,26.635099411010742
6.6,31.244855880737305
6.8,23.02082633972168
7.0,24.306528091430664
7.2,24.166706085205078
7.5,24.285396575927734
7.6,25.099428176879883
7.7,27.475173950195312
7.8,25.026473999023438
8.0,24.533004760742188
8.1,32.94070816040039
8.4,25.902217864990234
8.5,25.844343185424805
8.8,26.771114349365234
9.0,24.749608993530273
9.1,27.172943115234375
9.5,24.275928497314453
9.6,25.947738647460938
9.8,28.453628540039062
9.9,27.640602111816406
10.0,24.53002166748047
10.2,24.934602737426758
10.4,29.8807373046875
10.5,26.286924362182617
10.8,25.322057723999023
11.0,28.749557495117188
11.2,25.494609832763672
11.4,25.190208435058594
11.7,28.407140731811523
11.9,26.216583251953125
12.0,24.948379516601562
12.1,31.380992889404297
12.6,25.983341217041016
12.8,26.67494773864746
13.0,27.631074905395508
13.2,29.418380737304688
13.3,25.73307991027832
13.5,26.828622817993164
13.6,26.62470245361328
14.0,25.775943756103516
14.3,27.47414779663086
14.4,26.59739112854004
15.0,28.141576766967773
15.2,26.431564331054688
15.3,27.6632080078125
15.4,27.713624954223633
15.6,27.690860748291016
16.0,26.482759475708008
16.2,26.961124420166016
16.5,28.296833038330078
16.8,28.487943649291992
16.9,28.132680892944336
17.0,27.648601531982422
17.1,27.15177345275879
17.6,28.62518882751465
18.0,25.32524299621582
18.2,28.70746612548828
18.7,27.989521026611328
19.0,26.63439178466797
19.2,28.750228881835938
19.5,29.06386375427246
19.6,29.461292266845703
19.8,27.82274627685547
20.0,24.157588958740234
20.4,28.52779769897461
20.8,28.87828826904297
20.9,25.49520492553711
21.0,29.6010799407959
21.6,27.366485595703125
22.0,23.454322814941406
22.1,28.899940490722656
22.4,29.127063751220703
22.5,30.07451629638672
22.8,24.726322174072266
23.4,26.519195556640625
23.8,28.528900146484375
24.0,23.049205780029297
24.7,24.20868682861328
25.2,25.89273452758789
25.5,28.25313949584961
25.6,29.8151798248291
26.0,22.839561462402344
26.6,23.865087509155273
27.0,25.426410675048828
27.2,27.674537658691406
28.0,22.759986877441406
28.5,23.644067764282227
28.8,25.07815170288086
28.9,27.211166381835938
30.0,22.767736434936523
30.4,23.510515213012695
30.6,24.818180084228516
32.0,22.83426856994629
32.3,23.440006256103516
32.4,24.625030517578125
34.0,22.940202713012695
34.2,23.415254592895508
36.0,23.072179794311523
36.1,23.423843383789062
38.0,23.22089958190918
40.0,23.379823684692383
