fraction_exposure,fold,id
0.789,0,1
0.7362,0,2
0.8002,0,3
0.7844,0,4
0.7194,0,5
0.7952,0,6
0.7452,0,7
0.7582,0,8
0.7086,0,9
0.725,0,10
0.7502,0,11
0.775,0,12
0.7804,0,13
0.73,0,14
0.7632,0,15
0.7788,0,16
0.7494,0,17
0.771,0,18
0.7176,0,19
0.781,0,20
0.7766,0,21
0.7414,0,22
0.7912,0,23
0.803,0,24
0.7956,0,25
0.7106,0,26
0.748,0,27
0.7646,0,28
0.7432,0,29
0.7408,0,30
0.683,0,31
0.7304,0,32
0.7448,0,33
0.7724,0,34
0.7448,0,35
0.7462,0,36
0.737,0,37
0.7938,0,38
0.7134,0,39
0.7902,0,40
0.7354,0,41
0.7402,0,42
0.7918,0,43
0.7676,0,44
0.7562,0,45
0.713,0,46
0.7202,0,47
0.7594,0,48
0.7578,0,49
0.726,0,50
0.8106,0,51
0.7482,0,52
0.7462,0,53
0.7412,0,54
0.761,0,55
0.7822,0,56
0.8046,0,57
0.7824,0,58
0.7324,0,59
0.8548,0,60
0.738,0,61
0.6988,0,62
0.7262,0,63
0.6944,0,64
0.7196,0,65
0.7194,0,66
0.7694,0,67
0.6978,0,68
0.7052,0,69
0.7546,0,70
0.7484,0,71
0.8474,0,72
0.7308,0,73
0.754,0,74
0.7482,0,75
0.738,0,76
0.7728,0,77
0.7118,0,78
0.8168,0,79
0.7202,0,80
0.7196,0,81
0.7886,0,82
0.777,0,83
0.787,0,84
0.7224,0,85
0.749,0,86
0.7564,0,87
0.739,0,88
0.808,0,89
0.739,0,90
0.7382,0,91
0.8376,0,92
0.7164,0,93
0.7654,0,94
0.7996,0,95
0.7762,0,96
0.7286,0,97
0.7538,0,98
0.7778,0,99
0.7978,0,100
0.7272,1,101
0.6744,1,102
0.6974,1,103
0.71,1,104
0.7202,1,105
0.679,1,106
0.7144,1,107
0.7094,1,108
0.7804,1,109
0.714,1,110
0.654,1,111
0.6878,1,112
0.7206,1,113
0.682,1,114
0.7,1,115
0.6862,1,116
0.6702,1,117
0.7074,1,118
0.6426,1,119
0.6842,1,120
0.7034,1,121
0.7368,1,122
0.6532,1,123
0.7296,1,124
0.7368,1,125
0.7126,1,126
0.6872,1,127
0.7628,1,128
0.7252,1,129
0.7058,1,130
0.7346,1,131
0.7218,1,132
0.6554,1,133
0.7362,1,134
0.737,1,135
0.7414,1,136
0.6612,1,137
0.6696,1,138
0.6732,1,139
0.714,1,140
0.7086,1,141
0.7568,1,142
0.7304,1,143
0.7454,1,144
0.7142,1,145
0.6658,1,146
0.7366,1,147
0.658,1,148
0.7236,1,149
0.749,1,150
0.682,1,151
0.6782,1,152
0.7278,1,153
0.7596,1,154
0.6728,1,155
0.7928,1,156
0.7376,1,157
0.7,1,158
0.715,1,159
0.734,1,160
0.6644,1,161
0.6928,1,162
0.687,1,163
0.7464,1,164
0.7132,1,165
0.7118,1,166
0.6596,1,167
0.78,1,168
0.7082,1,169
0.7244,1,170
0.6874,1,171
0.7442,1,172
0.721,1,173
0.7778,1,174
0.6914,1,175
0.7176,1,176
0.6962,1,177
0.6998,1,178
0.6862,1,179
0.724,1,180
0.7568,1,181
0.6772,1,182
0.7634,1,183
0.6992,1,184
0.6874,1,185
0.6716,1,186
0.7304,1,187
0.7442,1,188
0.6838,1,189
0.7066,1,190
0.6672,1,191
0.677,1,192
0.6648,1,193
0.737,1,194
0.7584,1,195
0.6738,1,196
0.6972,1,197
0.7076,1,198
0.7358,1,199
0.6924,1,200
0.5892,4,201
0.5888,4,202
0.5222,4,203
0.51,4,204
0.6024,4,205
0.4748,4,206
0.556,4,207
0.5442,4,208
0.5634,4,209
0.57,4,210
0.6068,4,211
0.518,4,212
0.5744,4,213
0.5816,4,214
0.5674,4,215
0.5694,4,216
0.5672,4,217
0.5652,4,218
0.5834,4,219
0.5482,4,220
0.6204,4,221
0.5388,4,222
0.5884,4,223
0.5834,4,224
0.5588,4,225
0.5376,4,226
0.5598,4,227
0.5426,4,228
0.5392,4,229
0.5654,4,230
0.5822,4,231
0.51,4,232
0.5662,4,233
0.6498,4,234
0.4866,4,235
0.5984,4,236
0.5316,4,237
0.6214,4,238
0.5642,4,239
0.5634,4,240
0.5846,4,241
0.61,4,242
0.5106,4,243
0.6364,4,244
0.5066,4,245
0.5482,4,246
0.4904,4,247
0.575,4,248
0.6652,4,249
0.5614,4,250
0.645,4,251
0.6032,4,252
0.6126,4,253
0.6152,4,254
0.596,4,255
0.578,4,256
0.5982,4,257
0.6122,4,258
0.5528,4,259
0.6114,4,260
0.5618,4,261
0.6042,4,262
0.562,4,263
0.6298,4,264
0.634,4,265
0.6032,4,266
0.5692,4,267
0.5786,4,268
0.5218,4,269
0.5886,4,270
0.5484,4,271
0.5982,4,272
0.5448,4,273
0.595,4,274
0.6138,4,275
0.5392,4,276
0.5702,4,277
0.6094,4,278
0.5344,4,279
0.5752,4,280
0.5364,4,281
0.5782,4,282
0.5434,4,283
0.5832,4,284
0.5474,4,285
0.6194,4,286
0.5672,4,287
0.5806,4,288
0.5758,4,289
0.6308,4,290
0.5594,4,291
0.6096,4,292
0.6094,4,293
0.5614,4,294
0.6448,4,295
0.5894,4,296
0.5852,4,297
0.6106,4,298
0.5468,4,299
0.568,4,300
0.352,10,301
0.3994,10,302
0.4252,10,303
0.42,10,304
0.3972,10,305
0.4224,10,306
0.3962,10,307
0.434,10,308
0.4604,10,309
0.4302,10,310
0.4382,10,311
0.3626,10,312
0.3946,10,313
0.4856,10,314
0.448,10,315
0.3918,10,316
0.3764,10,317
0.4486,10,318
0.4526,10,319
0.3928,10,320
0.4156,10,321
0.3806,10,322
0.4086,10,323
0.3504,10,324
0.3502,10,325
0.3642,10,326
0.4682,10,327
0.4278,10,328
0.3886,10,329
0.3946,10,330
0.4032,10,331
0.434,10,332
0.3472,10,333
0.405,10,334
0.3116,10,335
0.3854,10,336
0.32,10,337
0.4006,10,338
0.4278,10,339
0.5024,10,340
0.4166,10,341
0.3542,10,342
0.3812,10,343
0.3948,10,344
0.387,10,345
0.4152,10,346
0.4564,10,347
0.4114,10,348
0.4,10,349
0.4076,10,350
0.3846,10,351
0.3778,10,352
0.456,10,353
0.4258,10,354
0.3898,10,355
0.4128,10,356
0.3986,10,357
0.4174,10,358
0.3736,10,359
0.472,10,360
0.4748,10,361
0.4386,10,362
0.4096,10,363
0.4002,10,364
0.4394,10,365
0.3818,10,366
0.4258,10,367
0.427,10,368
0.3706,10,369
0.3766,10,370
0.3604,10,371
0.4408,10,372
0.3516,10,373
0.3534,10,374
0.3428,10,375
0.4152,10,376
0.3636,10,377
0.4286,10,378
0.4182,10,379
0.425,10,380
0.4382,10,381
0.4566,10,382
0.409,10,383
0.3764,10,384
0.4174,10,385
0.4108,10,386
0.3412,10,387
0.3918,10,388
0.3806,10,389
0.388,10,390
0.375,10,391
0.4474,10,392
0.4064,10,393
0.4348,10,394
0.4122,10,395
0.3808,10,396
0.3648,10,397
0.415,10,398
0.3298,10,399
0.3816,10,400
0.329,25,401
0.1918,25,402
0.2942,25,403
0.1588,25,404
0.2162,25,405
0.1898,25,406
0.1922,25,407
0.1906,25,408
0.1682,25,409
