mean_fraction_exposure,std_fraction_exposure,fold
0.7597300000000001,0.03278413480556556,0
0.6990959999999998,0.0376632122846148,1
0.580426,0.040510406743767144,4
0.40680600000000006,0.03608608624112652,10
0.203744,0.026044531871470454,25
0.10055800000000001,0.019350990787152075,50
0.052314,0.01395746076874698,100
0.029146000000000002,0.009775370204051744,200
