mean_fraction_exposure,std_fraction_exposure,fold
0.6460119999999999,0.03359992992961693,0
0.5842266666666667,0.03280302545112575,1
0.43420800000000004,0.03561164035619618,4
0.2677853333333333,0.029111229380818667,10
0.123668,0.02288566070210367,25
0.06794,0.015980957628108815,50
